feature,timepoint,context,response,model,R^2,num_observations,set,se_lower,se_upper
spatial,0,C,ACTIVITY,SVR,0.189384726900216,150,TEST,0.16665053610733996,0.21211891769309202
spatial,0,C,ACTIVITY,MLP,-3.184381651326397,150,TEST,-5.114043926927339,-1.2547193757254544
spatial,0,C,ACTIVITY,MLR,-1.973945929820772,200,TEST,-3.5681026806753713,-0.3797891789661727
spatial,0,C,ACTIVITY,RF,0.18637393110341266,200,TEST,0.16989192254884758,0.20285593965797774
spatial,0,C,ACTIVITY,SVR,0.14008941703695685,200,TEST,0.11287327639097448,0.1673055576829392
spatial,0,C,ACTIVITY,MLP,-0.025874624371575467,200,TEST,-0.0654401265372983,0.013690877794147373
spatial,0,C,ACTIVITY,MLR,0.0761508913676504,250,TEST,-0.02850736917058451,0.1808091519058853
spatial,0,C,ACTIVITY,RF,0.2200162005018644,250,TEST,0.20857926224725568,0.23145313875647314
spatial,0,C,ACTIVITY,SVR,0.16493931449150587,250,TEST,0.14596853899878998,0.18391008998422176
spatial,0,C,ACTIVITY,MLP,0.06714893829050772,250,TEST,0.0418736337326583,0.09242424284835714
spatial,0,C,ACTIVITY,MLR,0.17857525953664952,300,TEST,0.1584109530129898,0.19873956606030924
spatial,0,C,ACTIVITY,RF,0.21864432866714006,300,TEST,0.20510088550122002,0.2321877718330601
spatial,0,C,ACTIVITY,SVR,0.21519391094640025,300,TEST,0.19957182583462396,0.23081599605817654
spatial,0,C,ACTIVITY,MLP,0.07434751235371298,300,TEST,0.050791624072646806,0.09790340063477915
spatial,0,C,ACTIVITY,MLR,0.1648067613972249,350,TEST,0.11833109734885791,0.21128242544559186
spatial,0,C,ACTIVITY,RF,0.2083774526498035,350,TEST,0.19717546240938744,0.21957944289021958
spatial,0,C,ACTIVITY,SVR,0.21965801469454246,350,TEST,0.20257294637480724,0.23674308301427768
spatial,0,C,ACTIVITY,MLP,0.17849912737607376,350,TEST,0.15770246138700766,0.19929579336513986
spatial,0,C,ACTIVITY,MLR,0.16560745701135365,400,TEST,0.13560889319616143,0.19560602082654588
spatial,0,C,ACTIVITY,RF,0.26523672232573925,400,TEST,0.2536298105044507,0.2768436341470278
spatial,0,C,ACTIVITY,SVR,0.2219602967658236,400,TEST,0.2068472062635908,0.2370733872680564
spatial,0,C,ACTIVITY,MLP,-0.08836014030212297,400,TEST,-0.29185847927846753,0.11513819867422156
spatial,0,C,ACTIVITY,MLR,0.2012014402972552,450,TEST,0.19080780901367417,0.21159507158083624
spatial,0,C,ACTIVITY,RF,0.24112679325597536,450,TEST,0.23071307737996877,0.25154050913198195
spatial,0,C,ACTIVITY,SVR,0.2351593301259217,450,TEST,0.2192775768804913,0.25104108337135206
spatial,0,C,ACTIVITY,MLP,0.10737931692832596,450,TEST,0.01323519519343938,0.20152343866321254
spatial,0,C,ACTIVITY,MLR,0.2186491569392752,500,TEST,0.20939358103760908,0.22790473284094132
spatial,0,C,ACTIVITY,RF,0.24419928808335914,500,TEST,0.2349045384336474,0.2534940377330709
spatial,0,C,ACTIVITY,SVR,0.24737488700430266,500,TEST,0.23602323647471488,0.25872653753389047
spatial,0,C,ACTIVITY,MLP,0.157792688965555,500,TEST,0.09663121551512491,0.21895416241598512
spatial,0,C,GROWTH,MLR,-0.9998788137187252,50,TEST,-1.275074629776081,-0.7246829976613693
spatial,0,C,GROWTH,RF,0.03681948235469803,50,TEST,-0.00606593373886305,0.0797048984482591
spatial,0,C,GROWTH,SVR,0.037348025883272136,50,TEST,-0.010864169539836058,0.08556022130638033
spatial,0,C,GROWTH,MLP,-1.495820225401142,50,TEST,-1.9948986407981555,-0.9967418100041284
spatial,0,C,GROWTH,MLR,-15.241494787321852,100,TEST,-29.359175398116076,-1.1238141765276275
spatial,0,C,GROWTH,RF,0.16046614504883114,100,TEST,0.12812845588136132,0.19280383421630096
spatial,0,C,GROWTH,SVR,0.10211106020222427,100,TEST,0.06664603923514587,0.13757608116930267
spatial,0,C,GROWTH,MLP,-0.050740360261473334,100,TEST,-0.10002308983912366,-0.0014576306838230135
spatial,0,C,GROWTH,MLR,-4.761554059513952,150,TEST,-9.354278009554916,-0.1688301094729887
spatial,0,C,GROWTH,RF,0.21757971854924324,150,TEST,0.19583821754812925,0.23932121955035723
spatial,0,C,GROWTH,SVR,0.14326139728729947,150,TEST,0.11750429504101575,0.1690184995335832
spatial,0,C,GROWTH,MLP,0.011013027129187454,150,TEST,-0.04245867501901423,0.06448472927738913
spatial,0,C,GROWTH,MLR,-0.9283817869358828,200,TEST,-1.696107219060139,-0.16065635481162666
spatial,0,C,GROWTH,RF,0.1935037501944625,200,TEST,0.17531829865445273,0.21168920173447228
spatial,0,C,GROWTH,SVR,0.19957271759743025,200,TEST,0.1711618060665433,0.2279836291283172
spatial,0,C,GROWTH,MLP,-0.5513925299792516,200,TEST,-1.1380195082439521,0.03523444828544897
spatial,0,C,GROWTH,MLR,0.1986409012340268,250,TEST,0.16132103830031064,0.23596076416774298
spatial,0,C,GROWTH,RF,0.1881979613089288,250,TEST,0.16912888983542115,0.20726703278243644
spatial,0,C,GROWTH,SVR,0.2364346708880232,250,TEST,0.21102638280574393,0.26184295897030246
spatial,0,C,GROWTH,MLP,0.1536130447817609,250,TEST,0.12640622742251914,0.18081986214100268
spatial,0,C,GROWTH,MLR,0.2238873230862523,300,TEST,0.2055931523082002,0.24218149386430443
spatial,0,C,GROWTH,RF,0.240048530371401,300,TEST,0.22479234445629595,0.25530471628650603
spatial,0,C,GROWTH,SVR,0.21160977031964529,300,TEST,0.1921778956836737,0.23104164495561688
spatial,0,C,GROWTH,MLP,-0.1871784003541294,300,TEST,-0.4999690612425508,0.12561226053429206
spatial,0,C,GROWTH,MLR,0.15895502298878658,350,TEST,0.07727809256189541,0.24063195341567775
spatial,0,C,GROWTH,RF,0.2401585119221378,350,TEST,0.2301089130065911,0.2502081108376845
spatial,0,C,GROWTH,SVR,0.2384883000770603,350,TEST,0.2240129103083747,0.2529636898457459
spatial,0,C,GROWTH,MLP,0.03203966108571813,350,TEST,-0.12355500080834037,0.1876343229797766
spatial,0,C,GROWTH,MLR,0.21896302337010734,400,TEST,0.19009596713089552,0.24783007960931916
spatial,0,C,GROWTH,RF,0.24761047024315755,400,TEST,0.23557767330930163,0.25964326717701347
spatial,0,C,GROWTH,SVR,0.2519676178965217,400,TEST,0.23560657376824376,0.2683286620247997
spatial,0,C,GROWTH,MLP,0.16402273853555702,400,TEST,0.12199898747151873,0.20604648959959532
spatial,0,C,GROWTH,MLR,0.22486641754912184,450,TEST,0.1707573847429926,0.2789754503552511
spatial,0,C,GROWTH,RF,0.27907502908777965,450,TEST,0.2690351327470838,0.2891149254284755
spatial,0,C,GROWTH,SVR,0.2416218758591788,450,TEST,0.2273442092443695,0.2558995424739881
spatial,0,C,GROWTH,MLP,0.18173977072698133,450,TEST,0.13478725931552024,0.22869228213844242
spatial,0,C,GROWTH,MLR,0.2595040687221816,500,TEST,0.24194845497761566,0.2770596824667476
spatial,0,C,GROWTH,RF,0.2658008203670709,500,TEST,0.2557969382339948,0.27580470250014705
spatial,0,C,GROWTH,SVR,0.2296004262864165,500,TEST,0.21726438742586104,0.24193646514697195
spatial,0,C,GROWTH,MLP,0.17939029944114085,500,TEST,0.1392462404418419,0.2195343584404398
spatial,0,C,SYMMETRY,MLR,-7.7569264696403675,50,TEST,-13.071014768087533,-2.442838171193203
spatial,0,C,SYMMETRY,RF,-0.23754416661103944,50,TEST,-0.282791791976561,-0.19229654124551784
spatial,0,C,SYMMETRY,SVR,-0.2128312092643253,50,TEST,-0.25302918330179797,-0.17263323522685264
spatial,0,C,SYMMETRY,MLP,-0.1050107655308024,50,TEST,-0.1346962443615233,-0.07532528670008148
spatial,0,C,SYMMETRY,MLR,-0.1872301448241516,100,TEST,-0.22586432657785135,-0.14859596307045184
spatial,0,C,SYMMETRY,RF,-0.11145683727409768,100,TEST,-0.1334708107576618,-0.08944286379053357
spatial,0,C,SYMMETRY,SVR,-0.20376932379876264,100,TEST,-0.23951813928185003,-0.16802050831567525
spatial,0,C,SYMMETRY,MLP,-0.05668135932207991,100,TEST,-0.07249695346337592,-0.0408657651807839
spatial,0,C,SYMMETRY,MLR,-0.042878079584680484,150,TEST,-0.05438503336146744,-0.03137112580789353
spatial,0,C,SYMMETRY,RF,-0.07371094118788732,150,TEST,-0.09486480274557747,-0.052557079630197165
spatial,0,C,SYMMETRY,SVR,-0.1553486290731977,150,TEST,-0.1721659386568213,-0.13853131948957412
spatial,0,C,SYMMETRY,MLP,-0.03468224529926869,150,TEST,-0.04744174695779359,-0.021922743640743786
spatial,0,C,SYMMETRY,MLR,-0.5484256198713827,200,TEST,-0.9941741872675665,-0.10267705247519904
spatial,0,C,SYMMETRY,RF,-0.06041480815719025,200,TEST,-0.07195832387849012,-0.048871292435890376
spatial,0,C,SYMMETRY,SVR,-0.12513543179649453,200,TEST,-0.1472898453255952,-0.10298101826739386
spatial,0,C,SYMMETRY,MLP,-0.025131909016036683,200,TEST,-0.03132858718991881,-0.01893523084215456
spatial,0,C,SYMMETRY,MLR,-0.1286780235608528,250,TEST,-0.216787764234949,-0.04056828288675661
spatial,0,C,SYMMETRY,RF,-0.03209671252687332,250,TEST,-0.04241233487476982,-0.021781090178976822
spatial,0,C,SYMMETRY,SVR,-0.12537307845985865,250,TEST,-0.14258081579970275,-0.10816534112001455
spatial,0,C,SYMMETRY,MLP,-0.01883219003052305,250,TEST,-0.02355372918852674,-0.014110650872519365
spatial,0,C,SYMMETRY,MLR,-0.2318472513312395,300,TEST,-0.450152860115956,-0.013541642546523014
spatial,0,C,SYMMETRY,RF,-0.017133291051019912,300,TEST,-0.02369543645483133,-0.010571145647208496
spatial,0,C,SYMMETRY,SVR,-0.09985087865806187,300,TEST,-0.11433217527916148,-0.08536958203696227
spatial,0,C,SYMMETRY,MLP,-0.02395580533543601,300,TEST,-0.0314593980360987,-0.016452212634773315
spatial,0,C,SYMMETRY,MLR,-0.02146678590782436,350,TEST,-0.029389861519500557,-0.013543710296148164
spatial,0,C,SYMMETRY,RF,-0.01028220220254735,350,TEST,-0.01723004894286627,-0.003334355462228429
spatial,0,C,SYMMETRY,SVR,-0.07835318499373417,350,TEST,-0.08994134537432867,-0.06676502461313967
spatial,0,C,SYMMETRY,MLP,-0.009207572524766094,350,TEST,-0.015384448995338963,-0.0030306960541932257
spatial,0,C,SYMMETRY,MLR,-0.0065519997801062775,400,TEST,-0.011457261972087466,-0.001646737588125089
spatial,0,C,SYMMETRY,RF,-0.006437013933609648,400,TEST,-0.013364200255194737,0.0004901723879754414
spatial,0,C,SYMMETRY,SVR,-0.07783337616333698,400,TEST,-0.08833729128441248,-0.06732946104226148
spatial,0,C,SYMMETRY,MLP,-0.011653214270256118,400,TEST,-0.01514692043291431,-0.008159508107597926
spatial,0,C,SYMMETRY,MLR,-0.055085804558216565,450,TEST,-0.10533512692230457,-0.0048364821941285635
spatial,0,C,SYMMETRY,RF,-0.008048665915677903,450,TEST,-0.012897955484205411,-0.0031993763471503955
spatial,0,C,SYMMETRY,SVR,-0.09708962067089742,450,TEST,-0.10770163161529075,-0.08647760972650409
spatial,0,C,SYMMETRY,MLP,-0.017676594879575906,450,TEST,-0.02279775626853094,-0.012555433490620872
spatial,0,C,SYMMETRY,MLR,-0.0001780634507351886,500,TEST,-0.003222146024542653,0.0028660191230722755
spatial,0,C,SYMMETRY,RF,-0.015490123240646003,500,TEST,-0.021050564138533352,-0.009929682342758655
spatial,0,C,SYMMETRY,SVR,-0.07294250689760715,500,TEST,-0.08189440681912022,-0.06399060697609407
spatial,0,C,SYMMETRY,MLP,-0.008796587953131478,500,TEST,-0.012114841962149639,-0.005478333944113318
topo,8,C,ACTIVITY,MLR,-0.8401330576639076,50,TEST,-1.1482175846396316,-0.5320485306881835
topo,8,C,ACTIVITY,RF,0.09487951137179493,50,TEST,0.046845259625277226,0.14291376311831264
topo,8,C,ACTIVITY,SVR,0.037472085627474366,50,TEST,-0.009871951700679046,0.08481612295562778
topo,8,C,ACTIVITY,MLP,-0.1234691024173358,50,TEST,-0.16956295168871247,-0.07737525314595914
topo,8,C,ACTIVITY,MLR,-0.20860225259557086,100,TEST,-0.32946767231557256,-0.08773683287556916
topo,8,C,ACTIVITY,RF,0.19082681262325754,100,TEST,0.16480837642187177,0.21684524882464332
topo,8,C,ACTIVITY,SVR,0.15643156519742446,100,TEST,0.11527469751488058,0.19758843287996836
topo,8,C,ACTIVITY,MLP,0.08248025134494813,100,TEST,0.053909809657118155,0.1110506930327781
topo,8,C,ACTIVITY,MLR,0.09490605735528244,150,TEST,0.05485620266993991,0.134955912040625
topo,8,C,ACTIVITY,RF,0.2517711219413432,150,TEST,0.23329084621220442,0.270251397670482
topo,8,C,ACTIVITY,SVR,0.23897852390583524,150,TEST,0.20887588795889528,0.2690811598527752
topo,8,C,ACTIVITY,MLP,0.1595207464937017,150,TEST,0.13405998343634717,0.18498150955105624
topo,8,C,ACTIVITY,MLR,0.10738603036097404,200,TEST,0.04367623082095706,0.171095829900991
topo,8,C,ACTIVITY,RF,0.2544875013520518,200,TEST,0.22888483749520966,0.2800901652088939
topo,8,C,ACTIVITY,SVR,0.21445231576039975,200,TEST,0.19299016523232143,0.23591446628847806
topo,8,C,ACTIVITY,MLP,0.16586230240527325,200,TEST,0.14316378692102522,0.18856081788952128
topo,8,C,ACTIVITY,MLR,0.13803666293498276,250,TEST,0.07839956724384103,0.1976737586261245
topo,8,C,ACTIVITY,RF,0.3102515718031841,250,TEST,0.29320645376301246,0.3272966898433557
topo,8,C,ACTIVITY,SVR,0.27808160023029804,250,TEST,0.25916885143664287,0.2969943490239532
topo,8,C,ACTIVITY,MLP,0.22788497048342995,250,TEST,0.20790099719499242,0.2478689437718675
topo,8,C,ACTIVITY,MLR,0.22568080444228905,300,TEST,0.2074071936841279,0.2439544152004502
topo,8,C,ACTIVITY,RF,0.3340482803441817,300,TEST,0.3203141629506905,0.34778239773767294
topo,8,C,ACTIVITY,SVR,0.2635156236267272,300,TEST,0.2431354517689678,0.28389579548448657
topo,8,C,ACTIVITY,MLP,0.2296792071682181,300,TEST,0.21444551495620018,0.24491289938023603
topo,8,C,ACTIVITY,MLR,0.26507418358193724,350,TEST,0.25050069210072917,0.2796476750631453
topo,8,C,ACTIVITY,RF,0.28863102877756763,350,TEST,0.27566708837435466,0.3015949691807806
topo,8,C,ACTIVITY,SVR,0.2715164942787188,350,TEST,0.25584184131380605,0.2871911472436316
topo,8,C,ACTIVITY,MLP,0.26038946956822184,350,TEST,0.24036846896904224,0.28041047016740145
topo,8,C,ACTIVITY,MLR,0.23732824891201296,400,TEST,0.22291589851259064,0.2517405993114353
topo,8,C,ACTIVITY,RF,0.30396283430113763,400,TEST,0.28938962934444484,0.3185360392578304
topo,8,C,ACTIVITY,SVR,0.26687439558218284,400,TEST,0.2510540837117634,0.2826947074526023
topo,8,C,ACTIVITY,MLP,0.2844966930837273,400,TEST,0.26747692286212776,0.3015164633053269
topo,8,C,ACTIVITY,MLR,0.2457229729555317,450,TEST,0.2288188739714427,0.2626270719396207
topo,8,C,ACTIVITY,RF,0.3142626946685496,450,TEST,0.3031981447391098,0.32532724459798945
topo,8,C,ACTIVITY,SVR,0.2858631649484159,450,TEST,0.27086283327473704,0.3008634966220948
topo,8,C,ACTIVITY,MLP,0.2971143361218788,450,TEST,0.2869499653756349,0.30727870686812275
topo,8,C,ACTIVITY,MLR,0.26731690874743314,500,TEST,0.2581708115915347,0.27646300590333156
topo,8,C,ACTIVITY,RF,0.3075963443155593,500,TEST,0.2921517484967991,0.32304094013431955
topo,8,C,ACTIVITY,SVR,0.29371911197698697,500,TEST,0.2807512535758155,0.30668697037815845
topo,8,C,ACTIVITY,MLP,0.26206413304849746,500,TEST,0.24955861461686543,0.27456965148012946
topo,8,C,GROWTH,MLR,0.09561690360643124,50,TEST,-0.0808155438338232,0.2720493510466857
topo,8,C,GROWTH,RF,0.3582615448493329,50,TEST,0.3119228883102615,0.40460020138840436
topo,8,C,GROWTH,SVR,0.2801752590413266,50,TEST,0.24585871920707936,0.3144917988755739
topo,8,C,GROWTH,MLP,-0.07300875405781564,50,TEST,-0.08927362523759183,-0.05674388287803944
topo,8,C,GROWTH,MLR,0.10848993703625466,100,TEST,-0.1288802822063697,0.34586015627887906
topo,8,C,GROWTH,RF,0.4521202792528003,100,TEST,0.42898313625459383,0.47525742225100676
topo,8,C,GROWTH,SVR,0.4440488153210101,100,TEST,0.42597140214321405,0.46212622849880614
topo,8,C,GROWTH,MLP,0.16399765772967434,100,TEST,0.1263085943143128,0.20168672114503589
topo,8,C,GROWTH,MLR,0.16939433687058686,150,TEST,-0.05221876441827944,0.39100743815945316
topo,8,C,GROWTH,RF,0.4457784851527287,150,TEST,0.4175093125688611,0.47404765773659635
topo,8,C,GROWTH,SVR,0.462442755726579,150,TEST,0.44881541721959983,0.47607009423355817
topo,8,C,GROWTH,MLP,0.478773121415809,150,TEST,0.46294729659601613,0.4945989462356019
topo,8,C,GROWTH,MLR,0.4130886537737559,200,TEST,0.34161413095089005,0.4845631765966218
topo,8,C,GROWTH,RF,0.5009114101688067,200,TEST,0.48497994949362605,0.5168428708439874
topo,8,C,GROWTH,SVR,0.4812521949758427,200,TEST,0.46409642760615777,0.49840796234552764
topo,8,C,GROWTH,MLP,0.4633230080699658,200,TEST,0.4488558310412113,0.4777901850987203
topo,8,C,GROWTH,MLR,0.07628057674521109,250,TEST,-0.1551997906677322,0.3077609441581544
topo,8,C,GROWTH,RF,0.5046009341469385,250,TEST,0.49155210327665333,0.5176497650172237
topo,8,C,GROWTH,SVR,0.4893313537887334,250,TEST,0.4790819759732413,0.49958073160422545
topo,8,C,GROWTH,MLP,0.518890043275142,250,TEST,0.5026345039380432,0.5351455826122408
topo,8,C,GROWTH,MLR,0.4441930045335786,300,TEST,0.3965273544543365,0.49185865461282063
topo,8,C,GROWTH,RF,0.5200947621857979,300,TEST,0.5060721769402574,0.5341173474313383
topo,8,C,GROWTH,SVR,0.5135572647632449,300,TEST,0.5018163132526892,0.5252982162738007
topo,8,C,GROWTH,MLP,0.5349023790172089,300,TEST,0.5238734257760138,0.5459313322584041
topo,8,C,GROWTH,MLR,0.3680261175609093,350,TEST,0.2859654808915418,0.45008675423027683
topo,8,C,GROWTH,RF,0.5180520788359343,350,TEST,0.5054543958755742,0.5306497617962944
topo,8,C,GROWTH,SVR,0.5434625577341865,350,TEST,0.5332721182090538,0.5536529972593192
topo,8,C,GROWTH,MLP,0.5377129199146151,350,TEST,0.5300218827746248,0.5454039570546054
topo,8,C,GROWTH,MLR,0.4744579692867902,400,TEST,0.4273046286802427,0.5216113098933376
topo,8,C,GROWTH,RF,0.5483447978475896,400,TEST,0.5402512623402904,0.5564383333548888
topo,8,C,GROWTH,SVR,0.5324639589072698,400,TEST,0.5225624066930693,0.5423655111214704
topo,8,C,GROWTH,MLP,0.5386731619306796,400,TEST,0.5256577507624143,0.5516885730989449
topo,8,C,GROWTH,MLR,0.5560063806130301,450,TEST,0.5394826308349735,0.5725301303910867
topo,8,C,GROWTH,RF,0.5200553735239095,450,TEST,0.5106754202207644,0.5294353268270546
topo,8,C,GROWTH,SVR,0.5388055158258008,450,TEST,0.5285492791620882,0.5490617524895135
topo,8,C,GROWTH,MLP,0.5645104448618803,450,TEST,0.5560421628220276,0.572978726901733
topo,8,C,GROWTH,MLR,0.5266305611894337,500,TEST,0.4909662706182663,0.5622948517606011
topo,8,C,GROWTH,RF,0.5341926667159204,500,TEST,0.5262259964061208,0.54215933702572
topo,8,C,GROWTH,SVR,0.5696502618852943,500,TEST,0.5601691824524252,0.5791313413181635
topo,8,C,GROWTH,MLP,0.5642949081567376,500,TEST,0.5549466087568177,0.5736432075566574
topo,8,C,SYMMETRY,MLR,-0.4536785394907415,50,TEST,-0.5552470772537433,-0.35211000172773965
topo,8,C,SYMMETRY,RF,-0.2246560662927813,50,TEST,-0.27304246893986833,-0.17626966364569424
topo,8,C,SYMMETRY,SVR,-0.2701270535285594,50,TEST,-0.32559280235400956,-0.21466130470310926
topo,8,C,SYMMETRY,MLP,-0.15838438707898447,50,TEST,-0.19993032274448203,-0.11683845141348692
topo,8,C,SYMMETRY,MLR,-0.19175894108272126,100,TEST,-0.24191799899465427,-0.14159988317078825
topo,8,C,SYMMETRY,RF,-0.05598625613932425,100,TEST,-0.08390208742560717,-0.02807042485304132
topo,8,C,SYMMETRY,SVR,-0.13207036497493446,100,TEST,-0.16178760160969496,-0.10235312834017397
topo,8,C,SYMMETRY,MLP,-0.0181677042600236,100,TEST,-0.04157714871189454,0.005241740191847342
topo,8,C,SYMMETRY,MLR,-0.07283015062915127,150,TEST,-0.1023764005890756,-0.04328390066922694
topo,8,C,SYMMETRY,RF,-0.002586639950868745,150,TEST,-0.017730946909173914,0.012557667007436425
topo,8,C,SYMMETRY,SVR,-0.16859052204793076,150,TEST,-0.20240866575625752,-0.134772378339604
topo,8,C,SYMMETRY,MLP,-0.0090237575422673,150,TEST,-0.025761225837470102,0.007713710752935501
topo,8,C,SYMMETRY,MLR,-0.06398199919107342,200,TEST,-0.0894243863193238,-0.03853961206282304
topo,8,C,SYMMETRY,RF,-0.0038328262150766046,200,TEST,-0.016990814659895596,0.009325162229742386
topo,8,C,SYMMETRY,SVR,-0.06931348678983554,200,TEST,-0.09393621192793733,-0.04469076165173374
topo,8,C,SYMMETRY,MLP,-0.01745194334230853,200,TEST,-0.03379305025487934,-0.0011108364297377216
topo,8,C,SYMMETRY,MLR,-0.05917994293820347,250,TEST,-0.08430980092279655,-0.03405008495361039
topo,8,C,SYMMETRY,RF,0.008916216893313338,250,TEST,-0.0033651368833393855,0.02119757066996606
topo,8,C,SYMMETRY,SVR,-0.039895318418661424,250,TEST,-0.05551925236272349,-0.02427138447459936
topo,8,C,SYMMETRY,MLP,-0.0005974683495597081,250,TEST,-0.01816607696091478,0.016971140261795366
topo,8,C,SYMMETRY,MLR,-0.012152305618052313,300,TEST,-0.02186969070564118,-0.002434920530463444
topo,8,C,SYMMETRY,RF,0.02531363753516036,300,TEST,0.016390506719577987,0.034236768350742734
topo,8,C,SYMMETRY,SVR,-0.07507982036933149,300,TEST,-0.08947831604229528,-0.0606813246963677
topo,8,C,SYMMETRY,MLP,-0.022866554838162103,300,TEST,-0.03438497897787186,-0.011348130698452346
topo,8,C,SYMMETRY,MLR,0.0041541116301687395,350,TEST,-0.007956936455741616,0.016265159716079097
topo,8,C,SYMMETRY,RF,0.04081373777750262,350,TEST,0.03243296528387424,0.049194510271131
topo,8,C,SYMMETRY,SVR,-0.036895711921953976,350,TEST,-0.051349314084705416,-0.022442109759202536
topo,8,C,SYMMETRY,MLP,0.01641706702637453,350,TEST,0.005092713323229083,0.027741420729519982
topo,8,C,SYMMETRY,MLR,0.01930746421313368,400,TEST,0.010472360984078562,0.0281425674421888
topo,8,C,SYMMETRY,RF,0.03930680864879615,400,TEST,0.03182872694431789,0.046784890353274405
topo,8,C,SYMMETRY,SVR,-0.04186496348185605,400,TEST,-0.05496817769662928,-0.028761749267082824
topo,8,C,SYMMETRY,MLP,-0.001683698142213567,400,TEST,-0.01421895130875721,0.010851555024330077
topo,8,C,SYMMETRY,MLR,0.01755620317870417,450,TEST,0.01092402475328071,0.024188381604127628
topo,8,C,SYMMETRY,RF,0.04276305572739614,450,TEST,0.03577554418637734,0.04975056726841494
topo,8,C,SYMMETRY,SVR,-0.02509905871565209,450,TEST,-0.03700561774409387,-0.013192499687210313
topo,8,C,SYMMETRY,MLP,0.011176998927122915,450,TEST,-0.00016972581201707762,0.02252372366626291
topo,8,C,SYMMETRY,MLR,0.02037357251177689,500,TEST,0.01458806382990355,0.026159081193650232
topo,8,C,SYMMETRY,RF,0.047153568642486515,500,TEST,0.041275594736470994,0.053031542548502036
topo,8,C,SYMMETRY,SVR,-0.008792010603728587,500,TEST,-0.016830956295399754,-0.0007530649120574221
topo,8,C,SYMMETRY,MLP,-0.004172251026937842,500,TEST,-0.01651108925385154,0.008166587199975858
spatial,8,C,ACTIVITY,MLR,-4.7019033502664165,50,TEST,-8.445220750958889,-0.9585859495739433
spatial,8,C,ACTIVITY,RF,0.028130262427098752,50,TEST,-0.018137759723806813,0.07439828457800432
spatial,8,C,ACTIVITY,SVR,0.17303717277853786,50,TEST,0.13237469266770557,0.21369965288937015
spatial,8,C,ACTIVITY,MLP,-1.3503364373760482,50,TEST,-1.6719289915488258,-1.0287438832032707
spatial,8,C,ACTIVITY,MLR,-0.09468963350751823,100,TEST,-0.15858407767275853,-0.03079518934227793
spatial,8,C,ACTIVITY,RF,0.19175533611641987,100,TEST,0.1645166927783827,0.21899397945445703
spatial,8,C,ACTIVITY,SVR,0.1919389438646416,100,TEST,0.16149881919653727,0.22237906853274594
spatial,8,C,ACTIVITY,MLP,-6.904161510562735,100,TEST,-11.31788438160978,-2.490438639515691
spatial,8,C,ACTIVITY,MLR,0.09436377891353667,150,TEST,0.06735359159852067,0.12137396622855268
spatial,8,C,ACTIVITY,RF,0.18115164701355915,150,TEST,0.15475135750272448,0.20755193652439383
spatial,8,C,ACTIVITY,SVR,0.2426894899334263,150,TEST,0.21896644521903347,0.2664125346478191
spatial,8,C,ACTIVITY,MLP,-0.3959421617387092,150,TEST,-0.5723149728391841,-0.21956935063823435
spatial,8,C,ACTIVITY,MLR,0.18370209782483102,200,TEST,0.15851006826299202,0.20889412738667001
spatial,8,C,ACTIVITY,RF,0.23552421556192205,200,TEST,0.21918764377852942,0.2518607873453147
spatial,8,C,ACTIVITY,SVR,0.2657409808530959,200,TEST,0.24510271393779448,0.2863792477683973
spatial,8,C,ACTIVITY,MLP,-0.0427092172756544,200,TEST,-0.09009797763914412,0.004679543087835317
spatial,8,C,ACTIVITY,MLR,0.19110474268142855,250,TEST,0.170772520954034,0.2114369644088231
spatial,8,C,ACTIVITY,RF,0.2587581217355646,250,TEST,0.24425927499246566,0.2732569684786636
spatial,8,C,ACTIVITY,SVR,0.2923609125127814,250,TEST,0.27242715589105354,0.31229466913450926
spatial,8,C,ACTIVITY,MLP,0.13696646579596028,250,TEST,0.10381270511863329,0.17012022647328728
spatial,8,C,ACTIVITY,MLR,0.17804542141913876,300,TEST,0.15615993741316536,0.19993090542511216
spatial,8,C,ACTIVITY,RF,0.2824336613601138,300,TEST,0.2645784746532079,0.30028884806701966
spatial,8,C,ACTIVITY,SVR,0.2947253392314623,300,TEST,0.2766724795997717,0.31277819886315295
spatial,8,C,ACTIVITY,MLP,0.14361881000224133,300,TEST,0.11936982300139434,0.16786779700308832
spatial,8,C,ACTIVITY,MLR,0.22609649597045844,350,TEST,0.20800756485851343,0.24418542708240346
spatial,8,C,ACTIVITY,RF,0.28314257588676145,350,TEST,0.2687748682844382,0.2975102834890847
spatial,8,C,ACTIVITY,SVR,0.2770604990751429,350,TEST,0.26222121269500165,0.29189978545528417
spatial,8,C,ACTIVITY,MLP,0.21268304349280007,350,TEST,0.1855652246923175,0.23980086229328262
spatial,8,C,ACTIVITY,MLR,0.24104783191606155,400,TEST,0.22952642547625504,0.25256923835586803
spatial,8,C,ACTIVITY,RF,0.2702859031326301,400,TEST,0.2548004330709038,0.28577137319435647
spatial,8,C,ACTIVITY,SVR,0.28487830612323073,400,TEST,0.27037489714036456,0.2993817151060969
spatial,8,C,ACTIVITY,MLP,0.2277408325379238,400,TEST,0.2123450322353592,0.2431366328404884
spatial,8,C,ACTIVITY,MLR,0.24434271572756544,450,TEST,0.23425295948607514,0.2544324719690558
spatial,8,C,ACTIVITY,RF,0.2707238309280713,450,TEST,0.26054378835758063,0.28090387349856194
spatial,8,C,ACTIVITY,SVR,0.2796386338289442,450,TEST,0.26661959950918773,0.2926576681487007
