feature,timepoint,context,response,model,num_observations,train_r2s,test_r2s,train_rmses,test_rmses,set,r2_mean,r2_se_lower,r2_se_upper,rmse_mean,rmse_se_lower,rmse_se_upper
naive,0,C,ACTIVITY,SVR,150,"[0.47168175024958237, 0.6217612681760771, 0.5524155044607764, 0.5705876591867383, 0.6183047467679731, 0.4768898672334473, 0.5433933314061905, 0.41671655454226253, 0.5260126400256163, 0.5506980435208957]","[0.27570702449937134, 0.28299533744173644, -0.02119374475773772, 0.2434495216176269, 0.39124428585532145, 0.14206414706475745, 0.3728188920907708, 0.07071038681973418, 0.3685652841750596, 0.22603456079236628]","[0.26222975752851363, 0.1967950099782988, 0.2544684459788558, 0.2269646735355663, 0.24969626063756767, 0.23289334006803264, 0.266937920451323, 0.2685921789167259, 0.23586045092052768, 0.23263701664216618]","[0.31229985727543386, 0.32892485260438215, 0.33255157835389704, 0.3429076400146688, 0.29622601228079376, 0.31953209720595427, 0.2733006370958922, 0.32798244700056495, 0.28312474135988214, 0.3124355505588666]",TRAIN,0.5348461365569559,0.5154009947460139,0.5542912783678979,0.24270750546575776,0.23605482268446162,0.2493601882470539
naive,0,C,ACTIVITY,MLP,150,"[0.21486995060080127, 0.3969681744757477, 0.3310112901228829, 0.06375859026082542, 0.28538842814566245, 0.28735950712703273, 0.23164460977097068, 0.24480623121877465, 0.5116389490192124, 0.4443841299083291]","[0.08609374811393156, 0.11074121512179136, 0.2237619475736795, 0.06979819797776998, 0.003667965694627018, 0.30480562543555123, -0.045783773071190303, 0.1989116114373145, -0.05496949321256994, -0.029420829378184576]","[0.3092254642852847, 0.28204095364792, 0.28722893403766153, 0.34461059562991225, 0.2731294268451421, 0.2944064364313851, 0.30166816971646543, 0.32775138129281556, 0.2698733678897404, 0.27913319089871563]","[0.37524265697709175, 0.33144464812384733, 0.30764494700164924, 0.3376364127319121, 0.32875153586012096, 0.29999616647855804, 0.3520058793581775, 0.3179503921030134, 0.3661922052392512, 0.344336924364626]",TRAIN,0.30118298606502386,0.26282447010164056,0.33954150202840716,0.2969067920675043,0.2896030684653998,0.3042105156696088
naive,0,C,ACTIVITY,MLR,200,"[0.30268897169377074, 0.31327645216593725, 0.23972322186984962, 0.30362280059117175, 0.3071516088218498, 0.24918032938853307, 0.26688975837208595, 0.28013747824145196, 0.2603988485210369, 0.29820090998610815]","[-0.14415817102997974, -0.04775965797246795, -0.14919886962807527, 0.05496172800765764, 0.10875381794246863, 0.06601106448888416, -0.0934559191529607, -0.18202007342592386, 0.12708285993108315, -0.01826032538246558]","[0.29201563599881686, 0.2922562365620061, 0.30277000384102, 0.30569736369353856, 0.3092666328707252, 0.3062824729275577, 0.3322793601222581, 0.3274908297854721, 0.32022273029938697, 0.3162452968016247]","[0.3315499922075671, 0.3934433195931217, 0.3631717218970901, 0.3515035984899828, 0.36268387959683107, 0.32189715930964696, 0.363113492567596, 0.3885383115569802, 0.37269822210027537, 0.3339568876532512]",TRAIN,0.2821270379651796,0.27416992672919577,0.2900841492011634,0.31045265629024066,0.30636954493763124,0.3145357676428501
naive,0,C,ACTIVITY,RF,200,"[0.5224752269208348, 0.5997844130770347, 0.5269747510123503, 0.5385103658771833, 0.5465999191964267, 0.4815711351902059, 0.5578050204298999, 0.5367627923101097, 0.5228224115900912, 0.6082126493803467]","[0.12860940682726596, 0.24236139523921585, 0.18518604236845193, 0.1613977885976523, 0.11204455753875153, 0.15370292308494415, 0.18330917706574967, 0.2813392865845685, 0.40217343060928756, 0.1829975708833217]","[0.2477509959523027, 0.23090730482086053, 0.2474254111152696, 0.24601102066663913, 0.2599210029207147, 0.2734801064714379, 0.2524893567174862, 0.2543465002036802, 0.25243185084963776, 0.227911763539063]","[0.35890510688953975, 0.333876154369191, 0.33431213607360943, 0.34625740438970376, 0.34895714882102263, 0.3638642114474778, 0.3124848201831223, 0.28351223473321546, 0.26452982819953946, 0.26992619217503305]",TRAIN,0.5441518684984483,0.5329207446718977,0.555382992324999,0.2492675313257092,0.2453236764385096,0.2532113862129088
naive,0,C,ACTIVITY,SVR,200,"[0.5432528720115418, 0.5043192057356163, 0.5855582332348871, 0.5036759522318122, 0.5912370475544142, 0.5511239977938878, 0.49459669848024657, 0.5409485661083284, 0.549646241976768, 0.48767032709875924]","[0.03377757742449239, 0.11336842417828086, 0.2845412300775948, 0.32120174561522485, 0.20648024383698704, 0.054987855209277736, 0.23758847240361292, 0.22596398410347474, 0.032039512224661504, 0.11487852036544544]","[0.2564442340690808, 0.2719457933845726, 0.22665965784337302, 0.2606043460251144, 0.24688924537118903, 0.24283594120162036, 0.2609348956697832, 0.23467171450972354, 0.2503635765005918, 0.2826519742261106]","[0.33946205159186044, 0.351215168303773, 0.2609153051391066, 0.29130658901967715, 0.32306628510587687, 0.339880230210287, 0.3411460175811896, 0.33256820312502905, 0.37945889659252574, 0.32981295321655735]",TRAIN,0.5352029142226262,0.5242068460236524,0.5461989824216,0.25340013788011595,0.24835378001376482,0.25844649574646705
naive,0,C,ACTIVITY,MLP,200,"[0.31480670008226885, 0.21671097334751876, 0.3025675158110641, 0.3881700911044246, 0.34052816991564716, 5.912860134849041e-07, 0.41745864722838677, 0.19326403853791962, 0.2417085975087605, 0.3217331275305503]","[0.30055992175349155, 0.14284222734019603, 0.18083895666754235, 0.16314321184386493, 0.2166079842057269, -0.0004687703144694577, 0.16496085714428577, 0.1936685853144684, 0.2007863442138117, 0.1429845735043087]","[0.30097871790024766, 0.32117888208743506, 0.29085585608135495, 0.2793167004945013, 0.2997923135059452, 0.3676046618911512, 0.2721644860535534, 0.32803224546251947, 0.31746688319303024, 0.3058325416345453]","[0.32626548950918727, 0.3165917729106413, 0.34183278034782416, 0.34496249836872717, 0.3175202028424721, 0.3503431728497814, 0.28124779249095844, 0.33210726264100454, 0.32826850552592707, 0.30487027735471717]",TRAIN,0.2736948452352554,0.2378174513417547,0.3095722391287561,0.3083223288304284,0.3001135090456779,0.31653114861517895
naive,0,C,ACTIVITY,MLR,250,"[0.23799578247650233, 0.36565154659482946, 0.15454325947765268, 0.2956256310820896, 0.2935531159959247, 0.31978041854961037, 0.22948404042950987, 0.31909099678256214, 0.2236390946149469, 0.21141732182745432]","[0.3125764447658458, -0.17121309783742356, 0.08396577362940494, 0.17950019943198803, 0.04069268464665443, 0.37203797905701386, -0.0026207517609329045, -0.06889766306492673, 0.04150743443352678, 0.12511942917868835]","[0.3271632640447583, 0.2839161711908008, 0.32428556161454275, 0.30328181167076196, 0.3001358652477509, 0.30194987994835853, 0.32509257572028477, 0.2911833961189372, 0.3097944001883, 0.31478049234350397]","[0.29955861621105406, 0.3970486704417981, 0.3921222574370795, 0.3279762656480269, 0.32569841037727243, 0.3063761873676286, 0.3638087092143648, 0.3946467680465585, 0.370696623160482, 0.3428862321807677]",TRAIN,0.2650781207831082,0.24595124354856668,0.28420499801764976,0.3081583418087999,0.303734441467212,0.3125822421503878
naive,0,C,ACTIVITY,RF,250,"[0.42784707798634847, 0.536010113013263, 0.5294348448097908, 0.544528550337821, 0.5604352132689937, 0.4395446067531936, 0.4884189825623736, 0.5071220372673503, 0.5364784507447224, 0.4782202437297828]","[0.22490536795137495, 0.38008334711893677, 0.07272756955964133, 0.2701866602059628, 0.33299051283847325, 0.1614857501916196, 0.13575114474734296, 0.27887205335271226, 0.15861016798985972, 0.2274122324610034]","[0.27036577580603477, 0.23210178424598946, 0.26253337428180906, 0.2337788054833194, 0.23983336965876764, 0.28589891425373287, 0.26457903198432076, 0.2599861835437701, 0.2561279444498194, 0.26698193504990037]","[0.3050084706216523, 0.27178714311311714, 0.3449149988699452, 0.3024169468289387, 0.306141430671385, 0.2935182035831662, 0.31540071290434835, 0.31849934434685734, 0.3068347621140972, 0.31069187105421964]",TRAIN,0.5048040120473639,0.4912325946312882,0.5183754294634396,0.2572187118757464,0.2520568054100835,0.2623806183414093
naive,0,C,ACTIVITY,SVR,250,"[0.49509112099030916, 0.5105630663055247, 0.47474913562913557, 0.45821776385994684, 0.4806411815677093, 0.4805988249897256, 0.4479214488020291, 0.49428971913295094, 0.469216172565767, 0.4685335563328411]","[0.11026974967670833, 0.09725937201685153, 0.241063678861276, 0.013140641685241317, 0.1433998069148027, 0.2390720467602655, 0.050140340138526196, 0.2719326146744019, 0.12587062298558016, 0.1195063983981306]","[0.27455315089912696, 0.2544221646190118, 0.27375154085060843, 0.2620109248875948, 0.25481133013246554, 0.259846410512823, 0.2728227474867968, 0.2732756338588234, 0.26278534355821337, 0.2619089025377371]","[0.3252979449265042, 0.35772027068425233, 0.3088505481959609, 0.3454970082565922, 0.33833424537380835, 0.3072152632569385, 0.35165507295286114, 0.30561850083189235, 0.3390807419423584, 0.38901036898353647]",TRAIN,0.47798219901759403,0.47241000499357594,0.48355439304161213,0.2650188149343201,0.2626456664988562,0.26739196336978405
naive,0,C,ACTIVITY,MLP,250,"[0.4189751717088469, 0.37864194728276934, 0.4175978958832979, 0.31515263663233795, 0.4219230002130111, 0.20743453207207363, 0.34020705144894936, 0.3294120946737199, 0.32358782124791874, 0.42501250270921265]","[0.09348325208967478, 0.14590889326752254, 0.31126124018200796, 0.2707306226099202, 0.05924580470280072, 0.026790575012241358, 0.18375779450118157, 0.003251079907754195, 0.27130908211769444, 0.12868765582088237]","[0.29746650250941403, 0.2747712499993146, 0.27920659244808604, 0.30713652318080026, 0.28298393618465323, 0.33041095127062553, 0.29465905860633373, 0.2953107191659676, 0.2946743597950676, 0.28916827479454654]","[0.3164156217534484, 0.3052595339069373, 0.28223574330406603, 0.2784618254921787, 0.32458027725508376, 0.36053292800058684, 0.32079945968003, 0.33596393642888367, 0.33282565328611563, 0.33124503001784633]",TRAIN,0.35779446538721377,0.3370348204353981,0.3785541103390294,0.2945788167954809,0.28984290291041653,0.2993147306805453
naive,0,C,ACTIVITY,MLR,300,"[0.21398216818721694, 0.3088399079683213, 0.34522338788197116, 0.2553848373954385, 0.15961362646443655, 0.2777799197200269, 0.320023449473566, 0.2312118177773138, 0.17104004054022615, 0.29340923704963506]","[0.07279682993854197, 0.08657780319955843, -0.042831662344892996, 0.0016322541430769943, 0.2224375168055014, 0.0866393271928737, 0.1644985135583229, 0.13391703408404654, 0.21681127743236983, 0.14229179024877003]","[0.32338850526981144, 0.29952533152659316, 0.29947825066178313, 0.32038101158821897, 0.33651949756238314, 0.31948792458719, 0.3064494521364436, 0.3306965988320074, 0.31319939049043627, 0.3113495381248803]","[0.3294462901005229, 0.35671477005760605, 0.35810607707993386, 0.34818142885935416, 0.3154405391056705, 0.38033940319068194, 0.31339774058616865, 0.31052428867456217, 0.35892033594902967, 0.3444165951947127]",TRAIN,0.2576508392458152,0.2387862447823371,0.2765154337092934,0.31604755007797475,0.3123219197229863,0.3197731804329632
naive,0,C,ACTIVITY,RF,300,"[0.45320290364829807, 0.49029426016804967, 0.44247759008983756, 0.48070241645539136, 0.49168141942994703, 0.5060613239684835, 0.4923635458156177, 0.48894739406059395, 0.4319750270264262, 0.4176019365622631]","[0.2814996512481437, 0.15820148980984494, 0.25412678312063286, 0.23120219706453582, 0.23568150456716275, 0.32139079411275484, 0.18098469309548504, 0.17956692291285736, 0.31538079548570674, 0.32808141195249696]","[0.2768571933659282, 0.2641136519905048, 0.2749978311531098, 0.2656449069910107, 0.2602609231447731, 0.2696736491137656, 0.2606038188372408, 0.2602855960532958, 0.2760896278813902, 0.28312317653655417]","[0.30926224517982076, 0.3228470934686616, 0.3187147225650976, 0.3177603793833414, 0.29718395740165937, 0.2842034816484328, 0.3215178991485279, 0.3017191119343393, 0.2894091196688331, 0.28443218235533413]",TRAIN,0.4695307817224908,0.46037386459465623,0.47868769885032536,0.2691650375067573,0.26670422658560383,0.27162584842791077
naive,0,C,ACTIVITY,SVR,300,"[0.5139173555897599, 0.45898447662750064, 0.4687678303639171, 0.49643675175986757, 0.4146141985164369, 0.465910845499782, 0.4261168117003833, 0.4831293678004783, 0.4866651147879518, 0.465847883131173]","[0.01479931078084118, 0.20904739186175392, 0.17787546643446062, 0.16277683334322968, 0.18245346956134356, -0.007505973479282391, 0.31526870652660277, 0.2850138771090671, 0.327705590730908, 0.20593924850947276]","[0.2586545701837001, 0.2742567346388709, 0.263232301844291, 0.2635259668850408, 0.2723993231523453, 0.2719554431772307, 0.28400767264208227, 0.26350134174310746, 0.2554029448735075, 0.2731054464195416]","[0.36252593255022453, 0.32063706676517206, 0.3221647602483808, 0.3240205013574541, 0.31063411809726216, 0.359503407142698, 0.30067638922419265, 0.304302146530306, 0.29255113266111016, 0.3000357917228081]",TRAIN,0.468039063577725,0.4589895154805317,0.47708861167491834,0.2680041745559717,0.26542451179506804,0.27058383731687535
naive,0,C,ACTIVITY,MLP,300,"[0.3784333073304692, 0.36158652392008495, 0.3792373692121145, 0.37302153071682276, 0.41617804863742636, 0.3549481839167612, 0.3271838462965395, 0.4390522378065497, 0.3198597329414401, 0.48014062475094677]","[0.21923731281505765, 0.2691181095959404, 0.14482779000831947, 0.15087860685066234, 0.23432529397545143, 0.17556428502134935, 0.3121378336177818, 0.37133484604081757, 0.21125188087702473, 0.1852994578669387]","[0.27962894597190596, 0.28644244191088386, 0.2706497055944745, 0.28847560727489885, 0.273769381400087, 0.30130346975639566, 0.2998723895909655, 0.26269556743695566, 0.30022548423006473, 0.2664584576608121]","[0.3256285208413512, 0.3229833738291567, 0.342361482277546, 0.312623484811676, 0.34893229451567126, 0.35142361529330346, 0.2968607399537702, 0.2925802524500218, 0.32517388086466775, 0.3240780184508076]",TRAIN,0.3829641405529155,0.3680775412112253,0.3978507398946057,0.2829521450827444,0.27860103910314865,0.28730325106234017
naive,0,C,ACTIVITY,MLR,350,"[0.22013065242143703, 0.21026014679747407, 0.19958096347413357, 0.16977121210035495, 0.29241629473642516, 0.23218310034912482, 0.26010253114506776, 0.28076409605116404, 0.2291951039400012, 0.1577599970447371]","[0.27651272730414955, 0.12643182005106335, 0.1885348609210621, 0.16390725584963528, -0.03151975108590954, 0.10618221251608317, 0.02620303819429126, 0.010783984871358676, 0.1209940016519816, 0.21953016354717625]","[0.31849802255337306, 0.32741237933094847, 0.32232714056271927, 0.3440547287454612, 0.3091311491857848, 0.29399881716953175, 0.3084382037596527, 0.3152141073628772, 0.31767179857051825, 0.330320140466832]","[0.32833844988738115, 0.32526785110199435, 0.3226642491047333, 0.33393361504394553, 0.3576214408046854, 0.3663666117494487, 0.3817214453624199, 0.36499709638432754, 0.3502877108815438, 0.3184965051623753]",TRAIN,0.225216409805992,0.21202018131475325,0.23841263829723075,0.3187066487707699,0.31459907474686627,0.3228142227946735
naive,0,C,ACTIVITY,RF,350,"[0.4379768382354948, 0.42384589492802316, 0.5158790472321161, 0.4581089296392167, 0.4010159557987554, 0.41052862561882364, 0.4434605240020668, 0.5071481179579301, 0.440252663150679, 0.4282059863594643]","[0.3005868334156433, 0.2505720168036396, 0.27010638764216344, 0.25220434731559693, 0.2981770652174678, 0.22451030609556155, 0.24752695314048967, 0.14570876921803078, 0.23230714940489894, 0.23206524073091406]","[0.27124621515327596, 0.28066481565437773, 0.2561659754152002, 0.27263603292671945, 0.2796859887771967, 0.2887710402997406, 0.27972010015361815, 0.2588769304071367, 0.27058819166097636, 0.28565036001096783]","[0.31896486610974406, 0.3100394765770096, 0.2955573092377651, 0.2960776794076918, 0.31917627905346335, 0.3328920813437163, 0.3201062922272536, 0.340951668065463, 0.3134832044725611, 0.3299376863082136]",TRAIN,0.44664225829225707,0.4352590510720555,0.45802546551245865,0.27440056504592103,0.27119179017330475,0.2776093399185373
naive,0,C,ACTIVITY,SVR,350,"[0.5469691967056263, 0.421849473341778, 0.529355522392921, 0.5213003968995289, 0.47463570887741013, 0.4930817501215381, 0.46077538541232144, 0.4681852434732854, 0.4986160065064501, 0.5366454743948372]","[0.03703008403717534, 0.28147522161327887, 0.17254408437664004, 0.2453211830096026, 0.05363014489755513, 0.19076825633148065, 0.1663079812949364, 0.19830068603615025, 0.04182151465292416, 0.05523353953330534]","[0.2394163801772397, 0.28006243474174886, 0.24675978615385885, 0.2568434932262726, 0.2570695396503233, 0.26101855709891897, 0.2671029490129408, 0.2666119483281446, 0.2640316114218476, 0.246467805707839]","[0.374758334024847, 0.30755692206784524, 0.313902717548204, 0.3173708329025126, 0.35673147483089424, 0.3054471323872431, 0.31399576421655534, 0.33208313735587563, 0.3319866911825786, 0.35908000552682734]",TRAIN,0.4951414158125697,0.48331780796400853,0.5069650236611309,0.25853845055191343,0.25494225645620083,0.26213464464762604
naive,0,C,ACTIVITY,MLP,350,"[0.46342275494247875, 0.36069627673099447, 0.41996670725270646, 0.4272480415670137, 0.49915480264738954, 0.3479106726233244, 0.4401589414469981, 0.3123370630576737, 0.2883646223824343, 0.40908730825998385]","[0.03234064575333595, 0.15226828427342076, 0.22247546581931532, 0.30058616823786233, 0.048197758177480066, 0.25603519399237884, 0.28990569021939205, 0.2694745282636146, 0.22820170775239923, 0.276798500069955]","[0.2741591781278397, 0.2954403088648212, 0.2741599112257587, 0.27301121152451924, 0.262384872288168, 0.2831620181101495, 0.28157108060079844, 0.2992930354542679, 0.30932373549110437, 0.2765092389683982]","[0.33598763295278317, 0.32050590452616146, 0.3146880440116169, 0.3122785787083006, 0.35462899005050885, 0.33018719156359777, 0.2963334530057875, 0.3301989770017301, 0.31104943748291425, 0.3126822638964271]",TRAIN,0.3968347190910997,0.3765873231212338,0.4170821150609656,0.2829014590655825,0.27861388287151223,0.2871890352596528
