feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,set,se_lower,se_upper
topo,14,C,ACTIVITY,MLR,"[0.5554629761618916, 0.5443724982734415, 0.496250230014336, 0.5255612836472776, 0.5367689516230361, 0.5663939538350258, 0.5070833413868339, 0.5294201870922057, 0.5696254174575988, 0.5371407330014817]",0.4716297173578733,"[0.40335171512293655, 0.44663316942798303, 0.5312744416268502, 0.5194561368530971, 0.49265445022072596, 0.4340377839202957, 0.5478841584030392, 0.4766905949346355, 0.3927546394647301, 0.47156008360443924]",TEST,0.45580303090541047,0.4874564038103361
topo,14,C,ACTIVITY,RF,"[0.5398740964408769, 0.5458947238212195, 0.540663983488084, 0.5093065053893044, 0.5215508860258358, 0.5556771437587371, 0.5532589748659718, 0.5356309542010493, 0.5281505857987493, 0.5560015145718892]",0.4239089788430767,"[0.40584565063135103, 0.41688398931064097, 0.42283461948298307, 0.49340976269752324, 0.4677117609854453, 0.3732175759180425, 0.39630721872371166, 0.43126024353251113, 0.4581992836861385, 0.3734196834624194]",TEST,0.4119773646308928,0.43584059305526063
topo,14,C,ACTIVITY,SVR,"[0.5148675051655308, 0.5796916021126117, 0.6065930143862287, 0.5207305730546279, 0.5770826046131678, 0.5801996254197883, 0.5878593527090994, 0.5681726463050187, 0.5176905495229847, 0.5519906695488341]",0.4864766899783333,"[0.6048654496045078, 0.4077433373391678, 0.42058567088586585, 0.5674037706699983, 0.4463383058504774, 0.424683253503806, 0.39803651081509306, 0.4658973705522528, 0.6179081105707489, 0.5113051199914151]",TEST,0.46144250942134385,0.5115108705353227
topo,14,C,ACTIVITY,MLP,"[0.6410006651859302, 0.6025006707176965, 0.6627308327412833, 0.6203947177273117, 0.6653884739768162, 0.6913870922042475, 0.6409261203326991, 0.5906306676878046, 0.614398880669504, 0.6117491161646249]",0.4603765845963658,"[0.45369728381789554, 0.5112385576864142, 0.42906051651210875, 0.4820787934726971, 0.43452566037675167, 0.34999641046221863, 0.441459568417484, 0.4720647977963671, 0.5291853598824752, 0.500458897539246]",TEST,0.44495873919666395,0.4757944299960677
topo,14,C,GROWTH,MLR,"[0.6366215952965891, 0.6385690841302687, 0.6206136317262105, 0.6193275727601105, 0.6483148101518144, 0.6591821944168903, 0.6491359194504738, 0.5881771931827089, 0.6208457738143124, 0.6456246283466043]",0.4268354320695834,"[0.22047227749863807, 0.44985286607314257, 0.2885649047957174, 0.5247705880923276, 0.30566777847937165, 0.4616932915595282, 0.4388297344813068, 0.5954283849712615, 0.49062084502478953, 0.4924536497197506]",TEST,0.3915276376854743,0.46214322645369255
topo,14,C,GROWTH,RF,"[0.709485565204371, 0.6977176793731912, 0.7191168885984804, 0.6958838832879555, 0.7106860996146902, 0.7012233512720419, 0.6780633580354658, 0.7136091770458225, 0.6847411769104556, 0.7045737183929339]",0.4023533039007216,"[0.3562715895157478, 0.39302905010834144, 0.3240688071012803, 0.48083453695319933, 0.3407644206145637, 0.40032008875198666, 0.4194200678726795, 0.46587734341609754, 0.4436980940114206, 0.39924904066189937]",TEST,0.38675164913378157,0.41795495866766164
topo,14,C,GROWTH,SVR,"[0.6233215733277555, 0.599370899717275, 0.6049888552668075, 0.6235688665815359, 0.6333553109507906, 0.6227844171638175, 0.6244706012800119, 0.6009306155303635, 0.6225280275035809, 0.6225947710346107]",0.4565525597832772,"[0.4539052829800071, 0.5016052773724762, 0.42146628833173183, 0.3953518210873518, 0.42711078233894695, 0.4243255419353751, 0.3371507910959002, 0.582359641556438, 0.5420203065408109, 0.4802298645937343]",TEST,0.43490347529333995,0.47820164427321443
topo,14,C,GROWTH,MLP,"[0.6495994690924873, 0.6558108411539232, 0.6652348138052381, 0.6626487070499849, 0.6505455382676519, 0.6530304142609429, 0.7018190562730067, 0.6820692396145955, 0.6554782676974236, 0.6601105643657148]",0.4020391723794129,"[0.5467936987832864, 0.5736105383198008, 0.5229488077497465, 0.21929902537889945, 0.3595891045841759, 0.5411875807029115, -0.0786191010671875, 0.2549429028898802, 0.5641240084447972, 0.5165151580078186]",TEST,0.33788202708215537,0.4661963176766704
topo,14,C,SYMMETRY,MLR,"[0.1744903289669263, 0.20607187444484343, 0.25269274236946215, 0.20844027158945366, 0.21138220072267955, 0.2267230182735659, 0.22370574861593062, 0.22955464578221918, 0.23489590830575036, 0.26347760427314215]",0.13476896667702487,"[0.21411141464416117, 0.12357068606490862, 0.05194195370755095, 0.17996519476014128, 0.16194310386681932, 0.14121797290207017, 0.15251508856084706, 0.10140703908917692, 0.14576674265551415, 0.07525047051905931]",TEST,0.12021046140435232,0.14932747194969742
topo,14,C,SYMMETRY,RF,"[0.2958326124955295, 0.3080914286564813, 0.3005658441114115, 0.3292096765692999, 0.3073782365679262, 0.3366870855941929, 0.29976927340399606, 0.271475307443502, 0.2947891965299583, 0.2952618732679534]",0.11844319574135599,"[0.14667965868880406, 0.07102646198933416, 0.10828538123159259, 0.08691947464487726, 0.1430939399798895, 0.06119347977106915, 0.11737118305855054, 0.17470471959531975, 0.13739452251545714, 0.13776313593866574]",TEST,0.1075222612619459,0.12936413022076607
topo,14,C,SYMMETRY,SVR,"[0.467314290119612, 0.41190794967185174, 0.43202426033119135, 0.43693530228844824, 0.4258347946522021, 0.4248308927384392, 0.4920577839055261, 0.4546151895529412, 0.46373309462287415, 0.4269205582032395]",0.10970594338993628,"[-0.026414222841106616, 0.17588118802660146, 0.13447167837221763, 0.18369570950466485, 0.1847197256615266, 0.12129516964172637, 0.07248923068434454, 0.0794078465973258, 0.04268235351527172, 0.1288307547367904]",TEST,0.08923204638550067,0.1301798403943719
topo,14,C,SYMMETRY,MLP,"[0.2862940629380907, 0.21013950825997052, 0.23629214771188944, 0.24666158214135325, 0.3066284245112887, 0.22027900903829623, 0.25389673777259614, 0.21458047256104495, 0.26648074021704904, 0.171860245648224]",0.10807194599864314,"[0.0016039981573273687, 0.09139260084797929, 0.12279184240823915, 0.1345491055115723, -0.03552931083372313, 0.17235493297690418, 0.07456833639397997, 0.19040808085046657, 0.07490626085337992, 0.25367361282030576]",TEST,0.08209378167004952,0.13405011032723677
topo,15,C,ACTIVITY,MLR,"[0.7715654065788558, 0.7213124037059145, 0.76300844111718, 0.7641868119756661, 0.7154712039249531, 0.7094707795693271, 0.7131653479593598, 0.7412787035606447, 0.7520786267843674, 0.7550567876531368]",0.6281148076152524,"[0.5605467135365779, 0.6953600066032104, 0.5619921109130701, 0.5746805809155018, 0.6963421884660377, 0.7094901839835202, 0.7098530431815728, 0.6440478603698068, 0.5563220165596023, 0.5725133716236244]",TEST,0.6074333074378414,0.6487963077926634
topo,15,C,ACTIVITY,RF,"[0.6365900129719888, 0.6580543668958935, 0.689285492554131, 0.6732887759086279, 0.6528767534321834, 0.6599270812057623, 0.6447627757794006, 0.6509383687428489, 0.6597041327335015, 0.6459191129230699]",0.5563701290936993,"[0.5857414998345949, 0.596839414073352, 0.40751758701194674, 0.5481650030138548, 0.5244117759230937, 0.5358987383862628, 0.5829718807789739, 0.609502095019182, 0.5718997224080313, 0.6007535744877016]",TEST,0.5385076053390879,0.5742326528483107
topo,15,C,ACTIVITY,SVR,"[0.74368581334739, 0.6899871944450708, 0.7274042728906462, 0.7024836950625525, 0.7416210178403173, 0.717297576165363, 0.7302471191194764, 0.7149968430908138, 0.7237162342632957, 0.7121401670633264]",0.6234144142095145,"[0.540370787749066, 0.7179615744934363, 0.6201793531256417, 0.6669614936033696, 0.5597822852134375, 0.6387749328010384, 0.570890540553171, 0.6426300428729597, 0.6003598884512704, 0.676233243231755]",TEST,0.606539416705693,0.640289411713336
topo,15,C,ACTIVITY,MLP,"[0.7381972490630397, 0.76001807132355, 0.7273343435471347, 0.7666897695325822, 0.7000989024466058, 0.7487292008047648, 0.7425380070780982, 0.7464867231579047, 0.7327265199759845, 0.7339052449659281]",0.6237044883413017,"[0.6263811360998404, 0.5650359375625731, 0.6436120348661678, 0.5624545780465531, 0.7335220943767304, 0.5940477245220234, 0.6192912001778657, 0.5955653462626312, 0.6580148171439952, 0.6391200143546365]",TEST,0.6086172152334159,0.6387917614491874
topo,15,C,GROWTH,MLR,"[0.6130517916215151, 0.6236789443832043, 0.6009078146001366, 0.6004803317173102, 0.5958058377627744, 0.582942606601811, 0.6186108557015486, 0.6122530581411206, 0.612248058279596, 0.5766827872183596]",0.4453804149607873,"[0.5199175686934988, 0.3632642313444384, 0.4961530857621461, 0.5364323404930431, 0.18406090945986286, 0.5465691747780441, 0.3517252536605977, 0.4914793538455273, 0.3904858102318175, 0.5737164213388962]",TEST,0.40903840472796993,0.48172242519360464
topo,15,C,GROWTH,RF,"[0.6786068762297663, 0.7086216705679764, 0.6986485610966182, 0.6818539968873869, 0.6721610101389814, 0.6921514850964409, 0.6812565201539524, 0.6693785723579331, 0.7174488151059613, 0.6916746655549342]",0.4305234062447544,"[0.5110326047570051, 0.357724689939241, 0.38386421906766455, 0.46984737798566967, 0.4477219669174447, 0.3845757262488494, 0.4498080331443922, 0.49807397969481215, 0.39271273295741704, 0.4098727317350479]",TEST,0.4148062523647485,0.44624056012476027
topo,15,C,GROWTH,SVR,"[0.5592289304084603, 0.571314129128188, 0.623390218360232, 0.5625468226592909, 0.5935648533420734, 0.5653934528384403, 0.599064590727567, 0.5999319342733131, 0.6000871145325698, 0.6083284437885113]",0.3237997228113239,"[0.44308948379187074, 0.3289044044728795, 0.2141776744887206, 0.5984270208981473, 0.1291730190517163, 0.5242546490012663, 0.43956711239345836, 0.09722287990307976, 0.10809951924784744, 0.35508146486425274]",TEST,0.26976276676559174,0.3778366788570561
topo,15,C,GROWTH,MLP,"[0.654183119724042, 0.658010632502847, 0.6319066930904143, 0.6205383678883901, 0.6375197139870861, 0.6527639884968425, 0.6183207256852837, 0.605127899076007, 0.6553203359245731, 0.613789206250727]",0.4863304978236621,"[0.22764606878233162, 0.4495835748148388, 0.5259622120473395, 0.5786152952251578, 0.5261521035862327, 0.4236374744659748, 0.5826062861306598, 0.5398405130918611, 0.44195186336753245, 0.5673095867246928]",TEST,0.45399928574777426,0.51866170989955
topo,15,C,SYMMETRY,MLR,"[0.22689495586368214, 0.19992317367772205, 0.1650806833570425, 0.2057905893361861, 0.27113686194938935, 0.1940087382686987, 0.20273036872147254, 0.25125882286530277, 0.23444957866878913, 0.2238748551291596]",0.14789493585913566,"[0.16571903666439491, 0.21559379550904534, 0.2883684676731505, 0.17265984730063644, 0.036355623651290414, 0.21274442477993583, 0.18241493519018237, 0.014565680480877141, 0.05502479482614886, 0.13550275251569455]",TEST,0.12150551136284332,0.174284360355428
topo,15,C,SYMMETRY,RF,"[0.2952793603544397, 0.3270321292148063, 0.30392289876494905, 0.3101187772114672, 0.28917827868256774, 0.3183067567586608, 0.3097188981077007, 0.31039997689747645, 0.3059176558863792, 0.3295665035256792]",0.12937051268510036,"[0.16387644894334763, 0.08219228409194412, 0.13372629053243001, 0.15675880570063583, 0.19616945944521225, 0.11061409858860316, 0.14144828010791466, 0.12281878068245233, 0.08632771021943053, 0.09977296853903317]",TEST,0.11845404175125128,0.14028698361894942
topo,15,C,SYMMETRY,SVR,"[0.4571576908003274, 0.4283854933258662, 0.41856506907036195, 0.4257614972940539, 0.41050052903725587, 0.4295275111092346, 0.44245251638356287, 0.422572368536016, 0.4574972177401182, 0.4214659260231297]",0.10606851869704652,"[0.08954315992283657, 0.0488297351813336, 0.14313018351967322, 0.2549367067080728, 0.1322435445545993, 0.06921203781173468, 0.07825696063872378, 0.1326651430056145, 0.03753737066603102, 0.07433034496184587]",TEST,0.08701257592511413,0.1251244614689789
topo,15,C,SYMMETRY,MLP,"[0.25029299800395266, 0.18769209783433638, 0.19880245275044361, 0.2258884197297666, 0.21722144469164972, 0.26536569059222725, 0.2215559826404795, 0.290368932869693, 0.2486743853745833, 0.2208872969947897]",0.13941080441343615,"[0.1079087587167401, 0.23419155211369846, 0.14658508548101046, 0.15884156364109236, 0.1553627245625646, 0.09865056082264789, 0.1967315454123305, 0.007978866403604234, 0.1414748244554589, 0.1463825625252141]",TEST,0.12126320341156611,0.1575584054153062
topo,0,CH,ACTIVITY,MLR,"[0.19376701846702582, 0.16826715918164525, 0.20831332617215537, 0.17501266815442473, 0.1638978914403496, 0.1929547046849891, 0.18485767690095123, 0.18169697700440968, 0.15187662084846298, 0.22759320114347736]",0.06815097522194455,"[0.041638385528487865, 0.11821798275963147, 0.03309462205099556, 0.08948918420098795, 0.10276193225504027, 0.02935136786573156, 0.03682558770838351, 0.10473094942960004, 0.14514103967459646, -0.019741299254009137]",TEST,0.052798739571479014,0.08350321087241008
topo,0,CH,ACTIVITY,RF,"[0.18546753705720032, 0.1796036531497225, 0.15280358244485304, 0.15953892019531213, 0.1778575783099532, 0.14333151360429486, 0.18067894078342084, 0.14590772993539047, 0.17448667855918176, 0.1946345336791535]",0.05846448028535516,"[0.04398590084555454, 0.036127402707455514, 0.10820466922008565, 0.08073249944037098, 0.043227496129507936, 0.12321638543507918, 0.04933674099119867, 0.09852458421788146, 0.017223780199386862, -0.0159346563329692]",TEST,0.0454154746906017,0.07151348588010863
topo,0,CH,ACTIVITY,SVR,"[0.1632073782647807, 0.21477119019180757, 0.15564888547217814, 0.07911631859713442, 0.14031092309334992, 0.12050838182939128, 0.1863641735981858, 0.11657390650248489, 0.2041235144154372, 0.21010460110321372]",0.026022452949630667,"[0.031412967136547065, -0.07370669929263518, -0.02288594234918695, 0.07934089124241483, 0.127999284548016, 0.12261227967232813, -0.0671373045818573, 0.14080723870813405, -0.05540834369269598, -0.022809841894757987]",TEST,0.00036927139674374984,0.05167563450251758
topo,0,CH,ACTIVITY,MLP,"[0.37828757778686595, 0.508835601469408, 0.1513766366527265, 0.4737655999989453, 0.5985553395994607, 0.35629160090931233, 0.2125794580359941, 0.174522785739331, 0.19987470246123984, 0.16338726248520008]",-0.041506641593470325,"[0.03719304504935994, -0.2608317125915056, 0.09429212889517402, -0.0890178439437661, -0.4170080696349825, -0.061235922648810615, -0.010959970150989706, 0.10802938561085451, 0.060877581644852796, 0.12359496183510998]",TEST,-0.09417745951423334,0.01116417632729269
topo,0,CH,GROWTH,MLR,"[0.3076829476939874, 0.34141512074760927, 0.34582385289775697, 0.3721157974410043, 0.31801802059604944, 0.2822267356804471, 0.3461844426398678, 0.37090150585433823, 0.38268586697122153, 0.3293268237216186]",0.1580443991588271,"[0.3163384112177594, 0.19419917849924662, -0.12621714196114486, 0.10072489055019207, 0.2417347018566317, 0.30989368652279714, 0.18443258628600046, 0.10765142659108284, 0.032658916215311695, 0.2190273358103937]",TEST,0.11764726918797395,0.19844152912968022
topo,0,CH,GROWTH,RF,"[0.29547511799396353, 0.253577164150238, 0.2930130798776316, 0.25486181225324256, 0.2552987836216736, 0.27919551691986655, 0.21757346888483975, 0.28939283993096754, 0.32466136303734694, 0.23370206118963854]",0.14403784539465753,"[0.1466667816938826, 0.21087076353940082, 0.07740971652513917, 0.16755138791456126, 0.2299369170649137, 0.14329763186869804, 0.18647432241871797, 0.05103465790446404, 0.047854783951885804, 0.17928149106491176]",TEST,0.12459853309808805,0.163477157691227
topo,0,CH,GROWTH,SVR,"[0.3427915963641278, 0.2987030805494728, 0.3124037561612357, 0.41632031299649175, 0.3923944369936101, 0.38564228274838996, 0.4214171014480004, 0.38695247298519686, 0.41254089987173925, 0.35567386014874236]",0.08645962786338171,"[0.253969158296542, 0.25371552704307376, -0.06389265459270344, 0.08385309372758376, -0.2293839117558485, 0.038204426355955556, 0.1298438153289594, 0.12962825846871617, 0.03984460944564794, 0.2288139563158904]",TEST,0.04097163817273196,0.13194761755403145
topo,0,CH,GROWTH,MLP,"[0.40943137557203935, 0.47811927355140427, 0.442455874185541, 0.47321269943920397, 0.4251606542905376, 0.3940431266486276, 0.4404230504289436, 0.3965085971700162, 0.42040881390442186, 0.4651762312372101]",0.17851760294813573,"[0.25378458167228857, 0.12714760611749765, 0.16201686469414311, -0.04092636638461422, 0.22935021400593536, 0.33049214844375185, 0.19164000897555278, 0.254136813162506, 0.19679803635658943, 0.08073612243770678]",TEST,0.14718104343764704,0.20985416245862443
topo,0,CH,SYMMETRY,MLR,"[0.27698184522252056, 0.21004110986950852, 0.23165954651650678, 0.2715399197339875, 0.16863024512000013, 0.23033191942239506, 0.24132946937994482, 0.24440381411616663, 0.20493092383517097, 0.19115634831390493]",0.052903109781102166,"[-0.5269845152344337, 0.1499943664136848, 0.0539832820303191, -0.03481275359760372, 0.2523748200619532, 0.12217676098666641, 0.04609198727333852, 0.11176096818682779, 0.16870928305282706, 0.18573689863744214]",TEST,-0.012865114711461574,0.11867133427366591
topo,0,CH,SYMMETRY,RF,"[0.3219035366256727, 0.3360143262309164, 0.31896209892469063, 0.2994978606830603, 0.3091951155830297, 0.3374172512013277, 0.31077921032580447, 0.34719025818560045, 0.3331658970483553, 0.324665043846856]",0.06655227263349325,"[0.03312860745153645, 0.06602117424887466, 0.08465238203270764, 0.12459098409305247, 0.06787999446365223, 0.05460190424315814, 0.08773608097243712, 0.027558244018969225, 0.04810601927227076, 0.07124733553827389]",TEST,0.058014298939553996,0.07509024632743251
topo,0,CH,SYMMETRY,SVR,"[0.27510234110872867, 0.24285018525507385, 0.2770515594407853, 0.3025018087796332, 0.27373651496688933, 0.2759546404673341, 0.2609150316763733, 0.26189416326162196, 0.319786723375443, 0.2970958632155327]",0.0197779180151196,"[-0.06622361554768474, 0.17310878727305812, 0.007204264674452454, 0.04146937231923298, -0.0010937430182833552, 0.042722905881433904, -0.042827360680984805, 0.04748584674476841, -0.06774413793624223, 0.06367686044144527]",TEST,-0.0018488504795940441,0.04140468650983324
topo,0,CH,SYMMETRY,MLP,"[0.2820857849747763, 0.24937086027396316, 0.27084367831038203, 0.2692506794603774, 0.31244786463288354, 0.3027812733272577, 0.29659112713110825, 0.2754797734653536, 0.3423780003282936, 0.2357697144193991]",-0.007451076777014098,"[0.08067313042530222, 0.16486950249377508, 0.1280160477177683, 0.10506391252735947, -0.7983368902782118, 0.009521564980804809, 0.043010971199344605, 0.06991003936814211, -0.03259144728563368, 0.15535240108120785]",TEST,-0.09288689095041748,0.0779847373963893
topo,1,CH,ACTIVITY,MLR,"[0.207580342909102, 0.16661100338836277, 0.17256041745614525, 0.2096525960626422, 0.2259397615982448, 0.2020887760055221, 0.22926176984752433, 0.18107110618150635, 0.1428506583706406, 0.18559665785568713]",0.062203744179144385,"[-0.002883367310202223, 0.10175571109371484, 0.11321743192324096, 0.05983184479383552, 0.020100645344910295, 0.007496769441229789, -0.010967814304188472, 0.09629099074103309, 0.13470368872465843, 0.1024915413432117]",TEST,0.04590355941402879,0.07850392894425998
topo,1,CH,ACTIVITY,RF,"[0.14696625184396428, 0.14963919038815188, 0.14622736518478008, 0.14091681953691848, 0.17139966989561317, 0.16010766553621691, 0.18785506380440375, 0.1610372502869727, 0.18227145759655128, 0.14202465684909127]",0.09365949200402802,"[0.09441100588046214, 0.11874691821640981, 0.11111067052144574, 0.11123247278918846, 0.0769625353229858, 0.09204411837960957, 0.0507611841869442, 0.11005404604541502, 0.03042140024605644, 0.1408505684517628]",TEST,0.08372984197594725,0.1035891420321088
topo,1,CH,ACTIVITY,SVR,"[0.21690117994846592, 0.21020970471601585, 0.28199574346618006, 0.28553776865382297, 0.17864489687903484, 0.3222816705452588, 0.2334733182955503, 0.23234506283881662, 0.29221391287857645, 0.29851656975035457]",0.007803298792444136,"[0.08999628892827294, 0.05185651935773239, -0.07003989605601357, -0.01972163140352312, 0.14775501308754346, -0.14511221798761298, 0.028292416599342007, 0.000481485027315931, -0.018569020681511228, 0.013094031052895527]",TEST,-0.016626212097052517,0.03223280968194079
topo,1,CH,ACTIVITY,MLP,"[0.12719860418014595, 0.14890432255233899, 0.173080651315619, 0.16416742669309325, 0.18707058574141355, 0.34906018406751005, 0.2040836223610054, 0.15691494610185985, 0.1985737457510851, 0.2073837303029732]",0.022496051395331163,"[0.12353548323162877, 0.08179078960215358, 0.0637601529698465, 0.058267449486456124, 0.0427798963975321, -0.21532574121091108, -0.027110122499337308, 0.08501299855559019, -0.04014612139952134, 0.05239572881987409]",TEST,-0.006635540539326561,0.051627643329988884
topo,1,CH,GROWTH,MLR,"[0.3428240089696275, 0.330050647163052, 0.3565346788361683, 0.41052970106308406, 0.39726102177984535, 0.3340624635234243, 0.3868860336108655, 0.4069308659756202, 0.3815021639220977, 0.3341960911687236]",0.2129879465089118,"[0.30731152572708664, 0.306973990565112, 0.22129096879020949, 0.09738954636890973, 0.1574234333078074, 0.2761635394612987, 0.21766344955021066, 0.08366151093705476, 0.20231692447033556, 0.2596845759110935]",TEST,0.18905419456417114,0.2369216984536525
topo,1,CH,GROWTH,RF,"[0.7281448024552684, 0.704174911985342, 0.6930659081233024, 0.7345302397411186, 0.6822295040190285, 0.7064933365635391, 0.7438570116494245, 0.7060398835040196, 0.6875087167111398, 0.694239721175486]",0.1855604907066728,"[0.06213987271624344, 0.04931392475855245, 0.28132535384350654, 0.04735341418250694, 0.2567380157356455, 0.17022782354150834, 0.19212270453550007, 0.2686000978023818, 0.2821343443115678, 0.24564935563931523]",TEST,0.1560232208043352,0.2150977606090104
topo,1,CH,GROWTH,SVR,"[0.33060593680691786, 0.3295569949104401, 0.49599288917775075, 0.3640682547735651, 0.34746971899448664, 0.3334398905141436, 0.34551049032552206, 0.34112470066951994, 0.3455879284211202, 0.394148025026103]",0.20306280404447,"[0.28135544423092906, 0.2783045386833557, -0.13881439586382482, 0.24452491597554205, 0.22926766166090295, 0.25536662779578245, 0.255494330649747, 0.2879138250730413, 0.24142337489248944, 0.09579171734673453]",TEST,0.16347240780847463,0.24265320028046536
topo,1,CH,GROWTH,MLP,"[0.7292707929824547, 0.4609979169774642, 0.7299668998341396, 0.6377663322908305, 0.5837774986285611, 0.6864884641202857, 0.704720065707678, 0.6629081775967952, 0.73523960876045, 0.5783285338114365]",0.06890917150649309,"[-0.27199771689034535, 0.275765990917618, -0.018468120077697492, 0.05708512342369443, 0.0908780506755047, 0.071089662160709, 0.13527749652592103, 0.07981747555831709, -0.049330881317771746, 0.3189746340889813]",TEST,0.019078816599665455,0.11873952641332072
topo,1,CH,SYMMETRY,MLR,"[0.3159635817928612, 0.2776442914741255, 0.3354602188879642, 0.2736028187373053, 0.3390431286261467, 0.34277597654127523, 0.3365640975998605, 0.3193563290873205, 0.27764541824294575, 0.30905035805081704]",-0.004927388817601431,"[-0.007531940806980497, 0.12184211591007155, -0.15271239281976712, 0.11469776243545005, -0.03433369517001128, -0.13885677555486398, -0.05177197256609767, 0.05113019423283327, 0.07682455023991097, -0.028561734076559597]",TEST,-0.033842526061754453,0.023987748426551592
topo,1,CH,SYMMETRY,RF,"[0.19985692549423784, 0.23663070282834164, 0.22449584975138837, 0.21545219106217273, 0.228974478138957, 0.2543690390953727, 0.22875403050994492, 0.23782005425574626, 0.2566744055957614, 0.2491906353426132]",0.08461666254509806,"[0.1264235582358103, 0.018160216761344494, 0.1649546090755858, 0.11451919845129277, 0.06573900238518737, 0.06321839662777007, 0.12435448933658977, 0.08097348660167325, 0.012537934913953941, 0.07528573306177289]",TEST,0.07005587558550883,0.09917744950468729
topo,1,CH,SYMMETRY,SVR,"[0.2732132152514738, 0.2772330002451703, 0.23612468423229882, 0.26103831660415266, 0.24794068853696527, 0.28034144615267764, 0.25434067743652644, 0.297718978959414, 0.30329794534888066, 0.30255412314336205]",0.009372404140647463,"[0.026380436943797658, -0.02299565909560819, 0.1256806205881702, 0.024413088785990467, 0.11796673035925298, 0.05666213396191355, -0.025151287400253075, -0.04964883579343504, -0.05142693093889861, -0.10815625600445533]",TEST,-0.013278152470908636,0.032022960752203566
topo,1,CH,SYMMETRY,MLP,"[0.2798257491284901, 0.279507518329135, 0.2868809527643351, 0.3031385380951066, 0.26846458535170115, 0.2841326370954643, 0.2663436684612276, 0.2786051288074499, 0.25442521328664713, 0.27360524871401837]",0.059854407546250335,"[0.07945651411466725, 0.04358992698336439, 0.06426374032238291, -0.05056972070626564, 0.10935665306855147, -0.00557885967144478, 0.08563069262071066, 0.07552554878526119, 0.17972465609565047, 0.017144923849625404]",TEST,0.04069803288370225,0.07901078220879842
topo,2,CH,ACTIVITY,MLR,"[0.23442533599977267, 0.22867793188902708, 0.19934484337879954, 0.2309240324349111, 0.27060707546366336, 0.20254816243348794, 0.21598230765738347, 0.2140723328876617, 0.2724276804527356, 0.24339460787414713]",0.06693283293811278,"[0.05713680014803868, 0.05202531121106735, 0.154579367813092, 0.06360515890879592, -0.14256714744844, 0.15033613550223013, 0.13638729675675088, 0.11702987905001894, 0.026125482466927585, 0.05467004497264638]",TEST,0.0408547214252544,0.09301094445097116
topo,2,CH,ACTIVITY,RF,"[0.30048220130758274, 0.2776394903535806, 0.26742623192575243, 0.3110555541058041, 0.2669320232350113, 0.2900479500849906, 0.2950861075153336, 0.2805872463131218, 0.30647833463534513, 0.28723135148975465]",0.058797843431015774,"[0.049001054515988685, 0.08828745302044816, 0.0724183643888161, -0.004799709998125845, 0.12906297613738427, 0.013878084530558277, 0.06952186552794037, 0.08218649830707558, 0.0038775504515036197, 0.0845442974285685]",TEST,0.045955761257440386,0.07163992560459116
topo,2,CH,ACTIVITY,SVR,"[0.14993234659089116, 0.14175636482884868, 0.21260298443475267, 0.17905455653543578, 0.1835381572078283, 0.1525823216763761, 0.18017082108217486, 0.1463069961457839, 0.1954981198928415, 0.169803307809117]",0.028563084618345082,"[0.028596125874782885, 0.11959979841123103, 0.0011564421624512544, 0.025019936428973266, -0.024121968892314882, 0.02658114731030292, 0.0513574304615072, 0.07094570197169359, -0.019046659952917322, 0.0055428924077408626]",TEST,0.015546368165131675,0.04157980107155849
topo,2,CH,ACTIVITY,MLP,"[0.505981515448852, 0.2031661874389773, 0.20970779495949765, 0.6220575644648698, 0.4711600839976048, 0.40304912113790514, 0.4146859238062931, 0.5716307346428138, 0.5383173893945384, 0.20748714127112056]",-0.06468419371912812,"[0.04398387223077149, 0.06243956497921954, 0.08397407708384896, -0.07529696207778547, -0.14657431071840588, 0.06244876794836551, -0.13000305810619284, -0.48001827804275843, -0.18683990088050084, 0.11904429039215669]",TEST,-0.11931907455815319,-0.01004931288010305
topo,2,CH,GROWTH,MLR,"[0.36708029329349223, 0.37880281158808116, 0.4172383445694553, 0.37776722055075407, 0.3744758936943421, 0.3048371168796763, 0.3350468060626751, 0.36801608615894854, 0.3432253059005491, 0.33759314803946205]",0.21991607913904065,"[0.24286804531712536, 0.18876467084123016, 0.059638786341437156, 0.1641575375564749, 0.1778984038510627, 0.3041019913814227, 0.27977109189446137, 0.2442594490214206, 0.270780943481855, 0.2669198717039166]",TEST,0.1979799002233122,0.24185225805476912
topo,2,CH,GROWTH,RF,"[0.30739169378668896, 0.33800848664256566, 0.31298906200667176, 0.2785605506041311, 0.3214775782451931, 0.35058569460913336, 0.30736222375778177, 0.3307369891987829, 0.28515597270567683, 0.2964624481236411]",0.1798335230259263,"[0.18627866922699388, 0.16009263311863176, 0.20553750902799395, 0.22808972623218382, 0.16791800484683195, 0.14774669625610093, 0.18731412958552485, 0.1319871358252277, 0.16169206446812512, 0.2216786616716493]",TEST,0.17033746747462547,0.18932957857722715
topo,2,CH,GROWTH,SVR,"[0.31566092764149734, 0.37288374474607966, 0.36752573621073814, 0.3196489012787156, 0.3647103256104334, 0.3457162344856777, 0.4149578084549034, 0.3216441863811479, 0.40125705064422057, 0.3449747478456404]",0.2367249100104067,"[0.22931332720280517, 0.16414074558715097, 0.29110913034919916, 0.29886810225430727, 0.2836801717504761, 0.32515993114149866, 0.054481069103049506, 0.29503688417442187, 0.12702749507931144, 0.2984322434618468]",TEST,0.2094077389379448,0.2640420810828686
