feature,timepoint,context,response,model,R^2,num_observations,set,ci_lower,ci_upper
spatial,0,CH,SYMMETRY,RF,0.06205976957500967,343,TEST,-0.1510894800,0.1879034600
spatial,0,CH,SYMMETRY,SVR,0.08119270528194834,343,TEST,-0.0891102800,0.2042042700
spatial,0,CH,SYMMETRY,MLP,0.04792966785429459,343,TEST,-0.3770711700,0.2577192000
spatial,0,CH,SYMMETRY,MLR,-0.20184342491451088,291,TEST,-2.8366555900,0.2489162700
spatial,0,CH,SYMMETRY,RF,0.0712730595475168,291,TEST,-0.0998991300,0.2123778000
spatial,0,CH,SYMMETRY,SVR,0.06675107372914851,291,TEST,-0.1291947600,0.2615397000
spatial,0,CH,SYMMETRY,MLP,-0.0103261940561117,291,TEST,-0.5639860500,0.2488806400
spatial,0,CH,SYMMETRY,MLR,-0.2217754636011244,238,TEST,-3.5941532400,0.2874931400
spatial,0,CH,SYMMETRY,RF,0.03185455585879051,238,TEST,-0.1474693300,0.1927064500
spatial,0,CH,SYMMETRY,SVR,0.06581066346543972,238,TEST,-0.1223780900,0.2329050000
spatial,0,CH,SYMMETRY,MLP,0.036350045262035266,238,TEST,-0.4900385400,0.2640694300
spatial,0,CH,SYMMETRY,MLR,-0.5993485488563499,186,TEST,-7.1990826900,0.2677974400
spatial,0,CH,SYMMETRY,RF,0.012302548646082215,186,TEST,-0.2089076100,0.2453051100
spatial,0,CH,SYMMETRY,SVR,0.06108332889765292,186,TEST,-0.1520749200,0.3049510700
spatial,0,CH,SYMMETRY,MLP,-0.13062759696490825,186,TEST,-1.4178816400,0.2497816100
spatial,0,CH,SYMMETRY,MLR,-1.1460922299270242,134,TEST,-14.4933175400,0.3144525500
spatial,0,CH,SYMMETRY,RF,-0.02146751833347614,134,TEST,-0.5012243700,0.2458847500
spatial,0,CH,SYMMETRY,SVR,0.02437098177277611,134,TEST,-0.2900808400,0.3117954900
spatial,0,CH,SYMMETRY,MLP,-0.11125356543375092,134,TEST,-1.1477339000,0.2528875300
spatial,0,CH,SYMMETRY,MLR,-3.888140939033134,82,TEST,-19.7355915900,0.1804303200
spatial,0,CH,SYMMETRY,RF,-0.1406316802841782,82,TEST,-0.5779372900,0.2855548000
spatial,0,CH,SYMMETRY,SVR,-0.041951034209065104,82,TEST,-0.4332906100,0.2342061600
spatial,0,CH,SYMMETRY,MLP,-0.29258111675192305,82,TEST,-2.1217083600,0.2119909900
