timepoint,set,model,context,response,feature,r2,r2_se,rmse,rmse_se
0,TEST,MLP,C,SYMMETRY,naive,-0.012144917597695249,0.01765771559766695,0.08060366059964971,0.0011171497846350585
0,TRAIN,MLR,C,ACTIVITY,topo,0.36855678148886567,0.004643583747772493,0.2893008077847252,0.0016268623739669084
0,TEST,MLR,C,ACTIVITY,topo,0.19669231162583362,0.012368297455797464,0.3290087312438254,0.003816546441451791
0,TRAIN,RF,C,ACTIVITY,topo,0.4652357730532085,0.009007688558957934,0.2665451199521806,0.0015842438520766264
0,TEST,RF,C,ACTIVITY,topo,0.22131263776228086,0.020291194323796655,0.32167749626643605,0.002779773475527641
0,TRAIN,SVR,C,ACTIVITY,topo,0.5069731000751966,0.009234539293780592,0.2578514756925956,0.002908351106162989
0,TEST,SVR,C,ACTIVITY,topo,0.20644015565601248,0.020543283337504718,0.31860833781772807,0.006100307765006801
0,TRAIN,MLP,C,ACTIVITY,topo,0.5376867491858576,0.017155113955719635,0.2481656260186281,0.0043814497315899145
0,TEST,MLP,C,ACTIVITY,topo,0.19386440784611092,0.028187364119325677,0.3255208839532292,0.004528734148157778
0,TRAIN,MLR,C,GROWTH,topo,0.3901630513779291,0.006206567788917717,0.1693530902210817,0.0012112426277313014
0,TEST,MLR,C,GROWTH,topo,0.22071596873410212,0.015213385021680959,0.1915943284480069,0.0027276030346662823
0,TRAIN,RF,C,GROWTH,topo,0.4743289772038436,0.003249124766453942,0.15856057989830066,0.0005895886698134284
0,TEST,RF,C,GROWTH,topo,0.26559687061456594,0.011849949120284347,0.18191507361187126,0.0016685017638550983
0,TRAIN,SVR,C,GROWTH,topo,0.5104549663767257,0.006623985474928508,0.15216476077754765,0.0017073666250634256
0,TEST,SVR,C,GROWTH,topo,0.22513213319765651,0.017218438036205104,0.18958581321688558,0.0037482781503144166
0,TRAIN,MLP,C,GROWTH,topo,0.4994682374594088,0.010868346813322178,0.15334324060296797,0.0017057980548298346
0,TEST,MLP,C,GROWTH,topo,0.22199476249381828,0.02080881863662422,0.19081500620564956,0.0034032334004167634
0,TRAIN,MLR,C,SYMMETRY,topo,0.08155703602504447,0.006781527971307982,0.07840545412218952,0.0005021844096994376
0,TEST,MLR,C,SYMMETRY,topo,-0.02169468837395755,0.01272683874400938,0.0825931469394754,0.0009883218683220956
0,TRAIN,RF,C,SYMMETRY,topo,0.10420857975535144,0.0026035751835144353,0.07817457245424127,0.00042498204355611056
0,TEST,RF,C,SYMMETRY,topo,0.0011819088272414847,0.006387126551636789,0.07977858921043073,0.0011396004927746197
0,TRAIN,SVR,C,SYMMETRY,topo,0.3362086477394738,0.0064276011113934646,0.06706045945046943,0.0005243468505455698
0,TEST,SVR,C,SYMMETRY,topo,-0.07776475561202885,0.01398737509399748,0.08377463916737146,0.0011858241855898404
0,TRAIN,MLP,C,SYMMETRY,topo,0.07646627761196098,0.012531582950085135,0.0779220489796219,0.0008537972898123551
0,TEST,MLP,C,SYMMETRY,topo,-0.04086815243491111,0.01600890345286462,0.08499773088077037,0.0015794261391787533
0,TRAIN,MLR,C,ACTIVITY,spatial,0.3634584480167422,0.009162195541401547,0.29039521494538556,0.0019713678148239743
0,TEST,MLR,C,ACTIVITY,spatial,0.2465460736020232,0.018949245766531002,0.3181381895001231,0.0033889302105829773
0,TRAIN,RF,C,ACTIVITY,spatial,0.44958078529053125,0.006159682368992536,0.2698617744911212,0.000932702715025673
0,TEST,RF,C,ACTIVITY,spatial,0.28699680589281956,0.017763229957571774,0.3097428778940153,0.0030329988032504547
0,TRAIN,SVR,C,ACTIVITY,spatial,0.5275436880799382,0.0053885414100953,0.24970527957372646,0.0011458429624700568
0,TEST,SVR,C,ACTIVITY,spatial,0.24938288755422705,0.015572585073372796,0.3181850090840025,0.0030271068225583707
0,TRAIN,MLP,C,ACTIVITY,spatial,0.6447062992619154,0.010053270694113488,0.2178366270224911,0.0032537956946133532
0,TEST,MLP,C,ACTIVITY,spatial,0.0811067388236069,0.0380578886639319,0.34679346936809574,0.008168820825416027
0,TRAIN,MLR,C,GROWTH,spatial,0.40990447208224784,0.013712393151283428,0.1659507578391804,0.0019782211095302664
0,TEST,MLR,C,GROWTH,spatial,0.23411527215514724,0.04137115027703398,0.1900621494305866,0.004419760142929803
0,TRAIN,RF,C,GROWTH,spatial,0.4802509811971977,0.005596058504995881,0.15688289722746052,0.001185749528160155
0,TEST,RF,C,GROWTH,spatial,0.27005898309624243,0.02055888414348832,0.18329181256854368,0.003742949382529406
0,TRAIN,SVR,C,GROWTH,spatial,0.4051813054667196,0.0077078373722340755,0.16677671426446478,0.0014778757369084934
0,TEST,SVR,C,GROWTH,spatial,0.22778903316952404,0.03878995543838575,0.1906232267293321,0.0047663644342209165
0,TRAIN,MLP,C,GROWTH,spatial,0.45056130781219383,0.021911930296569973,0.15938243327776233,0.0032636124929637544
0,TEST,MLP,C,GROWTH,spatial,0.2807886223021371,0.021350713419587785,0.18659820503891453,0.003850814274956341
0,TRAIN,MLR,C,SYMMETRY,spatial,0.0,0.0,0.08227484285658793,0.0007585715505869797
0,TEST,MLR,C,SYMMETRY,spatial,-0.008336086577344127,0.003208976210569059,0.08082581656316135,0.0018177951303943165
0,TRAIN,RF,C,SYMMETRY,spatial,0.15674882940871693,0.0026849690327463843,0.07464834036425465,0.0004532563506136865
0,TEST,RF,C,SYMMETRY,spatial,-0.016031616865454734,0.010136452483046201,0.08332527534660936,0.0010983598886530994
0,TRAIN,SVR,C,SYMMETRY,spatial,0.3393447480735906,0.006164788601347192,0.06674424829405566,0.0003726267927547754
0,TEST,SVR,C,SYMMETRY,spatial,-0.07355341500627872,0.017462412306562685,0.0837794281336101,0.0011754436184660182
0,TRAIN,MLP,C,SYMMETRY,spatial,0.03129369978828961,0.005154042359746522,0.08037415039991136,0.0005210828233185184
0,TEST,MLP,C,SYMMETRY,spatial,-0.0014919179689058426,0.006542530131715321,0.08204424528939601,0.0012779425670501677
8,TRAIN,MLR,C,ACTIVITY,naive,0.3357059872000937,0.007041149018167169,0.2969510993127987,0.0019036855434397854
8,TEST,MLR,C,ACTIVITY,naive,0.2864120120493239,0.016366409944842147,0.3097283270048235,0.004623958232397019
8,TRAIN,RF,C,ACTIVITY,naive,0.5589869492263234,0.006298946270639285,0.24041166977625456,0.0022708664326570476
8,TEST,RF,C,ACTIVITY,naive,0.26210940461766574,0.01475587460166333,0.31923251873362773,0.0049062081466418606
8,TRAIN,SVR,C,ACTIVITY,naive,0.4950996023023769,0.004831388496247287,0.2594441695613838,0.0016896849708570654
8,TEST,SVR,C,ACTIVITY,naive,0.2928526636663381,0.018979913526686307,0.30605146108722475,0.004294496276930098
8,TRAIN,MLP,C,ACTIVITY,naive,0.4707435024097147,0.010286683333898832,0.26492366961936686,0.002860834383309901
8,TEST,MLP,C,ACTIVITY,naive,0.2662447557760588,0.02090528176547449,0.3140344716539398,0.005356752244535018
8,TRAIN,MLR,C,GROWTH,naive,0.5978945518506202,0.009256257005635884,0.13799539324424687,0.0011778077681423697
8,TEST,MLR,C,GROWTH,naive,0.5366458312273206,0.024617088854104623,0.1453392296449657,0.00269158490762667
8,TRAIN,RF,C,GROWTH,naive,0.5442269945719648,0.008492335861281158,0.14531091094761936,0.000961526781441004
8,TEST,RF,C,GROWTH,naive,0.4474357599533804,0.01626515673912004,0.16245981558834832,0.0022770063030905976
8,TRAIN,SVR,C,GROWTH,naive,0.6402814396633677,0.00745815126317926,0.12890430869436356,0.0009649431714202682
8,TEST,SVR,C,GROWTH,naive,0.5037187593741519,0.014510102907230567,0.1555199950169781,0.0018894304558416558
8,TRAIN,MLP,C,GROWTH,naive,0.6478212720744048,0.0055772687967613815,0.1286379081233162,0.0008331859816340442
8,TEST,MLP,C,GROWTH,naive,0.5840940472291161,0.007718860141852842,0.1399489169727341,0.002160106747475576
8,TRAIN,MLR,C,SYMMETRY,naive,0.05160131094972711,0.0031992973604375178,0.07970560687405007,0.0007702951437159665
8,TEST,MLR,C,SYMMETRY,naive,0.0330012114787286,0.00294116034539123,0.08005000411617813,0.0019813005088521332
8,TRAIN,RF,C,SYMMETRY,naive,0.12108255510570735,0.003372726180082726,0.07725606279258031,0.0003758389958986637
8,TEST,RF,C,SYMMETRY,naive,0.04627557908990261,0.004292624917315078,0.07834798535131382,0.001157548742231489
8,TRAIN,SVR,C,SYMMETRY,naive,0.33183794284584067,0.006836352049346299,0.06663656347558337,0.00046937394994091736
8,TEST,SVR,C,SYMMETRY,naive,-0.00590820568314564,0.016717831997174595,0.08244552415980742,0.0013197742268122369
8,TRAIN,MLP,C,SYMMETRY,naive,0.0980830657983767,0.005115457668370187,0.07617719727926002,0.00033416045029372013
8,TEST,MLP,C,SYMMETRY,naive,0.046305655186535066,0.008885399175729006,0.08338875594393086,0.0008490120441142702
8,TRAIN,MLR,C,ACTIVITY,topo,0.4264566698564597,0.00829733100661116,0.27758539092498713,0.0021708023594020696
8,TEST,MLR,C,ACTIVITY,topo,0.2578861640731708,0.015824740698282116,0.31044103513657967,0.0042273958073927856
8,TRAIN,RF,C,ACTIVITY,topo,0.5020482938242352,0.0070788644816161825,0.25819628680402906,0.00263563364518957
8,TEST,RF,C,ACTIVITY,topo,0.2930397308192368,0.02152115480887652,0.3045379540734226,0.006257534373465029
8,TRAIN,SVR,C,ACTIVITY,topo,0.529230610574101,0.007953062100225812,0.2500222113711267,0.003115113917436225
8,TEST,SVR,C,ACTIVITY,topo,0.32406722580905256,0.023707799913591843,0.30118073056678185,0.008312589535336659
8,TRAIN,MLP,C,ACTIVITY,topo,0.5899501462018749,0.008439307121405575,0.23400851717860532,0.0026194198897428996
8,TEST,MLP,C,ACTIVITY,topo,0.2947664006273694,0.021147825330122303,0.3047829645225967,0.0050968809086662376
8,TRAIN,MLR,C,GROWTH,topo,0.65571589592168,0.006454823580244215,0.12672026167843192,0.0009761750508397064
8,TEST,MLR,C,GROWTH,topo,0.5746324806629085,0.019921253077748398,0.1419719321142559,0.003848973058703858
8,TRAIN,RF,C,GROWTH,topo,0.6678520674856101,0.00703311588077461,0.12497170737730881,0.0010733597237379587
8,TEST,RF,C,GROWTH,topo,0.5463958550569747,0.01405851271643428,0.14566387799645966,0.0023007567119921113
8,TRAIN,SVR,C,GROWTH,topo,0.7392924249508991,0.0033079493876996538,0.11077248434057745,0.0005942714698246361
8,TEST,SVR,C,GROWTH,topo,0.5612613561363805,0.01107045243462009,0.1432198158213106,0.0011842000151983622
8,TRAIN,MLP,C,GROWTH,topo,0.7128889748276663,0.005540961246885128,0.11554370837046235,0.0010565970275037005
8,TEST,MLP,C,GROWTH,topo,0.5890597208561221,0.02150140439922735,0.14022693416598464,0.0035614895608128932
8,TRAIN,MLR,C,SYMMETRY,topo,0.13389391711076248,0.007827079571371945,0.0758204867406834,0.0006118992341777545
8,TEST,MLR,C,SYMMETRY,topo,0.02720960075582206,0.01839951594308315,0.08125730195275997,0.001406272377262381
8,TRAIN,RF,C,SYMMETRY,topo,0.14032070415418157,0.0036757479334787718,0.07568310568313799,0.0006403629493481126
8,TEST,RF,C,SYMMETRY,topo,0.050521817955707315,0.009181146768784955,0.07976954592091035,0.001489393004213656
8,TRAIN,SVR,C,SYMMETRY,topo,0.3718323456028473,0.005597358010026007,0.06467063685463889,0.0007129053013978436
8,TEST,SVR,C,SYMMETRY,topo,-0.05629592845419955,0.016467080512164382,0.08445658645166927,0.0013439333795308992
8,TRAIN,MLP,C,SYMMETRY,topo,0.14758984016285207,0.021095950588168464,0.07566197754431873,0.0010369688563550594
8,TEST,MLP,C,SYMMETRY,topo,-0.055003510415323906,0.02746645977917226,0.08350004505043593,0.0013723448451142082
8,TRAIN,MLR,C,ACTIVITY,spatial,0.43056963654219993,0.005545036164797704,0.2756002836085608,0.0021744199304319033
8,TEST,MLR,C,ACTIVITY,spatial,0.3025853477645234,0.013776334436065544,0.30359534814203604,0.005065649518472554
8,TRAIN,RF,C,ACTIVITY,spatial,0.5032525575356643,0.00615296498254185,0.25691172496519027,0.0019400924079340188
8,TEST,RF,C,ACTIVITY,spatial,0.29247671387805363,0.015566839949322692,0.30652390807065005,0.004760529464797786
8,TRAIN,SVR,C,ACTIVITY,spatial,0.5479130173642108,0.007040813358854928,0.24556019995408165,0.0019753511693551403
8,TEST,SVR,C,ACTIVITY,spatial,0.30306443483785805,0.02167409390752287,0.30320064635623256,0.004678686049149546
8,TRAIN,MLP,C,ACTIVITY,spatial,0.6390998013782936,0.01091282929951181,0.2184935066965615,0.002899074829433586
8,TEST,MLP,C,ACTIVITY,spatial,0.2456042609939623,0.023155499790344387,0.31740269655828723,0.004402246634104564
8,TRAIN,MLR,C,GROWTH,spatial,0.7146553564780239,0.004433103179704916,0.11603999853112597,0.000642073551858235
8,TEST,MLR,C,GROWTH,spatial,0.5677960268065879,0.07580095430347464,0.1376654141493194,0.009589969609269604
8,TRAIN,RF,C,GROWTH,spatial,0.6843729101665335,0.005292594584869549,0.12205976993732244,0.0010223394299383921
8,TEST,RF,C,GROWTH,spatial,0.5366234127100459,0.015908028413251056,0.1466719692471738,0.002277845658184185
8,TRAIN,SVR,C,GROWTH,spatial,0.7480064237784975,0.00352073261977855,0.10953896138764488,0.0007070605210154195
8,TEST,SVR,C,GROWTH,spatial,0.5598455398697184,0.06359133342795939,0.1387896539221514,0.007589155190302055
8,TRAIN,MLP,C,GROWTH,spatial,0.7168670933220405,0.008058494857513912,0.11429622192131579,0.0011280219585711238
8,TEST,MLP,C,GROWTH,spatial,0.6445049998598577,0.017859026393014794,0.1303835437836967,0.002366734270833441
8,TRAIN,MLR,C,SYMMETRY,spatial,0.0014879149030659455,0.0012662215282022611,0.08199423520979643,0.0005304232890331063
8,TEST,MLR,C,SYMMETRY,spatial,-0.0017838904763589625,0.0009601860606898577,0.08138800912685755,0.0012978485487112777
8,TRAIN,RF,C,SYMMETRY,spatial,0.19331439180143795,0.0034646017696334614,0.07374292454712236,0.0006410547629098276
8,TEST,RF,C,SYMMETRY,spatial,0.056478254445627915,0.00703607757211443,0.07866194530005244,0.0017289009523001005
8,TRAIN,SVR,C,SYMMETRY,spatial,0.38928023342255325,0.006521288910947584,0.06450430261313,0.0003782096576422282
8,TEST,SVR,C,SYMMETRY,spatial,-0.009186705681802899,0.011817037535529592,0.08043141647129677,0.0015275778629177587
8,TRAIN,MLP,C,SYMMETRY,spatial,0.0902975919402472,0.00724269424514563,0.07785012054136356,0.00036766159740034114
8,TEST,MLP,C,SYMMETRY,spatial,0.008550082815767334,0.01322827276693932,0.08169050559347202,0.001012554303089377
15,TRAIN,MLR,C,ACTIVITY,naive,0.615830189695039,0.005896714025243967,0.22460926204812673,0.0015032251680971455
15,TEST,MLR,C,ACTIVITY,naive,0.5878197057939432,0.0134301308997845,0.23740700269760798,0.0034575247402860655
15,TRAIN,RF,C,ACTIVITY,naive,0.683358869358867,0.006308048844135434,0.20594807004886423,0.0024553068197287354
15,TEST,RF,C,ACTIVITY,naive,0.49046921272442834,0.01103471740805666,0.2584600044343623,0.0034239120133184144
15,TRAIN,SVR,C,ACTIVITY,naive,0.7224199490367859,0.005616728920774889,0.1934475035213067,0.00198046635171621
15,TEST,SVR,C,ACTIVITY,naive,0.528912278084561,0.015994759236705302,0.24687802453117133,0.004007435050039387
15,TRAIN,MLP,C,ACTIVITY,naive,0.6853328811310387,0.0068284164165447045,0.20602340512830244,0.0021107078537454392
15,TEST,MLP,C,ACTIVITY,naive,0.5814571042561109,0.015395972938549529,0.23194772401881866,0.004028123303935131
15,TRAIN,MLR,C,GROWTH,naive,0.4211266690427566,0.005249527686792354,0.1647231213758747,0.0009865686394039661
15,TEST,MLR,C,GROWTH,naive,0.39236404107831524,0.013119290737692833,0.16931886555562545,0.0024436975374132197
15,TRAIN,RF,C,GROWTH,naive,0.44322239905380767,0.007305710324824902,0.16275777201610991,0.0011455723395939945
15,TEST,RF,C,GROWTH,naive,0.3300425596628796,0.012193131392504804,0.17401830504687438,0.002340258161513094
15,TRAIN,SVR,C,GROWTH,naive,0.5185138442878363,0.004833531718647326,0.15010975308008206,0.0010391986767954197
15,TEST,SVR,C,GROWTH,naive,0.37193667857188767,0.01477576003231204,0.17228819879880897,0.003196016272450823
15,TRAIN,MLP,C,GROWTH,naive,0.5434346553056436,0.007258011482996063,0.14707924965128055,0.0012241451239116386
15,TEST,MLP,C,GROWTH,naive,0.3890028016700412,0.01584841158990433,0.16761102189270305,0.0027305283783867914
15,TRAIN,MLR,C,SYMMETRY,naive,0.13275256923926723,0.010089523158404733,0.07616739616881427,0.000483966982332487
15,TEST,MLR,C,SYMMETRY,naive,0.09083289025761546,0.01157318805981577,0.07791904225259337,0.0011710527423697634
15,TRAIN,RF,C,SYMMETRY,naive,0.1648241153250338,0.005735406752279244,0.07505285752031224,0.000495234205226409
15,TEST,RF,C,SYMMETRY,naive,0.06671065518815111,0.009109217578550391,0.07855861715919779,0.0010320005623742012
15,TRAIN,SVR,C,SYMMETRY,naive,0.407618208864584,0.008719678771498275,0.06315731043940154,0.0006895230552956788
15,TEST,SVR,C,SYMMETRY,naive,0.03908020957776499,0.021354722330812242,0.07935434405760486,0.0015359115729912814
15,TRAIN,MLP,C,SYMMETRY,naive,0.18366531047460827,0.004504997373079084,0.07390477860974062,0.0004543922574894177
15,TEST,MLP,C,SYMMETRY,naive,0.1465844786893594,0.010000070197263051,0.07559317179364497,0.0012608362228303841
15,TRAIN,MLR,C,ACTIVITY,topo,0.703939604196334,0.005630432202434848,0.19896475492315252,0.001484918201789325
15,TEST,MLR,C,ACTIVITY,topo,0.6359738774347546,0.018344312379680296,0.21753211210345005,0.00422111938424862
15,TRAIN,RF,C,ACTIVITY,topo,0.6741609758989178,0.004123706957026397,0.20995570944750136,0.0016952154439073578
15,TEST,RF,C,ACTIVITY,topo,0.5188532352179401,0.0105602921425321,0.24843854774739588,0.0036100535876306783
15,TRAIN,SVR,C,ACTIVITY,topo,0.7618550351788687,0.0033089261111385244,0.1775334452531841,0.0011472520047711057
15,TEST,SVR,C,ACTIVITY,topo,0.5730346876345802,0.01071351247599072,0.23913356726168833,0.0028670999823603984
15,TRAIN,MLP,C,ACTIVITY,topo,0.7406738243586857,0.004699196458172441,0.18582378575656683,0.0020529728921239733
15,TEST,MLP,C,ACTIVITY,topo,0.6186895483023321,0.011755058065714155,0.22563890017945173,0.004841430086232743
15,TRAIN,MLR,C,GROWTH,topo,0.5957603120038697,0.004403969515235686,0.13933484314052463,0.0010295077870822622
15,TEST,MLR,C,GROWTH,topo,0.4539823176040848,0.027112705961276115,0.15494636657083866,0.003628881867379845
15,TRAIN,RF,C,GROWTH,topo,0.5635972432559682,0.005140767962355249,0.14354953212457686,0.0012451559360335976
15,TEST,RF,C,GROWTH,topo,0.38711948853314726,0.017894431667168975,0.16838600667066286,0.003629521531920993
15,TRAIN,SVR,C,GROWTH,topo,0.6614161139864421,0.006519796842280629,0.12638044210972377,0.0014802187151254757
15,TEST,SVR,C,GROWTH,topo,0.3929534617571283,0.019228132539101078,0.16726838949404457,0.003383467823994431
15,TRAIN,MLP,C,GROWTH,topo,0.6710206517828762,0.006033858813493158,0.1249423736958732,0.001267972610417103
15,TEST,MLP,C,GROWTH,topo,0.4419863045457875,0.012279556023432997,0.15930734763721643,0.0009482029383259919
15,TRAIN,MLR,C,SYMMETRY,topo,0.25089762780547226,0.009660450291430759,0.07117327507767994,0.0007638115281731472
15,TEST,MLR,C,SYMMETRY,topo,0.11410689969638628,0.028362324744737214,0.07593747984507647,0.0017705610722904188
15,TRAIN,RF,C,SYMMETRY,topo,0.2139665675949208,0.005334974089248623,0.07282399628773888,0.00039955977643036544
15,TEST,RF,C,SYMMETRY,topo,0.10278646068378523,0.009381909108549434,0.07675307991376393,0.0009215994274168907
15,TRAIN,SVR,C,SYMMETRY,topo,0.4418588991615245,0.005031826445939573,0.06109315772928551,0.0005780458380547615
15,TEST,SVR,C,SYMMETRY,topo,0.06245301530277998,0.012791876933383087,0.07920298549208973,0.001239048057097056
15,TRAIN,MLP,C,SYMMETRY,topo,0.23308387509777498,0.01542220695117665,0.07206613959980984,0.0008454696756639074
15,TEST,MLP,C,SYMMETRY,topo,0.1300854530486775,0.03978562099393292,0.07486447826966938,0.0018910414246837357
15,TRAIN,MLR,C,ACTIVITY,spatial,0.7240055438776668,0.004026015592902762,0.1922158832191984,0.0016734395008605487
15,TEST,MLR,C,ACTIVITY,spatial,0.6461808395235888,0.012248307210806348,0.2161423968153023,0.0041993249669742974
15,TRAIN,RF,C,ACTIVITY,spatial,0.6911822873832336,0.0044356971634894535,0.20234434050249678,0.0021035829465366764
15,TEST,RF,C,ACTIVITY,spatial,0.5384774998657992,0.01717163629792029,0.24837026134648585,0.006097212461347096
15,TRAIN,SVR,C,ACTIVITY,spatial,0.7709382851371313,0.0033246705302557066,0.17557251938690938,0.001393170846440333
15,TEST,SVR,C,ACTIVITY,spatial,0.608299594035319,0.009747087397303402,0.22525299637953444,0.003366159090580384
15,TRAIN,MLP,C,ACTIVITY,spatial,0.7532205881704293,0.004987192851605916,0.18244160101204718,0.002052299559683375
15,TEST,MLP,C,ACTIVITY,spatial,0.6433684992656618,0.00999686124334977,0.2145653366136437,0.004772240273667983
15,TRAIN,MLR,C,GROWTH,spatial,0.5935602746865163,0.00460353952080576,0.13935864481358506,0.0009639905574024478
15,TEST,MLR,C,GROWTH,spatial,0.4873912811316415,0.02802512486024989,0.15166567512362145,0.004372449222199251
15,TRAIN,RF,C,GROWTH,spatial,0.5756404689466657,0.005516157304471593,0.1401529661519987,0.0011862268135322746
15,TEST,RF,C,GROWTH,spatial,0.3886959457042924,0.0155326001409569,0.17152292184098097,0.0033441596681511748
15,TRAIN,SVR,C,GROWTH,spatial,0.6273467642548942,0.0053972136638145195,0.13273525388079616,0.0013405465915993777
15,TEST,SVR,C,GROWTH,spatial,0.49498336101688756,0.01751937447112128,0.15260052231568383,0.00347189011676721
15,TRAIN,MLP,C,GROWTH,spatial,0.6325520155845751,0.011692191464746034,0.1304329378390538,0.0018688523032680715
15,TEST,MLP,C,GROWTH,spatial,0.43844077666169057,0.020077697838963293,0.16354703278064348,0.0032762762944163657
15,TRAIN,MLR,C,SYMMETRY,spatial,0.09726992752217928,0.006799693559395709,0.07709232211564614,0.0006853470525602151
15,TEST,MLR,C,SYMMETRY,spatial,0.06718736601070319,0.007879701153870003,0.08057722193057704,0.001605724844373731
15,TRAIN,RF,C,SYMMETRY,spatial,0.26055824435097064,0.0032325360540409183,0.07028000560212,0.0008237640990658893
15,TEST,RF,C,SYMMETRY,spatial,0.1315908205012593,0.006293180272944551,0.07625893096244814,0.0020652058252182267
15,TRAIN,SVR,C,SYMMETRY,spatial,0.4479814592105898,0.005762086855322237,0.061504114777577924,0.00044412783963853665
15,TEST,SVR,C,SYMMETRY,spatial,0.06500504132245147,0.011515306919367807,0.07685251644677309,0.0010966028583062714
15,TRAIN,MLP,C,SYMMETRY,spatial,0.2184558566283945,0.010409271180258868,0.07191985294404776,0.0006622941927989103
15,TEST,MLP,C,SYMMETRY,spatial,0.14334722713487805,0.016603967942208576,0.07669966015817695,0.0016027796975920151
0,TRAIN,MLR,CH,ACTIVITY,naive,0.12258695652057523,0.0077791797170739295,0.311713064568308,0.004768891675958884
0,TEST,MLR,CH,ACTIVITY,naive,0.05102304653706986,0.014430407836315558,0.3311397838718899,0.011271396571213142
0,TRAIN,RF,CH,ACTIVITY,naive,0.12333147877659245,0.004361166210555196,0.3185405514896336,0.0022478644285431047
0,TEST,RF,CH,ACTIVITY,naive,0.06898780656672093,0.00975702524054843,0.3133115388433441,0.006710356195723418
0,TRAIN,SVR,CH,ACTIVITY,naive,0.0557810143395303,0.007057217920893868,0.32471102108733774,0.005756261321749689
0,TEST,SVR,CH,ACTIVITY,naive,0.045294146266549914,0.005225723798920853,0.32713535764124535,0.014610554906331936
0,TRAIN,MLP,CH,ACTIVITY,naive,0.1427610587937215,0.014811198285706276,0.30763841041168904,0.004795209737175227
0,TEST,MLP,CH,ACTIVITY,naive,0.010477175442378205,0.02184162823448297,0.3363343078821767,0.011610203220852787
0,TRAIN,MLR,CH,GROWTH,naive,0.19520738214909322,0.011885105677623046,0.3280442272381231,0.003997950277164248
0,TEST,MLR,CH,GROWTH,naive,0.13257574118954435,0.0263921823411651,0.33055173153245554,0.009838060380735616
0,TRAIN,RF,CH,GROWTH,naive,0.4242832185858486,0.0032874711916590907,0.27669966394244694,0.0031527042637485795
0,TEST,RF,CH,GROWTH,naive,0.15094345887287736,0.014243994909256355,0.33315476937879185,0.008177967898964056
0,TRAIN,SVR,CH,GROWTH,naive,0.41881115484970727,0.014107369293710665,0.27453569737846795,0.0031582435156361707
0,TEST,SVR,CH,GROWTH,naive,0.15750746685325606,0.022495706884146004,0.3402852791547336,0.005490775648183204
0,TRAIN,MLP,CH,GROWTH,naive,0.37343249704403586,0.012511555232399765,0.2877516446282247,0.0023627259297367845
