feature,timepoint,context,response,model,num_observations,train_r2s,test_r2s,train_rmses,test_rmses,set,r2_mean,r2_se_lower,r2_se_upper,rmse_mean,rmse_se_lower,rmse_se_upper
topo,8,C,ACTIVITY,SVR,150,"[0.13437187648985716, 0.11284909074560334, 0.2041779630420555, 0.1842576987881932, -0.024249346096650193, 0.25975240556659906, 0.04999488592095047, 0.13420334491949548, 0.13138008132231005, 0.13305716243778254]","[-0.15517142354077285, -1.5785897311263093, -0.18068901687026906, -0.3729262997451521, -0.2849725432659731, -0.25896121998249955, -0.6352463390209853, -12.841111061777893, -0.48003375538851123, -1.3925076461531778]","[0.12698220605113023, 0.14951489451346892, 0.10888605095358934, 0.10129788534831677, 0.1386271205335431, 0.11048347947108285, 0.13120366643014583, 0.16912923796220117, 0.12951372882888504, 0.12398944953280827]","[0.17104547947308676, 0.1606694842196948, 0.1529147189971041, 0.18736995543047866, 0.16290583667019176, 0.17780214738265326, 0.14914610833073644, 0.4440970360817827, 0.2618144673718558, 0.12379172514565684]",TRAIN,0.13197951631361965,0.10836201538775969,0.1555970172394796,0.12896277196251715,0.12290222658013686,0.13502331734489745
topo,8,C,ACTIVITY,MLP,150,"[1.0450522326399536e-06, -4.835321032459206e-10, -2.7341503172628734e-07, 5.368912758818567e-09, -5.363291055715536e-07, -2.7172670558073264e-08, 3.729169892996431e-06, -1.3130410092543343e-07, -1.12294397780488e-07, 1.2286168693531607e-07]","[-0.0021517883772843582, -0.03959749216830133, -0.02681731519399344, -0.02957512884876934, -8.628705264990266e-05, -0.003980248339257697, -0.03627230918823088, -0.00020776160465518778, -0.005338161137840913, -0.0009724274735491978]","[0.12363338336786682, 0.1424669694741731, 0.0888878739051736, 0.14040482960656273, 0.13005200450293966, 0.134910485162822, 0.11895075652183733, 0.1355447243514853, 0.1237608076380589, 0.1499913140049028]","[0.1417560930728122, 0.09549905699650879, 0.17234638669779287, 0.2065163529492804, 0.11532518379845712, 0.10907944876819228, 0.16188680427772115, 0.10978836712121388, 0.0970262645526213, 0.13508398410938607]",TRAIN,3.821453886665438e-07,8.693796436642268e-09,7.555969808964453e-07,0.12886031485358224,0.12376427405742725,0.13395635564973724
topo,8,C,ACTIVITY,MLR,200,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.019354288796342933, -0.06195616034514906, -0.024189787961814924, -0.05139938371214159, -0.02022494599575886, -0.016860373524574257, -0.018687430902568414, -0.03903012951015916, -0.0015676897481264884, -0.0009884826358019794]","[0.1623541309879609, 0.14170623495641874, 0.12312907232481199, 0.1256025660757998, 0.14135083569334272, 0.1406782491326616, 0.13030337512447987, 0.1595071275285035, 0.13460518698952412, 0.1224558901736748]","[0.1117958515997093, 0.11197631291029016, 0.15276342309058075, 0.1907314897622595, 0.10231656660466, 0.17609299656651833, 0.1756128536491417, 0.10170234381647772, 0.1707844415324594, 0.16310764294715818]",TRAIN,0.0,0.0,0.0,0.1381692668987178,0.13395648395669763,0.142382049840738
topo,8,C,ACTIVITY,RF,200,"[0.007345721615608425, 0.017050858970569793, 0.016086871149352477, 0.010010966289518253, 0.00556696228868081, 0.00748373564974536, 0.010552301570471712, 0.010346179870248107, 0.01015435033294454, 0.00930711840620524]","[-0.007813413278108028, 0.006563103893729383, -0.011029087785750624, -0.026078520315654163, -0.03008651948373231, -0.0262327360104031, -0.010136801084440261, -0.06401044701533731, -0.07976367682384056, -0.013415796865472895]","[0.16198148189618572, 0.10959162101638135, 0.13556900229733318, 0.13632110902497416, 0.1617427173593634, 0.12259527812744694, 0.1399162518478346, 0.140847491207085, 0.15678528793095015, 0.14899587727787791]","[0.13998727328727842, 0.10189480446037932, 0.15173420483317715, 0.1669352581058713, 0.13712474134566155, 0.16803310383949208, 0.12177177897306796, 0.1048883404339759, 0.09878545606614847, 0.11819906527528917]",TRAIN,0.010390506614334471,0.009298732056375736,0.011482281172293206,0.14143461179854325,0.13637545279359153,0.14649377080349496
topo,8,C,ACTIVITY,SVR,200,"[0.11495801345454149, 0.2559229038935086, 0.05044295865123605, -0.06431052623366895, 0.11653973123217287, 0.25018657383874465, 0.11103277419958035, 0.18633876732619004, 0.0551809696481238, -0.12121838277334507]","[-1.927494949702762, -0.1855001764100237, -0.25819470027343283, -0.666740301749047, -0.30471156870492067, -1.4456617518471524, -0.24608803233267307, -0.21289391040996142, -0.35268310235498657, -1.1498308182447552]","[0.130009996216033, 0.1137429175560393, 0.12414179299255694, 0.13724329709594232, 0.15260582861535657, 0.11465956902964915, 0.15936288823776557, 0.10891744372660962, 0.1530906132011453, 0.16921527475948966]","[0.2457254716549153, 0.13783951822202328, 0.18798528372815376, 0.135848086600643, 0.08434234627178855, 0.1538005724341552, 0.13637253296462123, 0.15771248571547503, 0.15265467365929905, 0.14311213027361164]",TRAIN,0.09550737832370836,0.05874602635082917,0.13226873029658753,0.13629896214305876,0.12991278377272358,0.14268514051339393
topo,8,C,ACTIVITY,MLP,200,"[-4.640633139985084e-07, 8.005218824269633e-06, -1.1582983565627814e-06, -1.082850777933686e-07, 6.167138688617513e-09, -3.936471710819234e-07, -2.429681915661064e-07, -2.2001627297818516e-07, -8.434901710430154e-08, 1.948046390864988e-09]","[-0.0033518326200792092, -0.011714563663775435, -0.00042316995830016246, -0.0014185591974651413, -0.0025394340789290926, -0.07274582727783097, -0.006714066717754541, -0.00328458145894861, -0.0010630446113375491, -0.046917523171629893]","[0.14289657966393784, 0.13889755193624298, 0.182081079403355, 0.15060020100954252, 0.15220045099263105, 0.13680856066799812, 0.17220511326697688, 0.1523442116592774, 0.15204706393632203, 0.14413946603820793]","[0.16804476366306703, 0.17148059767347187, 0.17002862235403005, 0.14703220560684008, 0.13542568995157184, 0.08926233291160872, 0.14141412851494164, 0.14394786847352953, 0.15632355456115413, 0.1352084076449055]",TRAIN,5.341706608263941e-07,-2.599857240173693e-07,1.3283270456701574e-06,0.1524220278574492,0.14810859371538426,0.15673546199951416
topo,8,C,ACTIVITY,MLR,250,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.012117250744104302, -0.000746987467965532, -0.014602633132201781, -0.008584569221781635, -0.004258009846204391, -0.021713166737864498, -0.013478260282915766, -0.004721616949953322, -0.04300116714019486, -9.729244683653882e-05]","[0.1577444170292003, 0.15206036823902871, 0.14556638799529364, 0.14431627448012518, 0.1538295230766942, 0.1572484948794885, 0.133956925484571, 0.14076665985386577, 0.1592419866280133, 0.13508455665231162]","[0.14701827269322168, 0.14765816244641947, 0.19773668769304353, 0.15320653012568908, 0.14109280172676647, 0.1466305653483229, 0.16308466352116166, 0.13293402614233385, 0.09873511561283332, 0.1323255919516879]",TRAIN,0.0,0.0,0.0,0.14798155943185926,0.14516523693152275,0.15079788193219576
topo,8,C,ACTIVITY,RF,250,"[0.00655567598825102, 0.01742350823821015, 0.007880726048365205, 0.005683091056813194, 0.007385355384222803, 0.008024457897761184, 0.008280835881480542, 0.015525202557931661, 0.013860298638391111, 0.003657709371737816]","[-0.0007987901321044877, -0.003294104034280876, 0.004663162091014583, 0.0025573422515414723, 0.0018389704684721453, 0.0027207846126223734, 0.008587862697224113, -0.0020796405245471217, -0.2097378824996894, -0.017301890850528023]","[0.13219021406223885, 0.17019880537145093, 0.12403642089667428, 0.13860934320008825, 0.12642632957201097, 0.15391198400178088, 0.15703090538468342, 0.13072734276445386, 0.150084056864598, 0.12459194295079545]","[0.1144196725080891, 0.1485831609322032, 0.10098184457751531, 0.17806959486966298, 0.13276191356224357, 0.13497374034510462, 0.12334251748808792, 0.11745135575206657, 0.08126672146781572, 0.16774899202955626]",TRAIN,0.009427686106316469,0.008063235619616738,0.0107921365930162,0.1407807345068775,0.13596767613850003,0.14559379287525498
topo,8,C,ACTIVITY,SVR,250,"[0.04602898953049395, -0.02460206390416686, 0.014198165066746316, -0.05607613879495976, 0.13867898493537145, 0.0712629316406832, 0.15674367503143571, 0.008106818257484716, 0.07635563245822752, -0.8968755664338535]","[-0.08743036561596651, -1.3572493191345987, -1.1583586967191453, -0.3559327736424127, -0.20794665955371539, -0.4854486883127265, -0.48613916609234553, -0.2641849875991251, -0.06613561651792255, -1.1574691294427342]","[0.12874344294928733, 0.13695143576735153, 0.1489377090772041, 0.15092107913301958, 0.1328186291458361, 0.16321882311708963, 0.13720801075916195, 0.15861608465139962, 0.11109062466818562, 0.19915475476007719]","[0.14272749165310747, 0.16710667719344793, 0.08476371264955682, 0.12045554656591749, 0.17018360123264056, 0.14882725733564914, 0.1512994763925087, 0.1693076362614023, 0.12981597072877216, 0.23440232290250235]",TRAIN,-0.046617857221253715,-0.1384600226610688,0.04522430821856136,0.14676605940286125,0.13958452929165108,0.15394758951407142
topo,8,C,ACTIVITY,MLP,250,"[-8.585918687131766e-07, -1.7401419460938428e-07, -2.3001634907870994e-07, 4.789043972497353e-08, -1.38205644262257e-07, 1.056846217872831e-06, -2.043821991204453e-06, -7.682667200192839e-07, -4.8404529495726933e-08, -1.575010166732227e-08]","[-0.006447225120822964, -0.002902996364371635, -0.011109633515679507, -0.004508052242756522, -0.026349844696597735, -0.0010674971611670525, -0.009332228285261923, -2.332958358985948e-05, -0.017417957575998066, -0.004917477894788691]","[0.15322533951851106, 0.112548044116043, 0.1358148734584249, 0.14175734281937458, 0.1398873438389113, 0.13853889405748723, 0.1136697446278021, 0.14249768317389813, 0.13418325021909017, 0.12941630944239912]","[0.13110738909019365, 0.1669972221302398, 0.13533397367760303, 0.13899700854169939, 0.20169242341238802, 0.1391102883912247, 0.08379396183815112, 0.1344961812740166, 0.1854159712711537, 0.11724089152746739]",TRAIN,-3.172334741452509e-07,-5.564477934942447e-07,-7.801915479625704e-08,0.13415388252719418,0.13033960735994296,0.1379681576944454
topo,8,C,ACTIVITY,MLR,300,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.008442684627297137, -0.003107019375405029, -0.011372475303843554, -0.03599125565806882, -0.0001271423191100407, -0.02569557993000826, -0.002533643652501416, -0.011740800976845156, -0.06278259278711462, -0.01856825676284557]","[0.162884293241716, 0.15344271576116472, 0.12237633201570985, 0.1524831247262478, 0.12554086886602864, 0.129847765413978, 0.15737373048055395, 0.1539841637720516, 0.1424655955156667, 0.17143237583900547]","[0.14506994262484815, 0.17466435249713325, 0.15200076919822922, 0.1238548469120382, 0.1376762161544453, 0.1779882631838654, 0.15444375177496247, 0.14191557169260757, 0.10157070930761018, 0.1115325597399543]",TRAIN,0.0,0.0,0.0,0.14718309656321224,0.1422248086554961,0.15214138447092837
topo,8,C,ACTIVITY,RF,300,"[0.010070685931369838, 0.008912094427323658, 0.01027157651270516, 0.005354738079374921, 0.006012556043622275, 0.007873889564297576, 0.005306567161732723, 0.011414717120866391, 0.007513876233981365, 0.0071418224127411944]","[-0.006729724624394695, 0.0003941653395688194, -0.03524248608641933, 0.0014227348587850797, -0.0117935418025239, -0.004852150625917817, -0.012360135565783859, 0.002316083298325, -0.0198637448595107, -0.054617814221396443]","[0.11920592724676425, 0.13213865945850367, 0.13873472498177783, 0.13903620875254968, 0.13852148176964213, 0.14033403687308255, 0.15498715622649906, 0.1596879258677788, 0.1383892813937844, 0.12404723675543378]","[0.13070000377180852, 0.1159732799278844, 0.09224624412222565, 0.13690049050008307, 0.16437174179551683, 0.1603547559999534, 0.13289349490143806, 0.14662503480388941, 0.1874201195334011, 0.19555622873391215]",TRAIN,0.007987252348801509,0.007345933412506226,0.008628571285096791,0.1385082639325816,0.13483936337607072,0.14217716448909246
topo,8,C,ACTIVITY,SVR,300,"[0.04788881304099024, -0.18674703872504161, 0.026367427704208524, -0.0609135668584313, 0.021438151693453755, -0.03787934751117139, 0.012448409503705071, 0.06355187838491638, 0.051084476123387734, 0.03875526917755079]","[-0.09209612386679811, -1.8376623759314374, -0.6463718013759596, -0.3831534427537937, -0.14931926754364433, -0.3399845310037055, -0.26755722030632945, -0.10816655327826719, -0.13008489698834613, -0.14020209105857373]","[0.12254559117538265, 0.1591774747801427, 0.14295753009931794, 0.13796308427808351, 0.14409347499269234, 0.1457469292305926, 0.1319026359449341, 0.12617972363941682, 0.14685951657409724, 0.1370865433737752]","[0.11593196895794534, 0.20409474047985623, 0.19307338951831154, 0.17812974805317672, 0.16257024114181312, 0.16562383347694082, 0.18916405288085877, 0.17894827045329095, 0.14658490001569685, 0.17734495819517715]",TRAIN,-0.0024005527466431807,-0.02514164117144342,0.020340535678157058,0.13945125040884349,0.1362198282006941,0.14268267261699288
topo,8,C,ACTIVITY,MLP,300,"[-2.8935838322974305e-05, 1.5463162588158497e-06, -2.762368846997987e-07, 1.0680309565636037e-06, -7.166450122220169e-08, -1.9305484764586822e-05, 5.732759335019821e-07, -3.3670385723993945e-07, 1.8413960245489136e-07, -4.133804856198964e-07]","[-0.035121147879097814, -0.009747499361706824, -0.028392137778939563, -0.04827793390207091, -0.039790385312082455, -0.0300577698340998, -0.0008700034504109944, -0.0031352133678890226, -0.0003920624701019282, -0.034403205109754476]","[0.11522491681013973, 0.14700015823678633, 0.1362238902742348, 0.16562976934952922, 0.16832363956481508, 0.15247451010365054, 0.14821696264026984, 0.14381644236132302, 0.14027246441313193, 0.154819029839735]","[0.18205287885833835, 0.11637276743656876, 0.1582302401247465, 0.11970552816080281, 0.1041509625258226, 0.1171897044574289, 0.15452899288726632, 0.16199309118835084, 0.13713465876447087, 0.09562103894074084]",TRAIN,-4.596754606500664e-06,-7.763682115366801e-06,-1.4298270976345257e-06,0.14720017835936156,0.14264482007486914,0.15175553664385397
topo,8,C,ACTIVITY,MLR,350,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.016486345489305387, -0.04940803249446368, -0.0005499811350302419, -0.00010651724647869898, -0.004807451743403357, -0.01277549528018751, -0.00024690441220620585, -0.004188965480106166, -3.619477731997556e-05, -0.0008259821801706035]","[0.13033087329237986, 0.11568628259758229, 0.15375931152558386, 0.15137282134165136, 0.14420228374975155, 0.1299420170867491, 0.14819326707068312, 0.1267211952509028, 0.151857668077056, 0.1453020325959364]","[0.12489411957315218, 0.1826619896195312, 0.159084343332291, 0.13600047424437697, 0.10869067387912529, 0.13852444796168667, 0.13093481241359425, 0.1265082954964637, 0.13531986689009595, 0.1528614362132023]",TRAIN,0.0,0.0,0.0,0.13973677525882766,0.13582064190662546,0.14365290861102986
topo,8,C,ACTIVITY,RF,350,"[0.007911633209079616, 0.0042348196379979886, 0.007097295304410167, 0.014856651891475559, 0.004491523030311306, 0.008496901625689612, 0.011840449088120208, 0.007671897044840059, 0.00956149726344413, 0.006148557812919564]","[-0.015317650975474661, 0.0005736321674187916, -0.0019952452685452204, -0.0147622009782582, -0.006486777382646469, -0.12102347137025116, -0.016511295292495287, -0.002150867892979358, -0.09466428774043423, -0.007240064509988375]","[0.15663870600787172, 0.1289582040662108, 0.16012355895480201, 0.1654159005285815, 0.1324532714162333, 0.15217228996100085, 0.14525252129218927, 0.13840266099353157, 0.1590637225152702, 0.13534457559218827]","[0.12257089444714976, 0.14222154872099418, 0.13145106112581845, 0.12728173006245386, 0.16696651839106028, 0.09130911674821675, 0.16624671292141915, 0.15798189678622573, 0.10822112723419627, 0.1652538461466754]",TRAIN,0.00823112259082882,0.007257685891538796,0.009204559290118845,0.14738254113278795,0.14347737659903628,0.15128770566653962
topo,8,C,ACTIVITY,SVR,350,"[0.06905519496321955, -0.015324913883669966, 0.04715554516060594, 0.032400034103160724, 0.05315044341721642, 0.039935617760599396, -0.06465386086997293, -0.21175374232599742, -0.042719646901624886, -0.01665976286143378]","[-0.17995920993786907, -0.22957203905715318, -0.315353265274555, -0.17128311616171743, -0.09621322161322876, -0.11718162809169175, -0.3822717324905758, -0.23726478162589548, -0.08827572308597231, -0.26849031406706136]","[0.13408623531384087, 0.14881686218517812, 0.13701584966840985, 0.1374328413178072, 0.14841533307201932, 0.15927689890267965, 0.13706152162754265, 0.15576382980413234, 0.1483552764812992, 0.13095862669648392]","[0.13287898527376663, 0.17923386886509884, 0.1285449409348195, 0.12982894818617197, 0.1327009770572039, 0.13536682843965903, 0.16702608851652653, 0.18415969996203696, 0.13338462671699636, 0.1369183916143952]",TRAIN,-0.010941509143789696,-0.03596586180447177,0.014082843516892379,0.1437183275069393,0.1408182374091719,0.1466184176047067
topo,8,C,ACTIVITY,MLP,350,"[7.022836127079657e-06, 7.601792263445262e-07, 5.470488384506922e-07, 1.0059500034076407e-06, -2.0918830498928287e-06, -1.8797520895397213e-07, 1.0566577612891592e-09, -2.620522754348542e-08, 1.1822457188781499e-05, 1.1144871148172086e-07]","[-0.019855448086524063, -7.666232571046372e-05, -0.0018100045171489665, -0.04024381792326692, -0.002044175792630165, -0.0038093243662722376, -0.012020892376059855, -0.014631464407159678, -0.0025090991432454857, -0.03239251628227935]","[0.15772410710302776, 0.13363480733277605, 0.14564122460120596, 0.16818979618589378, 0.14555090043071828, 0.12870694568108193, 0.14149703747831913, 0.12156030524938381, 0.16002441368338918, 0.149949049505724]","[0.1386919603508229, 0.16200481317159388, 0.13413824138446834, 0.1303780078415093, 0.1317665029797778, 0.1513343543908971, 0.14815227463359001, 0.15944972884196665, 0.14092498485141183, 0.12123916200332469]",TRAIN,1.8964913266916736e-06,6.338060292292841e-07,3.159176624154063e-06,0.14524785872515197,0.14088171943868566,0.1496139980116183
