,set,model,context,response,feature,r2
117,TRAIN,MLP,C,ACTIVITY,topo,0.4101911357117938
118,TRAIN,MLP,C,ACTIVITY,topo,0.4712953298717669
119,TRAIN,MLP,C,ACTIVITY,topo,0.42063384310771423
120,TRAIN,MLP,C,ACTIVITY,topo,0.42642338567353466
121,TRAIN,MLP,C,ACTIVITY,topo,0.8028083454200253
122,TRAIN,MLP,C,ACTIVITY,topo,0.7134236808899508
123,TRAIN,MLP,C,ACTIVITY,topo,0.7247413972110321
124,TRAIN,MLP,C,ACTIVITY,topo,0.9993388027195063
125,TRAIN,MLP,C,ACTIVITY,topo,0.9969537068117691
126,TRAIN,MLP,C,ACTIVITY,topo,0.9980596323874796
127,TRAIN,MLP,C,ACTIVITY,topo,0.9995784478297662
128,TRAIN,MLP,C,ACTIVITY,topo,0.9952982778697627
129,TRAIN,MLP,C,ACTIVITY,topo,0.9980891381114909
130,TRAIN,MLP,C,ACTIVITY,topo,0.8693086834919159
131,TRAIN,MLP,C,ACTIVITY,topo,0.863367553807834
132,TRAIN,MLP,C,ACTIVITY,topo,0.8380769222471673
133,TRAIN,MLP,C,ACTIVITY,topo,0.9997635955473955
134,TRAIN,MLP,C,ACTIVITY,topo,0.9997705396698366
135,TRAIN,MLP,C,ACTIVITY,topo,0.9997070955146958
136,TRAIN,MLP,C,ACTIVITY,topo,0.9998012451650594
137,TRAIN,MLP,C,ACTIVITY,topo,0.9999339640118384
138,TRAIN,MLP,C,ACTIVITY,topo,0.9999232435454181
139,TRAIN,MLP,C,ACTIVITY,topo,0.862816399308957
140,TRAIN,MLP,C,ACTIVITY,topo,0.8032727313219712
141,TRAIN,MLP,C,ACTIVITY,topo,0.7417639852801885
142,TRAIN,MLP,C,ACTIVITY,topo,0.9999099982591126
143,TRAIN,MLP,C,ACTIVITY,topo,0.9999114687112086
144,TRAIN,MLP,C,ACTIVITY,topo,0.9999628743550635
145,TRAIN,MLP,C,ACTIVITY,topo,0.9999367821701911
146,TRAIN,MLP,C,ACTIVITY,topo,0.9999306179409575
147,TRAIN,MLP,C,ACTIVITY,topo,0.9999639951074254
148,TRAIN,MLP,C,ACTIVITY,topo,0.42666597346440105
149,TRAIN,MLP,C,ACTIVITY,topo,0.42189394417611137
150,TRAIN,MLP,C,ACTIVITY,topo,0.422690150050563
151,TRAIN,MLP,C,ACTIVITY,topo,0.4419484243635299
152,TRAIN,MLP,C,ACTIVITY,topo,0.4395665895113078
153,TRAIN,MLP,C,ACTIVITY,topo,0.4098249687819968
154,TRAIN,MLP,C,ACTIVITY,topo,0.4465394564922479
155,TRAIN,MLP,C,ACTIVITY,topo,0.4828336707509493
156,TRAIN,MLP,C,ACTIVITY,topo,0.42090974025769257
157,TRAIN,MLP,C,ACTIVITY,topo,0.8692176991949607
158,TRAIN,MLP,C,ACTIVITY,topo,0.9012370216569412
159,TRAIN,MLP,C,ACTIVITY,topo,0.8563926183050601
160,TRAIN,MLP,C,ACTIVITY,topo,0.9988782420828682
161,TRAIN,MLP,C,ACTIVITY,topo,0.9988849473801948
162,TRAIN,MLP,C,ACTIVITY,topo,0.9992278419504305
163,TRAIN,MLP,C,ACTIVITY,topo,0.9994208290336711
164,TRAIN,MLP,C,ACTIVITY,topo,0.999361212828896
165,TRAIN,MLP,C,ACTIVITY,topo,0.9995386193083792
166,TRAIN,MLP,C,ACTIVITY,topo,0.8342170831744957
167,TRAIN,MLP,C,ACTIVITY,topo,0.9333500222365657
168,TRAIN,MLP,C,ACTIVITY,topo,0.8437317026050932
169,TRAIN,MLP,C,ACTIVITY,topo,0.9998908572687053
170,TRAIN,MLP,C,ACTIVITY,topo,0.9998299761459295
171,TRAIN,MLP,C,ACTIVITY,topo,0.9998489414891315
172,TRAIN,MLP,C,ACTIVITY,topo,0.9999132966121571
173,TRAIN,MLP,C,ACTIVITY,topo,0.9998977240921146
174,TRAIN,MLP,C,ACTIVITY,topo,0.9999266268814784
175,TRAIN,MLP,C,ACTIVITY,topo,0.810729354626827
176,TRAIN,MLP,C,ACTIVITY,topo,0.7489076738232391
177,TRAIN,MLP,C,ACTIVITY,topo,0.7707321154971154
178,TRAIN,MLP,C,ACTIVITY,topo,0.9997678430476669
179,TRAIN,MLP,C,ACTIVITY,topo,0.9999257965672038
180,TRAIN,MLP,C,ACTIVITY,topo,0.9999434970468236
181,TRAIN,MLP,C,ACTIVITY,topo,0.9999047278549603
182,TRAIN,MLP,C,ACTIVITY,topo,0.9998936225791442
183,TRAIN,MLP,C,ACTIVITY,topo,0.9999457642459141
184,TRAIN,MLP,C,ACTIVITY,topo,0.42430251419427756
185,TRAIN,MLP,C,ACTIVITY,topo,0.41273257124369167
186,TRAIN,MLP,C,ACTIVITY,topo,0.4157038325605029
187,TRAIN,MLP,C,ACTIVITY,topo,0.38362854118170187
188,TRAIN,MLP,C,ACTIVITY,topo,0.40822688204580826
189,TRAIN,MLP,C,ACTIVITY,topo,0.42114776629366346
190,TRAIN,MLP,C,ACTIVITY,topo,0.4463224989176857
191,TRAIN,MLP,C,ACTIVITY,topo,0.4371691762063862
192,TRAIN,MLP,C,ACTIVITY,topo,0.443977245938474
193,TRAIN,MLP,C,ACTIVITY,topo,0.7840751814479986
194,TRAIN,MLP,C,ACTIVITY,topo,0.8155325134543654
195,TRAIN,MLP,C,ACTIVITY,topo,0.7741110698314471
196,TRAIN,MLP,C,ACTIVITY,topo,0.9770648122313226
197,TRAIN,MLP,C,ACTIVITY,topo,0.9791277016058666
198,TRAIN,MLP,C,ACTIVITY,topo,0.9821947119475255
199,TRAIN,MLP,C,ACTIVITY,topo,0.9806371340416762
200,TRAIN,MLP,C,ACTIVITY,topo,0.9801851179784273
201,TRAIN,MLP,C,ACTIVITY,topo,0.9828946399798303
202,TRAIN,MLP,C,ACTIVITY,topo,0.8518380520724363
203,TRAIN,MLP,C,ACTIVITY,topo,0.9047763010364662
204,TRAIN,MLP,C,ACTIVITY,topo,0.9244334231997818
205,TRAIN,MLP,C,ACTIVITY,topo,0.9982266090768399
206,TRAIN,MLP,C,ACTIVITY,topo,0.9986565651314103
207,TRAIN,MLP,C,ACTIVITY,topo,0.9990087158048119
208,TRAIN,MLP,C,ACTIVITY,topo,0.9986864833175029
209,TRAIN,MLP,C,ACTIVITY,topo,0.9990606118113384
210,TRAIN,MLP,C,ACTIVITY,topo,0.9987443489766517
211,TRAIN,MLP,C,ACTIVITY,topo,0.7800325094111658
212,TRAIN,MLP,C,ACTIVITY,topo,0.6363414486014051
213,TRAIN,MLP,C,ACTIVITY,topo,0.8435561671639072
214,TRAIN,MLP,C,ACTIVITY,topo,0.997986676731495
215,TRAIN,MLP,C,ACTIVITY,topo,0.9990592412190773
216,TRAIN,MLP,C,ACTIVITY,topo,0.9991618538628461
217,TRAIN,MLP,C,ACTIVITY,topo,0.9990760930207213
218,TRAIN,MLP,C,ACTIVITY,topo,0.9995605015185397
219,TRAIN,MLP,C,ACTIVITY,topo,0.9993907541889878
220,TRAIN,MLP,C,ACTIVITY,topo,0.4026242206257339
221,TRAIN,MLP,C,ACTIVITY,topo,0.408558516985997
222,TRAIN,MLP,C,ACTIVITY,topo,0.3503838393011369
223,TRAIN,MLP,C,ACTIVITY,topo,0.4460479482182408
224,TRAIN,MLP,C,ACTIVITY,topo,0.4204497786617474
225,TRAIN,MLP,C,ACTIVITY,topo,0.4031314656797108
226,TRAIN,MLP,C,ACTIVITY,topo,0.46718051520046733
227,TRAIN,MLP,C,ACTIVITY,topo,0.40173534661666865
228,TRAIN,MLP,C,ACTIVITY,topo,0.4573383698768001
229,TRAIN,MLP,C,ACTIVITY,topo,0.7618575255515381
230,TRAIN,MLP,C,ACTIVITY,topo,0.8237609595611495
231,TRAIN,MLP,C,ACTIVITY,topo,0.8936654628012406
232,TRAIN,MLP,C,ACTIVITY,topo,0.9995507292683847
233,TRAIN,MLP,C,ACTIVITY,topo,0.9983095314864517
234,TRAIN,MLP,C,ACTIVITY,topo,0.9965255509384761
235,TRAIN,MLP,C,ACTIVITY,topo,0.9997177824965986
236,TRAIN,MLP,C,ACTIVITY,topo,0.9984897821753695
237,TRAIN,MLP,C,ACTIVITY,topo,0.997761395357965
238,TRAIN,MLP,C,ACTIVITY,topo,0.8016092753378912
239,TRAIN,MLP,C,ACTIVITY,topo,0.929719604239564
240,TRAIN,MLP,C,ACTIVITY,topo,0.9185787651275492
241,TRAIN,MLP,C,ACTIVITY,topo,0.9997045673359004
242,TRAIN,MLP,C,ACTIVITY,topo,0.9998228204463044
243,TRAIN,MLP,C,ACTIVITY,topo,0.9995697985353929
244,TRAIN,MLP,C,ACTIVITY,topo,0.9999079107626619
245,TRAIN,MLP,C,ACTIVITY,topo,0.9998318511979273
246,TRAIN,MLP,C,ACTIVITY,topo,0.9999117639270688
247,TRAIN,MLP,C,ACTIVITY,topo,0.784151894384171
248,TRAIN,MLP,C,ACTIVITY,topo,0.8497865463262765
249,TRAIN,MLP,C,ACTIVITY,topo,0.846396574824992
250,TRAIN,MLP,C,ACTIVITY,topo,0.9999208633680918
251,TRAIN,MLP,C,ACTIVITY,topo,0.9999064452079403
252,TRAIN,MLP,C,ACTIVITY,topo,0.9999487097775543
253,TRAIN,MLP,C,ACTIVITY,topo,0.9999221635216203
254,TRAIN,MLP,C,ACTIVITY,topo,0.9999235439161965
255,TRAIN,MLP,C,ACTIVITY,topo,0.9999543415347663
256,TRAIN,MLP,C,ACTIVITY,topo,0.4182871295265451
257,TRAIN,MLP,C,ACTIVITY,topo,0.4071290886907529
258,TRAIN,MLP,C,ACTIVITY,topo,0.45498052103720155
259,TRAIN,MLP,C,ACTIVITY,topo,0.4189047294757704
260,TRAIN,MLP,C,ACTIVITY,topo,0.4481277494426207
261,TRAIN,MLP,C,ACTIVITY,topo,0.4516010751928159
262,TRAIN,MLP,C,ACTIVITY,topo,0.44578731210990996
263,TRAIN,MLP,C,ACTIVITY,topo,0.42309744072845124
264,TRAIN,MLP,C,ACTIVITY,topo,0.4108115675824797
265,TRAIN,MLP,C,ACTIVITY,topo,0.8674635635450112
266,TRAIN,MLP,C,ACTIVITY,topo,0.863791111002674
267,TRAIN,MLP,C,ACTIVITY,topo,0.7993141499213338
268,TRAIN,MLP,C,ACTIVITY,topo,0.9994223615043096
269,TRAIN,MLP,C,ACTIVITY,topo,0.9985664029021574
270,TRAIN,MLP,C,ACTIVITY,topo,0.9993998664722359
271,TRAIN,MLP,C,ACTIVITY,topo,0.9998144983272607
272,TRAIN,MLP,C,ACTIVITY,topo,0.9993847710299462
273,TRAIN,MLP,C,ACTIVITY,topo,0.9985330739111345
274,TRAIN,MLP,C,ACTIVITY,topo,0.9265784545702888
275,TRAIN,MLP,C,ACTIVITY,topo,0.8787358340273297
276,TRAIN,MLP,C,ACTIVITY,topo,0.88474560349068
277,TRAIN,MLP,C,ACTIVITY,topo,0.999865614315092
278,TRAIN,MLP,C,ACTIVITY,topo,0.99967164441617
279,TRAIN,MLP,C,ACTIVITY,topo,0.9996717845764486
280,TRAIN,MLP,C,ACTIVITY,topo,0.9998902932289725
281,TRAIN,MLP,C,ACTIVITY,topo,0.9998394207934401
282,TRAIN,MLP,C,ACTIVITY,topo,0.9998412239054731
283,TRAIN,MLP,C,ACTIVITY,topo,0.797802297797082
284,TRAIN,MLP,C,ACTIVITY,topo,0.7507465988119053
285,TRAIN,MLP,C,ACTIVITY,topo,0.8497304201784575
286,TRAIN,MLP,C,ACTIVITY,topo,0.9998901694678958
287,TRAIN,MLP,C,ACTIVITY,topo,0.9999162485868489
288,TRAIN,MLP,C,ACTIVITY,topo,0.9999492988018708
289,TRAIN,MLP,C,ACTIVITY,topo,0.9998543111820629
290,TRAIN,MLP,C,ACTIVITY,topo,0.9999244853177969
291,TRAIN,MLP,C,ACTIVITY,topo,0.9999523732013612
292,TRAIN,MLP,C,ACTIVITY,topo,0.43114780103215544
293,TRAIN,MLP,C,ACTIVITY,topo,0.436996614153743
294,TRAIN,MLP,C,ACTIVITY,topo,0.395030282498141
295,TRAIN,MLP,C,ACTIVITY,topo,0.373373543517013
296,TRAIN,MLP,C,ACTIVITY,topo,0.4375037777946593
297,TRAIN,MLP,C,ACTIVITY,topo,0.40937673395640783
298,TRAIN,MLP,C,ACTIVITY,topo,0.43919762619518254
299,TRAIN,MLP,C,ACTIVITY,topo,0.4135551776015379
300,TRAIN,MLP,C,ACTIVITY,topo,0.40590026646872934
301,TRAIN,MLP,C,ACTIVITY,topo,0.700777592302023
302,TRAIN,MLP,C,ACTIVITY,topo,0.588720561406736
303,TRAIN,MLP,C,ACTIVITY,topo,0.6059957638177158
304,TRAIN,MLP,C,ACTIVITY,topo,0.849798745764079
305,TRAIN,MLP,C,ACTIVITY,topo,0.8572519081573438
306,TRAIN,MLP,C,ACTIVITY,topo,0.8000454535436549
307,TRAIN,MLP,C,ACTIVITY,topo,0.862535606401797
308,TRAIN,MLP,C,ACTIVITY,topo,0.841310909523519
309,TRAIN,MLP,C,ACTIVITY,topo,0.8207264167524636
310,TRAIN,MLP,C,ACTIVITY,topo,0.7509550374584769
311,TRAIN,MLP,C,ACTIVITY,topo,0.8233384905324157
312,TRAIN,MLP,C,ACTIVITY,topo,0.8550167071087063
313,TRAIN,MLP,C,ACTIVITY,topo,0.9880260353246483
314,TRAIN,MLP,C,ACTIVITY,topo,0.9940742429005235
315,TRAIN,MLP,C,ACTIVITY,topo,0.9948313673318975
316,TRAIN,MLP,C,ACTIVITY,topo,0.9886694412812481
317,TRAIN,MLP,C,ACTIVITY,topo,0.9948003151269208
318,TRAIN,MLP,C,ACTIVITY,topo,0.9946798383120392
319,TRAIN,MLP,C,ACTIVITY,topo,0.7508191467348884
320,TRAIN,MLP,C,ACTIVITY,topo,0.7628077497392056
321,TRAIN,MLP,C,ACTIVITY,topo,0.7779883146083743
322,TRAIN,MLP,C,ACTIVITY,topo,0.9842743844031265
323,TRAIN,MLP,C,ACTIVITY,topo,0.995556835376261
324,TRAIN,MLP,C,ACTIVITY,topo,0.9944397402676157
325,TRAIN,MLP,C,ACTIVITY,topo,0.9921221117377467
326,TRAIN,MLP,C,ACTIVITY,topo,0.9968048569856456
327,TRAIN,MLP,C,ACTIVITY,topo,0.9978712906597754
328,TRAIN,MLP,C,ACTIVITY,topo,0.4262729388626584
329,TRAIN,MLP,C,ACTIVITY,topo,0.4280039320622161
330,TRAIN,MLP,C,ACTIVITY,topo,0.4687538159514808
331,TRAIN,MLP,C,ACTIVITY,topo,0.40601487812273207
332,TRAIN,MLP,C,ACTIVITY,topo,0.4225303451840443
333,TRAIN,MLP,C,ACTIVITY,topo,0.38747408119095084
334,TRAIN,MLP,C,ACTIVITY,topo,0.4142693874263964
335,TRAIN,MLP,C,ACTIVITY,topo,0.4255312246980494
336,TRAIN,MLP,C,ACTIVITY,topo,0.4127272554626916
337,TRAIN,MLP,C,ACTIVITY,topo,0.8606418514188793
338,TRAIN,MLP,C,ACTIVITY,topo,0.8194515501191904
339,TRAIN,MLP,C,ACTIVITY,topo,0.8808717504020069
340,TRAIN,MLP,C,ACTIVITY,topo,0.9963009885388237
341,TRAIN,MLP,C,ACTIVITY,topo,0.9971875780143665
342,TRAIN,MLP,C,ACTIVITY,topo,0.9976094912169328
343,TRAIN,MLP,C,ACTIVITY,topo,0.9975488706871001
344,TRAIN,MLP,C,ACTIVITY,topo,0.9973613175328483
345,TRAIN,MLP,C,ACTIVITY,topo,0.9977894237290688
346,TRAIN,MLP,C,ACTIVITY,topo,0.8750475048229096
347,TRAIN,MLP,C,ACTIVITY,topo,0.8903102385391468
348,TRAIN,MLP,C,ACTIVITY,topo,0.8970258317929113
349,TRAIN,MLP,C,ACTIVITY,topo,0.9996815075606894
350,TRAIN,MLP,C,ACTIVITY,topo,0.9997122771302415
351,TRAIN,MLP,C,ACTIVITY,topo,0.9995001286033777
352,TRAIN,MLP,C,ACTIVITY,topo,0.9997186350718861
353,TRAIN,MLP,C,ACTIVITY,topo,0.9997463098556916
354,TRAIN,MLP,C,ACTIVITY,topo,0.9996375659752487
355,TRAIN,MLP,C,ACTIVITY,topo,0.8236608136510944
356,TRAIN,MLP,C,ACTIVITY,topo,0.748198454968547
357,TRAIN,MLP,C,ACTIVITY,topo,0.8395443595814447
358,TRAIN,MLP,C,ACTIVITY,topo,0.9997160007711844
359,TRAIN,MLP,C,ACTIVITY,topo,0.9997230594462084
360,TRAIN,MLP,C,ACTIVITY,topo,0.999677694639439
361,TRAIN,MLP,C,ACTIVITY,topo,0.9998263229217342
362,TRAIN,MLP,C,ACTIVITY,topo,0.9998520271982747
363,TRAIN,MLP,C,ACTIVITY,topo,0.9997869057227838
364,TRAIN,MLP,C,ACTIVITY,topo,0.44001340589569693
365,TRAIN,MLP,C,ACTIVITY,topo,0.38994914810161296
366,TRAIN,MLP,C,ACTIVITY,topo,0.4244833969067904
367,TRAIN,MLP,C,ACTIVITY,topo,0.4326126821626982
368,TRAIN,MLP,C,ACTIVITY,topo,0.4522132774634582
369,TRAIN,MLP,C,ACTIVITY,topo,0.4406385218023664
370,TRAIN,MLP,C,ACTIVITY,topo,0.4263192572711685
371,TRAIN,MLP,C,ACTIVITY,topo,0.4308354580284993
372,TRAIN,MLP,C,ACTIVITY,topo,0.4082931193715392
373,TRAIN,MLP,C,ACTIVITY,topo,0.7594693961821902
374,TRAIN,MLP,C,ACTIVITY,topo,0.8192577401130451
375,TRAIN,MLP,C,ACTIVITY,topo,0.7272183530911764
376,TRAIN,MLP,C,ACTIVITY,topo,0.999135557438195
377,TRAIN,MLP,C,ACTIVITY,topo,0.9947649464987991
378,TRAIN,MLP,C,ACTIVITY,topo,0.9982999611042352
379,TRAIN,MLP,C,ACTIVITY,topo,0.9997104769090174
380,TRAIN,MLP,C,ACTIVITY,topo,0.9987518331595997
381,TRAIN,MLP,C,ACTIVITY,topo,0.998687281308311
382,TRAIN,MLP,C,ACTIVITY,topo,0.7846192740852923
383,TRAIN,MLP,C,ACTIVITY,topo,0.8260773489330748
384,TRAIN,MLP,C,ACTIVITY,topo,0.8486940406664093
385,TRAIN,MLP,C,ACTIVITY,topo,0.9998461610812922
386,TRAIN,MLP,C,ACTIVITY,topo,0.9997758475306049
387,TRAIN,MLP,C,ACTIVITY,topo,0.9998033464693477
388,TRAIN,MLP,C,ACTIVITY,topo,0.9998583551938078
389,TRAIN,MLP,C,ACTIVITY,topo,0.9998009392989274
390,TRAIN,MLP,C,ACTIVITY,topo,0.9998169186648771
391,TRAIN,MLP,C,ACTIVITY,topo,0.7565939941040813
392,TRAIN,MLP,C,ACTIVITY,topo,0.828637556580963
393,TRAIN,MLP,C,ACTIVITY,topo,0.8253502115324358
394,TRAIN,MLP,C,ACTIVITY,topo,0.999948530683469
395,TRAIN,MLP,C,ACTIVITY,topo,0.9999181404744203
396,TRAIN,MLP,C,ACTIVITY,topo,0.9998956921831165
397,TRAIN,MLP,C,ACTIVITY,topo,0.9999142639479741
398,TRAIN,MLP,C,ACTIVITY,topo,0.9999184022442977
399,TRAIN,MLP,C,ACTIVITY,topo,0.9999049538917208
400,TRAIN,MLP,C,ACTIVITY,topo,0.4588632660850024
401,TRAIN,MLP,C,ACTIVITY,topo,0.3691109824493253
402,TRAIN,MLP,C,ACTIVITY,topo,0.44176204030769883
403,TRAIN,MLP,C,ACTIVITY,topo,0.41544406675751555
404,TRAIN,MLP,C,ACTIVITY,topo,0.4083083116799431
405,TRAIN,MLP,C,ACTIVITY,topo,0.4246715448223738
406,TRAIN,MLP,C,ACTIVITY,topo,0.40965108947476536
407,TRAIN,MLP,C,ACTIVITY,topo,0.413711013742735
408,TRAIN,MLP,C,ACTIVITY,topo,0.3937334589891677
409,TRAIN,MLP,C,ACTIVITY,topo,0.7848879703145059
410,TRAIN,MLP,C,ACTIVITY,topo,0.7610847566749903
411,TRAIN,MLP,C,ACTIVITY,topo,0.8289269238798486
