context,layout,seed,edge_fraction
CH,Lav,69,0.16942148760330755
CH,Lav,70,0.21993127147766367
CH,Lav,73,0.20054945054945084
CH,Lav,79,0.22552607502287092
CH,Lav,80,0.20779220779220586
CH,Lav,81,0.18739424703892038
CH,Lav,84,0.21412196240257053
CH,Lav,85,0.2252160650737146
CH,Lav,86,0.2789500772002049
CH,Lav,87,0.27619980411361666
CH,Lav,88,0.21268292682926926
CH,Lav,92,0.2267528592739947
CH,Lav,95,0.19886363636363635
CH,Lav,99,0.26379647749510826
CH,Lava,0,0.2105048859934877
CH,Lava,2,0.2107670654468693
CH,Lava,5,0.167699457784665
CH,Lava,9,0.23652817770464907
CH,Lava,15,0.19930222416048615
CH,Lava,18,0.22255526414387172
CH,Lava,21,0.20467625899280517
CH,Lava,22,0.21520753400767212
CH,Lava,25,0.21182432432432652
CH,Lava,26,0.20369769704832874
CH,Lava,27,0.22431372549019668
CH,Lava,40,0.27179681576951986
CH,Lava,42,0.21263940520446178
CH,Lava,44,0.1926056338028146
CH,Lava,45,0.19446962828649328
CH,Lava,47,0.21903711870635545
CH,Lava,48,0.18157492354740323
CH,Lava,49,0.22776280323450293
CH,Lava,50,0.1943247126436769
CH,Lava,52,0.2251239669421501
CH,Lava,53,0.1890196078431341
CH,Lava,54,0.17881027807110483
CH,Lava,55,0.2824207492795414
CH,Lava,56,0.2627708978328197
CH,Lava,57,0.1675895164267236
CH,Lava,58,0.17668621700879727
CH,Lava,59,0.25468314069350106
CH,Lava,60,0.2236302646291466
CH,Lava,61,0.20823798627002232
CH,Lava,62,0.2669558359621449
CH,Lava,63,0.2239122744959332
CH,Lava,64,0.2293373045420688
CH,Lava,65,0.17433234421364718
CH,Lava,66,0.23012704174228737
CH,Lava,67,0.1693577323286679
CH,Lava,68,0.2654614652711703
CH,Lava,69,0.21945785369476412
CH,Lava,70,0.19331742243436678
CH,Lava,71,0.2553983618763961
CH,Lava,72,0.2841572596340981
CH,Lava,73,0.27461570419609294
CH,Lava,75,0.21763276640055806
CH,Lava,83,0.25104953820318887
CH,Lava,84,0.2480468750000001
CH,Lava,86,0.23199113409678485
CH,Lava,89,0.20438957475994646
CH,Lava,90,0.24358974358974084
CH,Lava,93,0.3351976137211028
CH,Lava,95,0.2103336045565516
CH,Lava,97,0.2741080890144848
CH,Lava,98,0.19489392304926068
CH,Lava,99,0.19856278366111801
CH,Lvav,0,0.30371297455152435
CH,Lvav,1,0.260471664906721
CH,Lvav,2,0.2255765199161447
CH,Lvav,3,0.3102652825836205
CH,Lvav,4,0.23313526738902535
CH,Lvav,5,0.21460340993328086
CH,Lvav,6,0.28010279001468674
CH,Lvav,7,0.25620170801138487
CH,Lvav,8,0.24187866927593005
CH,Lvav,9,0.26656626506024284
CH,Lvav,10,0.27036199095022373
CH,Lvav,11,0.2625855819573094
CH,Lvav,12,0.2726588943211755
CH,Lvav,13,0.3500404203718682
CH,Lvav,14,0.2135171486213866
CH,Lvav,15,0.22094455852156103
CH,Lvav,16,0.25807770961145104
CH,Lvav,17,0.23187022900763532
CH,Lvav,18,0.2240176276165996
CH,Lvav,20,0.291930713983944
CH,Lvav,21,0.22648432288192222
CH,Lvav,22,0.2720613882106725
CH,Lvav,23,0.20763022743947357
CH,Lvav,24,0.20047449584816046
CH,Lvav,25,0.24844720496894168
CH,Lvav,26,0.21536199926497557
CH,Lvav,27,0.21889580093312722
CH,Lvav,28,0.2086868001357286
CH,Lvav,29,0.24909747292418816
CH,Lvav,30,0.2689601250977306
CH,Lvav,31,0.21552680221811515
CH,Lvav,32,0.2683005482102553
CH,Lvav,33,0.2432524769388431
CH,Lvav,34,0.23382195209152823
CH,Lvav,35,0.3217970049916795
CH,Lvav,36,0.27387120651369323
CH,Lvav,37,0.1916038751345559
CH,Lvav,38,0.29525279814743355
CH,Lvav,39,0.24298679867986928
CH,Lvav,40,0.28185025480204007
CH,Lvav,41,0.2616347281971043
CH,Lvav,42,0.2928759894459093
CH,Lvav,43,0.19591690544412865
CH,Lvav,44,0.2116532116532106
CH,Lvav,45,0.22744439781787906
CH,Lvav,46,0.2857664233576619
CH,Lvav,47,0.23556405353728538
CH,Lvav,48,0.2259047619047635
CH,Lvav,49,0.24791208791209052
CH,Lvav,50,0.2601482527356159
CH,Lvav,51,0.2522772277227723
CH,Lvav,52,0.3063916131214086
CH,Lvav,53,0.2626301581180074
CH,Lvav,54,0.3201799930771875
CH,Lvav,55,0.25960813865862764
CH,Lvav,56,0.2508474576271208
CH,Lvav,57,0.22899813316739015
CH,Lvav,58,0.26713670191930905
CH,Lvav,59,0.27412692452121445
CH,Lvav,60,0.26661951909476567
CH,Lvav,61,0.22226608764311284
CH,Lvav,62,0.34086799276672886
CH,Lvav,63,0.23121387283237116
CH,Lvav,64,0.2814052519517415
CH,Lvav,65,0.2564874012786753
CH,Lvav,66,0.25356454720616717
CH,Lvav,67,0.23216266173752143
CH,Lvav,68,0.2260732571878682
CH,Lvav,69,0.2806584362139909
CH,Lvav,70,0.3778077268643313
CH,Lvav,71,0.25371428571428745
CH,Lvav,72,0.28473357306309477
CH,Lvav,73,0.22431704501731553
CH,Lvav,74,0.3522297808012106
CH,Lvav,75,0.2536720921000416
CH,Lvav,76,0.20420315236427555
CH,Lvav,77,0.21855050694704925
CH,Lvav,78,0.19023136246786976
CH,Lvav,79,0.22741652021089398
CH,Lvav,80,0.24790619765494404
CH,Lvav,81,0.19274746814766108
CH,Lvav,82,0.26620370370370205
CH,Lvav,83,0.2660311958405547
CH,Lvav,84,0.2416873449131508
CH,Lvav,85,0.27906000839278156
CH,Lvav,86,0.24207011686143332
CH,Lvav,87,0.2907066052227335
CH,Lvav,88,0.2585978835978828
CH,Lvav,89,0.1809803100125662
CH,Lvav,90,0.2552531863589377
CH,Lvav,91,0.29744764397905665
CH,Lvav,92,0.23947750362844922
CH,Lvav,93,0.2821953327571287
CH,Lvav,94,0.26715768329427514
CH,Lvav,95,0.26320000000000254
CH,Lvav,96,0.272006044578768
CH,Lvav,97,0.2690809968847342
CH,Lvav,98,0.3122873345935725
CH,Lvav,99,0.22455295735901093
CH,Sav,0,0.19756376094404415
CH,Sav,1,0.24246575342465715
CH,Sav,2,0.20725175113308525
CH,Sav,3,0.22364924712134726
CH,Sav,4,0.18993839835728965
CH,Sav,5,0.2099383667180308
CH,Sav,6,0.18108207581891933
CH,Sav,7,0.2210440456769962
CH,Sav,8,0.16646166461664447
CH,Sav,9,0.1993019197207655
CH,Sav,10,0.20917508417508457
CH,Sav,11,0.2143139580861989
CH,Sav,12,0.2167397660818724
CH,Sav,13,0.2375478927203044
CH,Sav,14,0.22972972972973105
CH,Sav,15,0.22730654761904934
CH,Sav,16,0.23164599396580732
CH,Sav,17,0.16262975778546862
CH,Sav,18,0.16443949517445877
CH,Sav,19,0.2427677873338573
CH,Sav,20,0.27898866608543893
CH,Sav,21,0.191029235082101
CH,Sav,22,0.18171514922553955
CH,Sav,23,0.2001692763436308
CH,Sav,24,0.24112525117213712
CH,Sav,25,0.3128704487722258
CH,Sav,26,0.2594514455151963
CH,Sav,27,0.2173295454545484
CH,Sav,28,0.23966628744785567
CH,Sav,29,0.2131837307152895
CH,Sav,30,0.24749536178107723
CH,Sav,31,0.25591482649842323
CH,Sav,32,0.17132729421032056
CH,Sav,33,0.18903591682419463
CH,Sav,34,0.21326013513513242
CH,Sav,35,0.20964285714285458
CH,Sav,36,0.27854671280276755
CH,Sav,37,0.2680451127819523
CH,Sav,38,0.2187620146097654
CH,Sav,39,0.17185501066097775
CH,Sav,40,0.2555640828856457
CH,Sav,41,0.19555388093443626
CH,Sav,42,0.14858223062381637
CH,Sav,43,0.2430780294857937
CH,Sav,44,0.20195195195195015
CH,Sav,45,0.24475247524752763
CH,Sav,46,0.1912333476579282
CH,Sav,47,0.2728597449908904
CH,Sav,48,0.15563506261181037
CH,Sav,49,0.2727623456790137
CH,Sav,50,0.24766018718502325
CH,Sav,51,0.19332607907145127
CH,Sav,52,0.23751474636256598
CH,Sav,53,0.20742268041237366
CH,Sav,54,0.21780821917808224
CH,Sav,55,0.256909992912826
CH,Sav,56,0.22351571594877884
CH,Sav,57,0.18497913769123508
CH,Sav,58,0.23306451612903012
CH,Sav,59,0.2216595247370442
CH,Sav,60,0.24170812603648362
CH,Sav,61,0.2401685393258418
CH,Sav,62,0.20316622691292963
CH,Sav,63,0.23124999999999918
CH,Sav,64,0.18213660245183938
CH,Sav,65,0.2179487179487155
CH,Sav,66,0.25124282982791346
CH,Sav,67,0.1953679491968623
CH,Sav,68,0.25543478260869734
CH,Sav,69,0.24611300720515705
CH,Sav,71,0.22270742358078344
CH,Sav,72,0.19692637598284202
CH,Sav,73,0.24105812220566059
CH,Sav,74,0.2389982110912332
CH,Sav,75,0.18673509672325506
CH,Sav,76,0.23384253819036405
CH,Sav,77,0.1888556469708278
CH,Sav,78,0.17607843137255164
CH,Sav,79,0.22558037669732744
CH,Sav,80,0.23026792179579902
CH,Sav,81,0.2538517975055039
CH,Sav,82,0.2009935040122247
CH,Sav,83,0.18419843821773196
CH,Sav,84,0.20199692780337863
CH,Sav,85,0.21961874503574363
CH,Sav,86,0.1686991869918676
CH,Sav,87,0.23383280757097835
CH,Sav,88,0.2668495297805624
CH,Sav,89,0.19186991869918557
CH,Sav,90,0.2742251863475884
CH,Sav,91,0.19659090909090604
CH,Sav,92,0.2356797791580424
CH,Sav,93,0.1856027753686036
CH,Sav,94,0.2921745969327576
CH,Sav,95,0.24353531455036426
CH,Sav,96,0.2729740209383499
CH,Sav,97,0.1686949223667613
CH,Sav,98,0.2570175438596519
CH,Sav,99,0.24405218726016953
CH,Savav,0,0.23084291187739747
CH,Savav,1,0.20918518518518403
CH,Savav,2,0.22953020134228475
CH,Savav,3,0.21256878077034225
CH,Savav,4,0.183570581257411
CH,Savav,5,0.2194740137758272
CH,Savav,6,0.18510084580351038
CH,Savav,7,0.23022468451831402
CH,Savav,8,0.14767801857585294
CH,Savav,9,0.21266568483063042
CH,Savav,10,0.2057578323454704
CH,Savav,11,0.2872878832986019
CH,Savav,12,0.19644444444444276
CH,Savav,13,0.1812080536912778
CH,Savav,14,0.23170731707316983
CH,Savav,15,0.16225369458127858
CH,Savav,16,0.21422195775066866
CH,Savav,17,0.23199739328771696
CH,Savav,19,0.18758043758043697
CH,Savav,20,0.21858248957713078
CH,Savav,21,0.18622371228283963
CH,Savav,22,0.24369211114659972
CH,Savav,24,0.17740945365254435
CH,Savav,25,0.19735294117646807
CH,Savav,26,0.17792604948568036
CH,Savav,27,0.2006378660481284
CH,Savav,28,0.2055961070559641
CH,Savav,29,0.19626510435737587
CH,Savav,30,0.18217170206401334
CH,Savav,31,0.15192672141503827
CH,Savav,32,0.20675714698238234
CH,Savav,33,0.19590382902938397
CH,Savav,34,0.16896758703481607
CH,Savav,35,0.2243945141523208
CH,Savav,36,0.24962630792227014
CH,Savav,37,0.1778875849289655
CH,Savav,38,0.1962286387743052
CH,Savav,39,0.24700460829492865
CH,Savav,40,0.17403035413153556
CH,Savav,41,0.1646562123039802
CH,Savav,42,0.1819063004846555
CH,Savav,43,0.2041642567958366
CH,Savav,44,0.1790540540540515
CH,Savav,45,0.2461860604247672
CH,Savav,46,0.20310169997017735
CH,Savav,47,0.18551388491267984
CH,Savav,48,0.22106590980762908
CH,Savav,49,0.20916334661354574
CH,Savav,50,0.1852717708942172
CH,Savav,51,0.16511936339522626
CH,Savav,52,0.1872381566226221
CH,Savav,53,0.1522460054265894
CH,Savav,54,0.22951739618406564
CH,Savav,55,0.19759184933621454
CH,Savav,56,0.19846678023849995
CH,Savav,57,0.22812779934309058
CH,Savav,58,0.18428912783751583
CH,Savav,59,0.18534752661239728
CH,Savav,60,0.20895522388059917
CH,Savav,61,0.23777403035413314
CH,Savav,62,0.18980612883051917
CH,Savav,63,0.20059523809523527
CH,Savav,64,0.18289511701820038
CH,Savav,65,0.21150855365474108
CH,Savav,67,0.20884742702377213
CH,Savav,68,0.20910724985021012
CH,Savav,69,0.21253731343283822
CH,Savav,70,0.1967484155414697
CH,Savav,71,0.2238982549541576
CH,Savav,72,0.18344155844155907
CH,Savav,74,0.1473325062034765
CH,Savav,75,0.1960722204624631
CH,Savav,76,0.20894263217097586
CH,Savav,77,0.15853297840875635
CH,Savav,78,0.1332912192040454
CH,Savav,79,0.1923698674426101
CH,Savav,80,0.17397576457010788
CH,Savav,81,0.20380673499267632
CH,Savav,82,0.19526968560715052
CH,Savav,83,0.21161695447409756
CH,Savav,85,0.22098281579740442
CH,Savav,86,0.16738320435654808
CH,Savav,87,0.21020934901060906
CH,Savav,88,0.21543496045813915
CH,Savav,90,0.20967741935483908
CH,Savav,91,0.2299363057324837
CH,Savav,93,0.16860648002516565
CH,Savav,94,0.2071428571428563
CH,Savav,95,0.20682953914492097
CH,Savav,96,0.23652522935779763
CH,Savav,97,0.19569827325053035
CH,Savav,98,0.1834750911300116
CH,Savav,99,0.19447062519635472
