RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CORENESS,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA,LAYOUT,SEED
1.2570655,1.0,0.18885171,1.6433154,1.6631612,1.4542047,-0.1125629,-0.12884063,-0.96145844,-1.3230218,-0.5860851,0.17363311,-0.22120088,0.2019906,-0.24698037,-0.24698037,-0.24698037,1.7235714,0.3279017,0.3903349,0.7047257,0.5154282,0.53595227,-0.56744564,0.18848324,0.6472162,0.59973705,1.0968122,1.8632348,-1.1732129,1.2098604,2.0503058,1.9091476,1.9744838,-1.7966751,0.1910721,0.81674767,0.97493106,1.2909471,1.5942247,-1.3762735,0.20198679,0.68262696,0.69585353,1.3717544,1.3064066,-0.99433327,0.1147521,0.101373345,0.658564,1.1784987,-1.1231447,0.201987,-0.44992173,-0.5662773,-0.5209545,-0.45432454,-0.22817837,Lvav,21
0.57578605,1.0,-1.2662257,0.30432424,1.0106808,-0.13370976,0.049692605,0.0414029,-0.96145844,-0.864689,-1.0638155,-0.78965896,0.7657411,-0.24894542,0.04097024,0.04097024,0.04097024,1.1932844,0.39925855,-1.2084771,-1.0483781,-1.2440447,-1.2519269,1.2541975,-0.23242365,-0.21924572,-0.15165873,-0.19923708,-0.10468798,-0.15646473,-0.100595824,-0.008224668,0.20014833,0.26834032,-0.4050902,-0.22689535,0.3041403,0.56793815,0.45470867,0.51877844,-0.6210944,-0.24898706,-0.42406037,-0.41417575,-0.39370936,-0.06298242,-0.07334252,-0.39882952,-0.15371664,-0.27991238,-0.091248445,0.022239562,-0.2489492,-0.09898012,0.013775416,-0.20226564,-0.56144625,0.054468073,Lvav,73
0.43827596,1.0,-0.1429575,0.35023063,0.20335132,0.742984,-0.026256783,-0.08976834,-0.54534495,-0.2535787,0.13390754,0.62336767,-0.7266132,-0.28656328,-0.9872725,-0.9872725,-0.9872725,-0.89175344,1.1750711,-0.4931293,-0.5803842,-0.542215,-0.21734957,0.09374932,-0.27367455,0.0109457895,-0.010774728,0.3206352,0.5502823,-0.70952547,0.35648343,0.042163875,0.20379427,0.26571506,-0.42421088,-0.21397462,-0.33576933,-0.25199342,-0.27110258,-0.08824117,-0.105468705,-0.2866045,-0.03760993,-0.029408317,-0.08976776,0.41468427,-0.673476,0.012911262,0.36201054,0.62905294,0.94554377,-0.9911237,-0.2865671,-0.077259585,-0.06753204,0.01253551,-0.68948907,1.2885735,Sav,58
-1.3796859,1.0,-0.59523135,-1.0425406,-1.077286,-0.9375954,0.23611382,0.20606467,0.078825265,1.1214195,0.8118724,0.07532578,-0.06078842,0.4441864,-0.16189688,-0.16189688,-0.16189688,-0.68909097,-1.0680358,-0.571082,-0.43115237,-0.72352165,-0.81008637,0.8262628,0.4977607,-0.8746463,-0.88133126,-0.7702144,-1.0561624,0.8444279,-1.1185852,-0.8458792,-1.0975708,-1.1177545,1.2167988,0.42150792,-1.0760593,-0.8120924,-0.949089,-1.1798445,1.278994,0.44414258,-0.02359211,-0.012498154,-0.19457686,-0.8000077,0.53746164,-0.66446763,-0.16231859,-0.4071091,-0.8353606,0.8324595,0.44418287,-0.33790585,-0.3807066,-0.36840302,-0.1828289,-0.46689978,Lava,28
-1.3960903,1.0,-0.30090335,-0.58983105,-1.2851276,-0.8579974,0.31206322,0.30095452,0.078825265,0.6630868,0.8014699,0.7397994,-0.67218286,-0.44361737,0.21494775,0.21494775,0.21494775,-0.2940985,0.50629383,0.61964905,0.35711342,0.31187245,0.14756367,-0.24050921,-0.4523512,-0.81106454,-0.88722694,-0.6237922,-0.70525485,0.3937852,-0.89059025,-1.2485758,-1.3376665,-1.2604276,1.387977,-0.46303728,-0.9176223,-1.0445716,-1.0032817,-1.0008223,1.0370862,-0.44359267,0.5651766,0.5780485,0.6117805,0.02692179,-0.14424926,-0.6910531,-0.43444678,-0.33641994,-0.3693634,0.32960474,-0.44362122,-0.27165827,-0.28362507,-0.2801086,0.20116776,-0.5673011,Lava,57
2.5853899,1.0,-0.5465666,0.97902733,0.5705478,2.6712375,-0.9376494,-0.9158681,-0.96145844,-1.9341321,-1.3290292,-1.2244574,1.24374,0.30516633,-0.3855412,-0.3855412,-0.3855412,-0.26113287,0.85597324,0.1904123,-0.30423313,-0.0109929405,-0.5319741,0.3660024,0.3073006,2.408616,1.7018745,2.2205904,0.6674023,-0.6184022,2.7951415,2.0614693,2.6131792,1.7649444,-1.4652463,0.3403816,-0.7311237,-1.35534,-0.9307278,-0.953374,0.96260726,0.30520988,0.42234123,0.42737192,0.97538066,-0.5973905,0.25527903,0.28559467,-0.14021885,0.344592,0.40873355,-0.44419014,0.3051628,-0.39918876,-0.482918,-0.44781893,-0.20497565,-0.4423005,Sav,25
-0.17101508,1.0,2.0030322,-1.3129321,-0.8273419,-0.9471698,-1.1378796,-1.0972751,1.3271657,-2.2396872,-0.9914268,-0.83357525,0.63238376,1.3074256,-0.21823908,-0.21823908,-0.21823908,-0.36743173,0.7682445,2.4041133,0.6256749,1.3066124,1.2055721,-1.2663033,1.3532935,-1.1624374,-1.1845896,-1.4484291,-1.5111283,1.7706468,0.461902,-1.1438833,-0.5796362,-0.718256,0.7005312,1.3371736,0.3878188,-0.89977837,-0.48854464,-0.38353476,0.17427427,1.3073677,-1.1306581,-1.1238575,-1.6253875,-1.7474124,2.01294,0.52703947,-2.0091517,-1.1643203,-1.049383,0.93069834,1.3074225,-0.18787912,-0.1748732,-0.16339199,-0.5391863,0.10572204,Lav,22
-1.0438194,1.0,-0.8164124,0.1727645,-0.5010696,-0.36431214,0.85406566,0.8451756,4.23996,2.6491952,3.1506646,2.7685888,-2.5130575,-1.3815463,0.64995176,0.64995176,0.64995176,-0.6028847,0.0018534246,2.2807949,1.7300065,2.015525,1.9903527,-1.7813227,-1.38743,-0.10840843,-0.2756734,0.106449224,1.0891683,-0.9480053,1.6175889,-0.36051407,-0.09563889,-0.47273985,0.37016192,-1.4086361,2.339854,1.4205238,1.4981729,1.2884104,-1.2348508,-1.3815655,0.1859251,0.19765174,0.38327405,1.5367274,-1.1754812,3.0137918,1.6219609,1.865464,1.5783849,-1.5340327,-1.3815504,0.058493644,0.11534554,0.23811713,-0.42515892,-0.26876906,Savav,51
-0.9933629,1.0,1.70284,-1.5502203,-0.6879046,-1.1786243,-1.6902388,-1.6666142,-0.12923147,-0.100801125,-0.101892106,-0.61756176,0.6261579,2.4169455,-1.3813804,-1.3813804,-1.3813804,-0.8781554,0.4789558,0.9019973,1.6482126,1.2567616,0.77333915,-0.670537,2.335768,-1.691133,-1.6949246,-1.6803526,-1.4824181,1.8348954,-0.9282741,-0.45571336,-0.7512968,-0.9041204,1.0427773,2.3511333,-0.38009995,-0.14626919,-0.1701002,-0.207175,0.042924866,2.4169316,-1.7781516,-1.7733064,-1.9721332,-1.3212532,1.4712977,-0.85207534,-0.984775,-0.97502744,-1.2711478,1.3466111,2.4169426,-0.21813269,-0.3070939,-0.24486455,-0.6693008,0.92597735,Lav,46
0.25482532,1.0,1.1233428,-1.2362103,-0.34878805,-0.96713763,-1.9871318,-1.8954661,-2.0017421,-1.4757993,-2.1157389,-2.3279727,2.472787,2.225282,-0.07556177,-0.07556177,-0.07556177,0.6327355,-0.96640646,-0.83369356,-0.67301387,-0.90447646,-1.3714074,1.4237684,2.2918596,-1.12486,-1.1055816,-1.3766124,-1.6094398,2.2818604,-1.094208,0.089381,-0.76160055,-1.0363759,1.1900263,2.2824593,-1.3399149,-1.0218163,-1.1916642,-1.1774083,1.2421471,2.2252123,-1.3704844,-1.3828388,-1.3698654,-1.867166,2.599715,-2.0079799,-1.6299266,-1.9818822,-2.0766587,2.341828,2.225279,-0.21425405,-0.17807934,-0.21278022,-0.52973086,0.0637336,Lav,31
-1.2647167,1.0,-0.74754775,-0.7349015,-0.96655625,-0.97544366,-0.08494494,-0.16233116,-0.3372882,0.8158643,-0.36940032,-0.6704991,0.700291,-0.34745017,-1.2950732,-1.2950732,-1.2950732,-0.33874267,-2.9293375,-0.7287624,-1.1463573,-1.2024527,-1.4886752,1.7028099,-0.34929976,-0.6248523,-0.5763577,-0.71050346,-0.8607718,0.6341793,-1.141206,-1.0333858,-1.289296,-1.377323,1.6292659,-0.38465753,-1.2470808,-1.1471517,-1.3050212,-1.4963337,1.8262824,-0.34742898,0.39316815,0.40552062,0.21439497,-0.30804715,0.19971573,-0.9869639,-0.41765708,-1.1380444,-1.3024727,1.3985907,-0.34745398,-0.10999551,-0.13973401,-0.08429319,-0.33948272,-0.37067032,Lava,15
0.6720395,1.0,-0.329533,0.29027006,0.36219305,1.096361,0.19123463,0.15582888,-0.3372882,0.051976454,-0.73409903,-0.6740953,0.5782574,-0.5010261,-0.29159427,-0.29159427,-0.29159427,-0.3577476,0.45810476,-0.71974605,-0.48642835,-0.46007094,-0.25275066,0.10271651,-0.5097431,0.44839108,0.544039,0.43313515,0.5925734,-0.73861986,0.90789795,-0.020376444,0.09715935,0.19343348,-0.3664586,-0.4673169,-0.3064852,-0.35096878,-0.352647,-0.30661842,0.13889705,-0.50106496,0.10863486,0.11993821,-0.21060397,0.020654112,-0.46010885,0.27392685,0.7034613,0.13702713,0.18381861,-0.2846681,-0.50103,0.20417632,0.33079734,0.32533562,-0.57849985,0.2047255,Sav,4
0.5067151,1.0,0.08547565,-0.06978933,0.1745372,0.24111636,-0.30934086,-0.29071152,-0.96145844,-1.4757993,-1.0849565,-1.0618145,1.0277177,-0.011678855,0.19748972,0.19748972,0.19748972,-0.76190233,0.23553938,-1.2900507,-1.1549069,-1.1401734,-0.8519913,0.83152276,-0.01832404,0.047398265,0.11918057,0.16687077,-0.022900216,-0.33689713,-0.42505497,0.12746523,0.0957599,-0.020850133,-0.06504799,-0.0048045903,-0.80427665,-0.5732222,-0.59917474,-0.53936285,0.39508045,-0.011723166,-0.40473765,-0.39745477,-0.6502189,-0.4776031,-0.04346167,-0.5595052,-0.7951584,-0.4954313,-0.47045174,0.39026615,-0.011682547,-0.018769305,0.093030915,0.09400167,-0.64828616,0.74495083,Sav,44
-0.99575543,1.0,-0.88316095,0.5543503,-0.18088898,-0.20219368,1.7412926,1.7522109,0.7029955,0.3575316,0.8769457,1.0429133,-1.1004101,-1.4124502,1.4358127,1.4358127,1.4358127,-0.38894194,0.34118456,0.39423966,0.29004106,0.52818936,0.93896693,-1.0132699,-1.415895,0.04065738,0.03830243,-0.04304391,0.61770225,-0.7213222,-0.1569219,-1.2234559,-1.0103276,-1.0818027,1.141501,-1.434547,0.8918499,0.714462,0.9417548,0.9499178,-0.98834705,-1.4124739,0.45643982,0.46898338,0.49677423,1.2800914,-1.0304363,0.5647806,0.19452377,0.5486158,0.6248754,-0.72589654,-1.4124544,2.0471625,1.8820504,2.0483618,1.4151347,-0.6535573,Savav,15
-0.54233176,1.0,-0.1787313,0.95791924,-0.011882107,-0.033491433,1.8517644,1.8303554,2.1593926,1.7325298,1.9273949,1.6462142,-1.5875899,-1.4316916,1.068666,1.068666,1.068666,-0.044132434,0.37763524,1.3987508,0.52861035,1.1335455,1.5421556,-1.4336144,-1.4382381,0.5174882,0.56263775,0.39194766,0.72867274,-0.73795193,1.1777953,-0.3728503,0.017635776,-0.038049318,-0.13274318,-1.4536942,2.094847,1.5773455,1.6096562,1.4359584,-1.3104559,-1.4316893,1.5972265,1.613215,1.3213707,1.2320575,-0.95727307,1.763917,1.2976513,1.3143502,1.0960745,-1.1113989,-1.4316959,0.018310705,0.20883632,0.17864425,1.392032,-0.6529789,Savav,38
0.02535514,1.0,1.4074423,-1.2044854,-0.55787855,-0.7585539,-0.27136618,-0.24047573,-0.54534495,-0.864689,-0.89888245,-1.0773617,1.0988694,0.6521615,0.45492822,0.45492822,0.45492822,-0.5761749,1.1001619,0.29960304,0.6559419,0.2422074,0.24671775,-0.26540995,0.6776121,-0.79935515,-0.7676209,-1.068323,-1.3500062,1.4708709,-0.4592789,0.037557345,-0.40570876,-0.3788347,0.3271501,0.7010407,-0.40638646,-0.4864959,-0.56502944,-0.53001446,0.4006352,0.6522607,-0.6259992,-0.61691505,-0.9944653,-1.609726,1.8515762,-0.61751306,-0.75218254,-0.77756566,-0.8805732,0.8762049,0.6521581,0.5776142,0.9431679,0.4994672,0.14924787,-0.543351,Lav,57
-0.42552,1.0,-0.33950913,-0.5189075,-0.9147924,-0.7213221,-0.3196976,-0.25163925,-1.377572,-2.2396872,-2.0099316,-1.5161299,1.5031229,0.1835199,1.0960722,1.0960722,1.0960722,-1.0283457,-3.1858823,-0.59337467,-0.6277964,-0.7702014,-0.9042159,0.78455687,0.22410332,-2.153312,-2.2211802,-2.0251002,-1.2501868,1.0778981,-0.9425206,-0.8171318,-0.9054445,-0.76814806,0.75956374,0.23391281,-1.7706604,-1.9844698,-1.8786421,-1.6107644,1.9514428,0.18669131,-4.2953825,-4.4262047,-3.835369,-1.3591106,0.99012476,-1.5019566,-2.0485995,-1.8265117,-1.4938419,1.5543028,0.1835163,-0.2846906,-0.33171698,-0.28545037,0.80622774,-0.62624764,Lava,82
-0.18862955,1.0,-0.23515092,0.77365303,0.08988365,0.34499705,1.4098771,1.4033512,0.49493873,1.2741971,0.8256627,0.796554,-0.82645315,-1.3752563,1.0269632,1.0269632,1.0269632,0.9367139,-0.4174839,-0.59081864,-0.42338,-0.17576404,0.4972585,-0.62001675,-1.3727643,1.2071897,1.338453,0.9649498,0.6404456,-0.71808636,-0.13384987,-0.81083876,-0.5657997,-0.5867586,0.4855555,-1.3943008,0.94966143,1.1181034,0.8807037,0.85360026,-0.9041972,-1.3752853,1.0660466,1.0804311,0.7376045,0.64443237,-0.71212226,0.5249929,1.093622,0.7951139,0.7534566,-0.79743373,-1.3752605,-0.230079,-0.21206428,-0.21092743,0.5371313,-0.60752887,Savav,68
-1.2125689,1.0,-0.11268003,0.06505006,-0.525192,-0.66063315,1.775815,1.8526825,0.49493873,-0.2535787,0.5676734,0.7478284,-0.80498505,-1.386967,2.3176975,2.3176975,2.3176975,0.3818705,0.35261402,0.032802887,-0.28333884,0.18870883,0.6675278,-0.76016474,-1.3896573,-0.23717298,-0.18148829,-0.47881147,-0.25097686,-0.13096736,-0.3647372,-1.6658727,-1.3495452,-1.3678019,1.5418024,-1.4100847,0.61918545,0.18320286,0.52176774,0.5641779,-0.6842859,-1.3869957,0.2329048,0.24477333,-0.01011408,0.25167966,-0.45208865,0.10180733,-0.59069353,-0.034729436,0.05962812,-0.18134789,-1.3869711,0.11046776,0.3157927,0.117988676,0.41455495,-0.59577227,Savav,18
-0.78979295,1.0,1.5212349,-1.6632586,-0.6526823,-1.1159059,-1.3243009,-1.2954274,0.286882,-0.2535787,-0.18114118,-0.23272151,0.02457298,2.276293,-0.7132475,-0.7132475,-0.7132475,1.2904172,0.6789712,0.3714497,0.9327788,0.6698838,0.26835924,-0.3391325,2.3344681,-1.3576376,-1.3437151,-1.5667105,-1.5664984,2.0340357,-0.9284758,-0.34278685,-0.6115634,-0.47410652,0.38727742,2.2867174,0.30805898,-0.16231827,-0.06442555,-0.097430766,-0.12189163,2.276223,-1.608038,-1.6017287,-1.9373466,-1.6324302,1.9696426,-0.45543596,-0.947438,-0.8946997,-0.9151091,0.77603745,2.2762902,-0.15902182,-0.10998116,0.008007094,-0.61668473,0.541711,Lav,24
-1.3544985,1.0,-0.09614533,-2.1825488,-1.1251012,-1.2535276,-0.8202731,-0.83214176,0.49493873,-0.100801125,0.095358565,0.024607088,-0.15424828,0.8418214,-0.9363911,-0.9363911,-0.9363911,1.1810673,0.90400785,0.18664946,-0.21443799,0.19644658,0.36330014,-0.558966,0.79911506,-2.0103207,-2.025846,-2.0864434,-1.9775128,3.3735294,-1.1618233,-1.1627359,-1.3748109,-1.3534037,1.5311937,0.8267319,-0.08412582,-0.51830983,-0.44290465,-0.43665043,0.25464264,0.84176743,-2.1786203,-2.1744142,-2.4513588,-2.0119443,2.78524,-0.5025944,-1.0803225,-0.9590155,-0.98877907,0.90875447,0.841818,-0.33759555,-0.3798089,-0.39626473,-0.53444344,0.08626086,Lav,17
