RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CORENESS,GRADIUS:FLOW,GDIAMETER:FLOW,AVG_ECCENTRICITY:FLOW,AVG_SHORTEST_PATH:FLOW,AVG_CLOSENESS:FLOW,AVG_BETWEENNESS:FLOW,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA,LAYOUT,SEED
-0.63621086,1.0,2.0477874,-1.2001898,-1.1148362,-1.1472485,-1.7895641,-1.7783805,1.875732,-0.16257241,0.19295938,0.13993286,-0.276076,1.95541,-1.895435,-1.895435,-1.895435,1.4418192,0.22803402,-0.8970784,-1.1063706,-1.0583339,-0.9193344,0.62315255,2.0359888,1.3591113,0.40390503,0.85018575,1.5847905,-1.5629499,1.9444073,-0.6412457,-1.3158039,-1.1489166,-1.0301851,0.91359943,0.7827814,-0.38010713,-0.09233142,-0.25594136,0.17852879,1.982093,1.1374555,-0.08525301,0.090753086,0.36531574,-0.54942507,1.9551022,-0.27435955,-1.1506641,-1.0459496,-0.92491317,0.8818645,1.2900697,-0.57817096,-0.34186137,-0.49432942,0.35206005,1.95541,-0.5195928,-0.53171825,-0.5320314,-0.5300367,-0.23867474,Lav,43
0.33546135,1.0,-1.7692231,0.03179382,1.1172923,0.22988023,-0.27296764,-0.2746672,-1.1778169,-0.80515254,-0.8752968,-0.9324855,0.86156607,-0.38259843,-0.10967835,-0.10967835,-0.10967835,0.7292283,-0.41735736,1.2894747,0.71064323,0.86536896,-0.4539988,0.003437561,-0.38941175,-0.86086255,-1.288466,-1.3485519,-1.6570083,1.8078727,-0.39475587,-0.5254029,-0.31518355,-0.4648009,-0.4326576,0.15127416,-0.38347706,-0.656101,-0.7705397,-0.7089758,0.5761951,-0.38735488,-1.023486,-1.1019919,-0.7701055,-0.71735036,0.59321564,-0.38269994,-0.7475474,-0.47150353,-0.48242673,-0.4300359,0.22872446,-0.91713285,-0.6152008,-0.6017816,-0.54276866,0.4280478,-0.38259843,-0.5458662,-0.5830073,-0.5987498,-0.5357978,-0.13659684,Lvav,13
-1.6670194,1.0,-0.1547711,-0.9574074,-1.0819088,-1.2303133,-0.3339642,-0.36480206,0.25914732,0.021021908,0.6413518,1.3558569,-1.3683245,-0.058175035,-0.7499211,-0.7499211,-0.7499211,0.72244817,0.2273931,-0.841717,-1.19076,-1.0420464,-0.8584691,0.43727314,-0.10100134,-0.09168231,0.28909007,0.25308254,0.4463975,-0.4653312,-0.05792041,-1.1007007,-1.3822119,-0.8898632,-0.5474137,0.27365226,0.10303355,-0.6885078,-0.22739397,0.15018703,-0.33341447,-0.054206647,-0.2166411,-0.20945646,0.23342313,0.2929014,-0.25095943,-0.058304023,-0.98500943,-1.0989933,-0.5722073,-0.23698764,0.036868706,-0.4674959,-0.6935731,-0.2937842,0.11989417,-0.23922445,-0.058175035,0.27170026,0.65305674,0.6540358,0.7727243,-0.47987464,Lava,85
-0.7471767,1.0,0.3754134,-0.5080388,-0.3291347,-0.6857701,0.53939575,0.5167608,-0.45933476,-0.34616673,-0.30019245,0.27180764,-0.3756995,-0.6279546,0.18832998,0.18832998,0.18832998,-0.08658789,-0.00025636202,-0.48272246,-0.5010412,-0.57395655,-0.87757546,0.52310854,-0.6448878,-1.008188,-0.47192815,-0.65324795,-0.47151774,0.46960464,-0.6221065,-0.7201546,-0.723937,-0.74613535,-0.6355171,0.37147298,-0.6299286,-0.9020319,-0.9046514,-0.64685655,0.52370185,-0.6323451,-0.94561446,0.112880215,-0.2465745,-0.12827304,0.055937517,-0.6279235,-0.87213886,-0.7502822,-0.55615145,-0.41201407,0.20866656,-0.7342891,-0.7403169,-0.77561736,-0.3195106,0.19765614,-0.6279546,1.1248131,1.2197998,1.2471546,1.3142582,-0.48033118,Lava,29
1.2178628,1.0,-0.8931888,0.5615175,1.92254,1.4138885,0.12351006,0.1210468,-0.8185758,0.11281907,-0.40728334,-0.67203367,0.6338012,-0.43686363,0.21923296,0.21923296,0.21923296,0.680138,0.42133096,2.2838202,1.4473732,1.9542892,0.6723476,-0.65641505,-0.42198503,-1.312384,-0.94328326,-1.1333998,-1.1323102,1.1941891,-0.44002175,-0.06950629,0.394554,0.289507,0.31988862,-0.4767912,-0.45255134,0.104777075,0.08056919,0.25123444,-0.29734048,-0.42958322,-0.42729276,0.052916024,-0.119540565,0.11207554,-0.22995065,-0.4369278,-0.34273314,0.025997702,0.04039839,0.03912485,-0.25407705,-0.21588056,0.7262496,0.32374316,0.21741995,-0.26860148,-0.43686363,-0.028125616,0.09657154,0.034637798,-0.53013,-0.255788,Lvav,31
0.23480205,1.0,-0.12944447,0.014962279,0.7994552,0.24268657,-0.37000763,-0.36260366,-0.27971423,-0.34616673,-0.13707073,0.09503058,-0.1348146,-0.2689928,-0.019774277,-0.019774277,-0.019774277,-0.6964788,0.21034503,0.38610706,0.14823693,0.35443196,1.0034064,-0.7814015,-0.23278874,-0.72369015,-0.29404157,-0.28517145,-0.21231356,0.12191724,-0.25183833,-0.12033022,0.050238743,0.19875658,0.19012792,-0.34648284,0.8133277,0.3785691,1.0581491,1.3790923,-1.2812314,-0.25783047,-0.83579534,-0.3840055,-0.01695046,0.68860716,-0.77616185,-0.2691064,-0.4195719,-0.38939795,-0.19507988,-0.18146597,0.02130018,-0.023038661,-0.113531865,0.17128026,0.44238135,-0.46131423,-0.2689928,-0.55359364,-0.59967613,-0.59287506,-0.5368727,-0.0422731,Lvav,24
0.63240963,1.0,-1.0949234,0.09332556,1.3392575,0.6270556,0.23441292,0.2199753,-0.27971423,-0.16257241,-0.13621876,0.026895668,-0.1613704,-0.5733279,0.09391338,0.09391338,0.09391338,-0.804862,-0.7444753,1.1326692,1.045812,1.182482,0.21886344,-0.49742794,-0.5310164,-0.697205,-1.0107504,-0.80442566,-0.6294163,0.46195853,-0.5805874,-0.09639114,-0.070031695,0.07652409,0.14263345,-0.3902195,0.36223584,-0.11930074,0.22473504,0.50779945,-0.64018667,-0.5804699,0.19429967,0.16798855,0.7663083,0.76534253,-0.7804967,-0.57334554,-0.5187674,-0.19407669,-0.10756778,-0.077864625,-0.17619935,0.17177743,0.2724999,0.41464955,0.663222,-0.7388042,-0.5733279,-0.5165018,-0.56890273,-0.5666464,-0.53485304,-0.13422024,Lvav,33
-1.0606017,1.0,-1.0292839,0.7952084,-0.67194474,-0.4953763,1.6151534,1.673125,0.07952681,-0.71335536,-0.30858397,-0.009875764,-0.11171155,-1.2105278,1.961341,1.961341,1.961341,0.06256049,0.38697845,-0.91126376,-0.8337478,-0.8998204,-0.7937464,0.36657867,-1.2157544,-0.55434906,-0.9917816,-0.9273538,-0.6452282,0.49567053,-1.21813,0.010549657,-0.23435447,-0.05684467,0.24061833,-0.42388025,-1.1381998,-1.3672559,-1.3986566,-1.2159268,1.1721343,-1.2161139,-0.08326389,-0.8104401,-0.6631717,-0.20333019,0.03223583,-1.210537,0.7236758,0.43165454,0.65786946,0.9576988,-0.98250264,-0.17396674,-0.9254219,-0.5692334,-0.3289393,0.20234258,-1.2105278,0.06614952,-0.03421531,0.00918723,0.13246852,-0.47828642,Savav,18
-0.028602196,1.0,-0.9291064,1.8345419,0.39574823,1.0436286,1.1022277,1.143308,0.25914732,-0.07077525,-0.2296268,-0.09469732,-0.06115518,-1.1831852,1.5217531,1.5217531,1.5217531,1.2633204,0.22021498,-0.07154141,0.14645888,-0.02493868,0.07680086,-0.390806,-1.1838754,0.0694376,-0.7695267,-0.55072767,-0.3248616,0.11983814,-1.1840723,0.8147384,0.9269652,0.8532732,0.89377576,-0.8203557,-0.16751961,-0.46003973,-0.60005605,-0.37227517,0.23720758,-1.1832408,0.9971741,-0.014878545,0.12490669,0.2930931,-0.44312683,-1.1832017,1.1334825,1.318175,1.1230497,1.2410454,-1.1368618,0.37561888,0.05476408,-0.045888647,0.11734129,-0.25908464,-1.1831852,1.0568113,1.5416381,1.2934983,1.1157541,-0.48021802,Savav,14
1.2240472,1.0,1.356084,0.486437,0.49626592,1.2041097,-0.3339642,-0.33842114,-0.8185758,-0.6215582,-0.83916897,-0.93043935,0.9547711,0.13459983,-0.22300303,-0.22300303,-0.22300303,-0.8521619,0.90970063,0.8186324,1.1017623,0.8361965,1.7754129,-0.99785477,0.13187742,0.20815495,-0.21654443,-0.04549398,0.69099754,-0.8361922,0.16027969,0.29686135,0.4929749,0.30761474,0.51663536,-0.66356754,0.26468,-0.025710857,0.23990986,0.6185121,-0.6806361,0.15279101,-0.54424274,-0.06572241,-0.16679461,-0.029339196,-0.042759992,0.13444339,-0.22595559,0.098905206,-0.25047866,0.011428564,-0.28289953,-0.2905758,-0.14729609,-0.22208278,-0.13978387,0.10607056,0.13459983,-0.41604468,-0.39195585,-0.34403944,-0.540141,0.7488407,Sav,26
-0.7744587,1.0,1.4719044,-1.2421136,-0.70087206,-1.088598,-1.0409698,-1.0616984,-0.45933476,-1.4477327,-1.2349327,-1.472234,1.5718608,0.8680719,-1.438061,-1.438061,-1.438061,0.35778302,-1.7956878,-0.87722015,-0.79275703,-0.70169944,-1.4044678,1.9948564,0.87855405,-0.5278087,-0.57600504,-0.899063,-0.7318053,0.7392518,0.8646452,-1.351122,-1.1278874,-1.4535903,-1.8880512,2.6353414,-1.1730654,-0.6257575,-1.4420214,-1.9491202,2.2329824,0.89980364,-0.74259984,-1.1515375,-1.2941917,-0.6725456,0.5188753,0.86783755,-1.1951222,-1.0289263,-1.5147867,-1.786716,2.5719304,-0.7686018,-1.7774998,-1.6080182,-1.7933122,1.9122107,0.8680719,-0.58141255,-0.63301396,-0.6275786,-0.5314964,-0.23609482,Lav,23
1.1120205,1.0,1.1704409,0.23077886,0.663892,0.56791395,-0.16760993,-0.20211965,-0.10009371,-0.8969497,-0.7633027,-0.9778113,0.97208846,0.09610481,-0.64407057,-0.64407057,-0.64407057,0.5658597,0.9596912,0.21544705,0.26423106,0.23331499,0.46460387,-0.5716355,0.13802885,0.22101107,0.18864171,-0.16894439,-0.35289785,0.2416588,0.09760562,0.36481136,0.10172336,0.11057315,-0.032001983,-0.17318009,0.5677145,-0.19632894,0.268227,0.013465351,-0.08990867,0.08935247,-0.71727884,-0.46273807,-0.44567755,-0.045344137,-0.11596808,0.09633365,0.15997456,-0.09479327,-0.25963235,-0.32794064,0.14016043,0.27176952,-0.5864158,-0.3260077,-0.3971112,0.33184543,0.09610481,-0.30940557,-0.42914036,-0.39711738,-0.53768396,0.017861504,Sav,28
-0.45004073,1.0,0.915339,-0.9830887,-0.7393988,-0.8978871,-1.1213745,-1.085881,-1.1778169,-1.1723411,-1.2474558,-1.5332961,1.5622147,0.9371664,-0.19172882,-0.19172882,-0.19172882,2.042228,-0.22252223,-1.1961493,-1.15379,-1.1746478,-1.0524012,0.8057939,0.9052616,-0.8061813,-0.8961124,-0.76123846,-0.9686661,0.9888594,0.9432327,-1.2548021,-1.0055203,-1.1935327,-1.3187826,1.3440942,-1.6208234,-0.87608767,-1.2979281,-1.5130543,1.5747263,0.9211214,-0.77327704,-1.2763937,-1.4117774,-1.1654643,1.0353571,0.93701833,-1.0696622,-0.8739137,-1.1976317,-1.3025466,1.479783,-1.3298895,-1.4018908,-1.4918264,-1.6981823,1.722304,0.9371664,-0.5288658,-0.57274944,-0.57884324,-0.53511596,-0.09526129,Lav,47
-1.2353864,1.0,0.36086714,-1.6188956,-1.4492124,-1.5315425,-0.8219367,-0.87483346,-0.8185758,-0.43796387,-0.7123347,-0.34951416,0.22876425,1.4149213,-1.8509449,-1.8509449,-1.8509449,-0.9647918,0.73806626,-1.4934686,-1.4965655,-1.5201095,-1.4797968,2.1936872,1.3526462,-0.72909755,-0.12630296,-0.35355437,-0.590844,0.521553,1.3603629,-1.6875751,-1.50911,-1.7860858,-1.859133,2.46074,-1.8027531,-0.7430118,-1.4184091,-1.5882751,1.6577493,1.3932474,-1.2629513,-0.7158807,-1.0157201,-0.787751,0.6367927,1.4146417,-1.4258555,-1.3185266,-1.6130972,-1.6585,2.1884816,-1.2952346,-0.96562386,-1.3486168,-1.0933056,1.002111,1.4149213,-0.5226838,-0.57531387,-0.5667842,-0.5342265,-0.1413415,Lav,32
-1.030209,1.0,1.085551,-0.89460874,-1.7122004,-1.0839237,-1.1657356,-1.1892062,0.25914732,1.5815736,1.2230773,0.13852558,0.22097121,0.5679612,-1.6997051,-1.6997051,-1.6997051,0.41519076,-3.6245744,-1.0537666,-0.99096155,-1.0655082,-1.0100822,0.8727126,0.51869017,0.89660954,1.6858094,1.1948098,0.17738263,0.121492006,0.57492703,-0.20008576,0.20583637,-0.09286248,-0.66346705,0.65360135,-0.44614142,0.8035529,0.3009336,-0.5860164,0.8100562,0.5709994,0.7810343,2.272716,1.1173681,-1.1294044,1.554108,0.56776655,0.34555957,0.89155185,0.44606563,-0.42489794,0.4912895,-0.4155574,0.88233554,0.32297832,-0.83157045,1.1687928,0.5679612,-0.28467765,-0.1611555,-0.18607225,-0.17093338,-0.47545478,Lava,15
2.202269,1.0,0.077708304,1.0132359,1.7058326,2.5905628,0.5088975,0.474991,-0.9981963,-0.80515254,-1.0639031,-0.87623906,0.8166071,-0.44884384,-0.023065865,-0.023065865,-0.023065865,-0.5626187,-0.013587187,2.8844028,3.5465076,3.0195928,2.0427701,-1.0233657,-0.4304715,-0.66624993,-0.47844794,-0.4705157,-0.5416204,0.46337056,-0.41944715,1.0731727,1.4049947,0.9282433,0.905517,-0.8835142,0.72060055,0.06198157,0.36820635,0.9312941,-0.9755798,-0.435721,-0.981041,0.050801456,-0.5125303,-0.4551527,0.40437174,-0.44892055,0.2752327,0.56461877,0.12044016,0.2264203,-0.46562383,-0.10457524,0.017087385,-0.002726272,0.453522,-0.5172638,-0.44884384,-0.5937765,-0.6548118,-0.64102775,-0.5400553,0.51391315,Sav,59
-1.3936074,1.0,-0.9678129,-0.7720651,-0.58785236,-1.0001768,-0.22860649,-0.26367515,-0.8185758,-0.43796387,-0.5820646,-0.61691946,0.50709677,-0.37778905,-0.7191254,-0.7191254,-0.7191254,-1.3602877,0.27558917,-0.8521991,-0.9992596,-0.9878252,-1.1571553,1.0629438,-0.37189472,-0.91824764,-0.2670783,-0.73643553,-1.5137258,1.7779578,-0.39221442,-1.1552911,-1.2597651,-1.0819292,-0.9918143,0.8190059,-0.6541341,-0.9722654,-1.1228534,-1.2988178,1.2096546,-0.38401973,-1.166443,-1.1212568,-1.1625272,-1.2401136,1.1881704,-0.3778882,-1.1480204,-0.9891588,-0.79654837,-0.79231656,0.72120774,-1.2810793,-1.0456219,-1.2894582,-1.4209114,1.3699003,-0.37778905,1.3133633,1.2800645,1.3228031,1.445987,-0.48043776,Lava,40
-1.773211,1.0,-0.37635922,-1.0964172,-1.4580894,-1.3278047,-1.1407825,-1.1188571,0.43876785,1.6733707,1.5727237,0.61261463,-0.38214344,0.38453877,-0.54728633,-0.54728633,-0.54728633,0.1466528,-1.072875,-1.3300958,-1.308888,-1.3149593,-1.3230348,1.6468254,0.34386727,0.6935551,1.4660329,0.93341386,-0.9767626,1.275378,0.4203369,-0.45798907,-0.0908456,-0.35662922,-0.9383433,0.907603,-0.13076217,1.1660025,0.5757018,-0.82388836,0.9969683,0.399386,0.32289335,1.6785272,0.6568046,-1.2773952,1.5780087,0.38445702,0.2637287,0.7895631,0.41333258,-0.48129296,0.4633054,-0.4005194,0.8425956,0.49604076,-0.5993687,0.78370476,0.38453877,-0.43613613,-0.45093817,-0.46297047,-0.38903707,-0.46708205,Lava,97
